Draft_ID,Season,Pick_No,Round,Draft_Slot,Player_Name,Position,Team,Picked_By_Username,Is_Keeper
600336705131696129,2020,1,1,1,Christian McCaffrey,RB,SF,freddychips,
600336705131696129,2020,2,1,2,Saquon Barkley,RB,PHI,Grasshoppaz,
600336705131696129,2020,3,1,3,Ezekiel Elliott,RB,,roneill19,
600336705131696129,2020,4,1,4,Derrick Henry,RB,BAL,tombiancamano,
600336705131696129,2020,5,1,5,Alvin Kamara,RB,NO,bwizzle127,
600336705131696129,2020,6,1,6,Dalvin Cook,RB,,gkflo,
600336705131696129,2020,7,1,7,Clyde Edwards-Helaire,RB,NO,jetsnation36,
600336705131696129,2020,8,1,8,Josh Jacobs,RB,GB,davesiss,
600336705131696129,2020,9,1,9,Michael Thomas,WR,,lilmelo,
600336705131696129,2020,10,1,10,Davante Adams,WR,LAR,NickMarraro,
600336705131696129,2020,11,1,11,Kenyan Drake,RB,,coreyreisch,
600336705131696129,2020,12,1,12,Nick Chubb,RB,HOU,BigFish0,
600336705131696129,2020,13,2,12,Tyreek Hill,WR,MIA,BigFish0,
600336705131696129,2020,14,2,11,Joe Mixon,RB,HOU,coreyreisch,
600336705131696129,2020,15,2,10,Miles Sanders,RB,DAL,NickMarraro,
600336705131696129,2020,16,2,9,Aaron Jones,RB,MIN,lilmelo,
600336705131696129,2020,17,2,8,Austin Ekeler,RB,WAS,davesiss,
600336705131696129,2020,18,2,7,Travis Kelce,TE,KC,jetsnation36,
600336705131696129,2020,19,2,6,Patrick Mahomes,QB,KC,gkflo,
600336705131696129,2020,20,2,5,Julio Jones,WR,,bwizzle127,
600336705131696129,2020,21,2,4,DeAndre Hopkins,WR,BAL,tombiancamano,
600336705131696129,2020,22,2,3,Chris Godwin,WR,TB,roneill19,
600336705131696129,2020,23,2,2,Mike Evans,WR,TB,Grasshoppaz,
600336705131696129,2020,24,2,1,Chris Carson,RB,,freddychips,
600336705131696129,2020,25,3,1,George Kittle,TE,SF,freddychips,
600336705131696129,2020,26,3,2,Adam Thielen,WR,CAR,Grasshoppaz,
600336705131696129,2020,27,3,3,Kenny Golladay,WR,,roneill19,
600336705131696129,2020,28,3,4,Todd Gurley,RB,,tombiancamano,
600336705131696129,2020,29,3,5,Lamar Jackson,QB,BAL,bwizzle127,
600336705131696129,2020,30,3,6,Jonathan Taylor,RB,IND,gkflo,
600336705131696129,2020,31,3,7,DJ Moore,WR,CHI,jetsnation36,
600336705131696129,2020,32,3,8,Amari Cooper,WR,,davesiss,
600336705131696129,2020,33,3,9,James Conner,RB,ARI,lilmelo,
600336705131696129,2020,34,3,10,Le'Veon Bell,RB,TB,NickMarraro,
600336705131696129,2020,35,3,11,Allen Robinson,WR,,coreyreisch,
600336705131696129,2020,36,3,12,David Johnson,RB,,BigFish0,
600336705131696129,2020,37,4,12,Cooper Kupp,WR,SEA,BigFish0,
600336705131696129,2020,38,4,11,A.J. Brown,WR,PHI,coreyreisch,
600336705131696129,2020,39,4,10,Dak Prescott,QB,DAL,NickMarraro,
600336705131696129,2020,40,4,9,Zach Ertz,TE,WAS,lilmelo,
600336705131696129,2020,41,4,8,JuJu Smith-Schuster,WR,KC,davesiss,
600336705131696129,2020,42,4,7,Robert Woods,WR,PIT,jetsnation36,
600336705131696129,2020,43,4,6,Odell Beckham,WR,,gkflo,
600336705131696129,2020,44,4,5,Leonard Fournette,RB,,bwizzle127,
600336705131696129,2020,45,4,4,Mark Ingram,RB,,tombiancamano,
600336705131696129,2020,46,4,3,Melvin Gordon,RB,,roneill19,
600336705131696129,2020,47,4,2,Devin Singletary,RB,NYG,Grasshoppaz,
600336705131696129,2020,48,4,1,Calvin Ridley,WR,TEN,freddychips,
600336705131696129,2020,49,5,1,Tyler Lockett,WR,TEN,freddychips,
600336705131696129,2020,50,5,2,Keenan Allen,WR,,Grasshoppaz,
600336705131696129,2020,51,5,3,Mark Andrews,TE,BAL,roneill19,
600336705131696129,2020,52,5,4,DK Metcalf,WR,PIT,tombiancamano,
600336705131696129,2020,53,5,5,Cam Akers,RB,NO,bwizzle127,
600336705131696129,2020,54,5,6,Ronald Jones,RB,,gkflo,
600336705131696129,2020,55,5,7,Kareem Hunt,RB,KC,jetsnation36,
600336705131696129,2020,56,5,8,Russell Wilson,QB,NYG,davesiss,
600336705131696129,2020,57,5,9,Raheem Mostert,RB,LV,lilmelo,
600336705131696129,2020,58,5,10,Rob Gronkowski,TE,,NickMarraro,
600336705131696129,2020,59,5,11,DJ Chark,WR,ATL,coreyreisch,
600336705131696129,2020,60,5,12,Kyler Murray,QB,ARI,BigFish0,
600336705131696129,2020,61,6,12,Darren Waller,TE,MIA,BigFish0,
