"Rank","Player","G","REC","YDS","Y/R","YBC","YBC/R","AIR","AIR/R","YAC","YAC/R","YACON","YACON/R","BRKTKL","TGT","% TM","CATCHABLE","DROP","RZ TGT","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG"
"173","Jordan Matthews (FA)","3","4","33","15.0","0","0.0","0","0.0","0","0.0","0","0.0","0","12","0%","0","0","0","0","0","0","0","0","10"
"174","Devin Funchess (FA)","1","3","32","10.7","26","8.7","0","0.0","6","2.0","5","1.7","0","5","1.0%","5","1","1","1","0","0","0","0","16"
"175","C.J. Board (FA)","4","2","31","15.5","25","12.5","0","0.0","6","3.0","0","0.0","0","4","0.7%","2","0","0","1","1","0","0","0","23"
"176","Travis Benjamin (FA)","5","6","30","5.0","11","1.8","0","0.0","19","3.2","1","0.2","1","16","2.8%","8","2","2","3","0","0","0","0","13"
"177","Johnny Holton (FA)","16","3","21","7.0","11","3.7","0","0.0","10","3.3","3","1.0","0","15","3.1%","4","0","0","1","0","0","0","0","18"
"178","Cody Core (FA)","16","3","28","9.3","25","8.3","0","0.0","3","1.0","3","1.0","0","5","0.9%","3","0","0","1","0","0","0","0","11"
"179","Andre Roberts (FA)","13","3","20","6.7","15","5.0","0","0.0","5","1.7","2","0.7","0","7","1.4%","4","1","0","0","0","0","0","0","7"
"180","Ryan Switzer (FA)","9","8","27","3.4","10","1.3","0","0.0","17","2.1","0","0.0","0","11","2.3%","8","0","0","0","0","0","0","0","8"
"181","Russell Shepard (FA)","3","3","25","8.3","12","4.0","0","0.0","13","4.3","3","1.0","0","8","1.4%","4","1","3","1","0","0","0","0","12"
"182","Michael Crabtree (FA)","3","4","22","5.5","17","4.3","0","0.0","5","1.3","0","0.0","0","5","0.9%","4","0","1","0","0","0","0","0","9"
"183","Chris Moore (WAS)","14","3","21","7.0","11","3.7","0","0.0","10","3.3","1","0.3","0","5","1.2%","3","0","0","1","0","0","0","0","13"
"184","Marqise Lee (FA)","6","3","18","6.0","13","4.3","0","0.0","5","1.7","3","1.0","0","4","0.7%","3","0","0","0","0","0","0","0","8"
"185","Donte Moncrief (FA)","8","4","18","4.5","15","3.8","0","0.0","3","0.8","0","0.0","0","15","3.1%","9","4","2","1","0","0","0","0","11"
"186","Stanley Morgan Jr. (FA)","11","3","18","6.0","8","2.7","0","0.0","10","3.3","7","2.3","0","10","1.7%","5","0","2","0","0","0","0","0","9"
"187","Robert Davis (FA)","6","2","17","8.5","15","7.5","0","0.0","2","1.0","0","0.0","0","5","1.1%","2","0","0","1","0","0","0","0","11"
"188","Darius Jennings (FA)","8","2","17","8.5","3","1.5","0","0.0","14","7.0","5","2.5","0","5","1.2%","2","0","1","1","0","0","0","0","11"
"189","Diontae Spencer (FA)","16","6","31","5.2","-2","-0.3","0","0.0","33","5.5","9","1.5","0","8","1.7%","7","1","0","1","1","0","0","0","20"
"190","Bobo Wilson (FA)","6","3","35","11.7","32","10.7","0","0.0","3","1.0","1","0.3","0","11","1.8%","4","1","0","3","0","0","0","0","14"
"191","Ryan Grant (FA)","2","4","14","3.5","9","2.3","0","0.0","5","1.3","1","0.3","0","9","1.8%","4","0","2","0","0","0","0","0","9"
"192","Gunner Olszewski (NYG)","8","2","34","17.0","18","9.0","0","0.0","16","8.0","1","0.5","0","4","0.7%","2","0","0","1","1","0","0","0","29"
"193","Mike Thomas (FA)","16","2","14","7.0","4","2.0","0","0.0","10","5.0","7","3.5","0","5","0.8%","3","1","0","0","0","0","0","0","9"
"194","Austin Carr (FA)","7","1","9","9.0","5","5.0","0","0.0","4","4.0","0","0.0","0","4","0.7%","2","1","0","0","0","0","0","0","9"
""
""
