Unnamed: 0_level_0,Unnamed: 1_level_0,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,MISC,MISC,MISC,MISC
31,Devin Singletary (NYG),216,898,4.2,34,3,4,30,38,193,6.4,0,0,17,152.3,9.0,4.7%
32,Ezekiel Elliott (FA),184,642,3.5,17,0,3,51,65,313,6.1,2,1,17,149.0,8.8,5.0%
33,Jonathan Taylor (IND),169,741,4.4,49,4,7,19,23,153,8.1,1,0,10,146.9,14.7,98.3%
34,Tyler Allgeier (ATL),186,683,3.7,31,2,4,18,23,193,10.7,1,0,17,128.6,7.6,43.1%
35,Tyjae Spears (TEN),100,453,4.5,23,3,2,52,70,385,7.4,1,0,17,127.8,7.5,64.2%
36,Rhamondre Stevenson (NE),156,619,4.0,64,1,4,38,51,238,6.3,0,1,12,126.7,10.6,77.0%
37,Aaron Jones Sr. (MIN),142,656,4.6,39,3,2,30,43,233,7.8,1,1,11,119.9,10.9,90.1%
38,Alexander Mattison (MIA),180,700,3.9,21,1,0,30,44,192,6.4,3,2,16,118.2,7.4,8.4%
39,Kareem Hunt (KC),135,411,3.0,16,0,9,15,21,84,5.6,0,0,15,111.0,7.4,25.5%
40,A.J. Dillon (PHI),178,613,3.4,40,1,2,22,28,223,10.1,0,0,15,106.6,7.1,5.6%
41,Antonio Gibson (NE),65,265,4.1,16,0,1,48,59,389,8.1,2,2,16,103.4,6.5,12.7%
42,Khalil Herbert (IND),132,611,4.6,38,5,2,20,31,134,6.7,1,1,12,102.5,8.5,3.9%
43,Samaje Perine (CIN),53,238,4.5,24,1,1,50,56,455,9.1,0,2,17,96.3,5.7,3.6%
44,Justice Hill (BAL),84,387,4.6,41,2,3,28,39,206,7.4,1,1,16,95.3,6.0,20.8%
45,Ty Chandler (MIN),102,461,4.5,31,3,3,21,25,159,7.6,0,0,16,90.5,5.7,4.8%
46,Jaleel McLaughlin (DEN),76,410,5.4,38,4,1,31,36,160,5.2,2,0,17,90.5,5.3,8.5%
47,Zach Charbonnet (SEA),108,462,4.3,23,4,1,33,40,209,6.3,0,0,16,89.6,5.6,77.6%
48,D'Onta Foreman (FA),109,425,3.9,22,1,4,11,16,77,7.0,1,0,9,85.7,9.5,2.7%
49,Roschon Johnson (CHI),81,352,4.3,29,2,2,34,40,209,6.1,0,0,15,85.1,5.7,21.0%
50,Rico Dowdle (CAR),89,361,4.1,21,2,2,17,22,144,8.5,2,0,16,83.0,5.2,35.2%
51,Kenneth Gainwell (PIT),84,364,4.3,32,3,2,30,37,183,6.1,0,1,16,82.4,5.2,2.1%
52,Dameon Pierce (HOU),145,416,2.9,22,1,2,13,17,101,7.8,0,0,14,76.2,5.4,10.6%
53,Latavius Murray (FA),79,300,3.8,29,2,4,17,22,119,7.0,0,0,15,74.4,5.0,0.0%
54,Miles Sanders (DAL),129,432,3.3,48,1,1,27,41,154,5.7,0,2,16,74.1,4.6,10.9%
55,Jerick McKinnon (FA),21,60,2.9,10,0,1,25,32,192,7.7,4,0,12,71.9,6.0,0.0%
56,Zamir White (LV),104,451,4.3,43,2,1,15,19,98,6.5,0,1,15,66.4,4.4,11.0%
57,Keaton Mitchell (BAL),47,396,8.4,60,7,2,9,11,93,10.3,0,0,7,65.4,9.3,14.2%
58,Emari Demercado (ARI),58,284,4.9,49,1,2,21,30,119,5.7,0,0,14,62.8,4.5,1.1%
59,Clyde Edwards-Helaire (NO),70,223,3.2,20,1,1,17,22,188,11.1,1,0,15,61.6,4.1,4.3%
60,Joshua Kelley (FA),107,405,3.8,49,2,2,8,12,32,4.0,0,1,17,57.7,3.4,0.0%
61,Jamaal Williams (FA),106,306,2.9,17,0,1,18,20,62,3.4,0,0,13,51.8,4.0,1.1%
62,Michael Carter (ARI),30,187,6.2,21,1,0,24,31,101,4.2,1,0,15,46.8,3.1,1.1%
63,Chase Brown (CIN),44,179,4.1,31,2,0,14,15,156,11.1,1,0,12,46.5,3.9,96.0%
64,Royce Freeman (FA),77,319,4.1,23,1,2,1,2,13,13.0,0,0,11,45.7,4.2,0.0%
65,Elijah Mitchell (KC),75,281,3.7,18,0,2,6,8,14,2.3,0,0,11,44.5,4.0,5.3%
66,Jordan Mason (MIN),40,206,5.2,26,1,3,3,4,31,10.3,0,0,16,43.2,2.7,73.6%
67,Cam Akers (NO),60,167,2.8,19,0,2,11,12,70,6.4,0,0,7,41.2,5.9,2.9%
68,Pierre Strong Jr. (CLE),63,291,4.6,40,2,1,5,8,47,9.4,0,1,17,40.3,2.4,1.1%
69,Darrell Henderson Jr. (FA),46,112,2.4,16,0,2,10,14,103,10.3,0,0,4,38.5,9.6,0.0%
70,Matt Breida (FA),55,151,2.7,9,0,1,17,21,88,5.2,0,0,15,38.4,2.6,0.0%
71,Kendre Miller (NO),41,156,3.8,18,0,1,10,11,117,11.7,0,0,8,38.3,4.8,18.6%
72,Chris Rodriguez Jr. (WAS),51,247,4.8,16,0,2,2,2,12,6.0,0,1,11,36.9,3.4,1.1%
73,Salvon Ahmed (IND),22,61,2.8,10,0,1,16,23,88,5.5,1,0,8,34.9,4.4,0.0%
74,Jeff Wilson Jr. (FA),41,188,4.6,15,0,0,14,17,85,6.1,0,0,9,34.3,3.8,1.0%
75,Chase Edmonds (FA),49,176,3.6,21,1,0,14,17,81,5.8,0,0,13,32.7,2.5,0.0%
76,Dalvin Cook (FA),67,214,3.2,14,0,0,15,20,78,5.2,0,2,14,32.7,2.3,0.6%
77,Cordarrelle Patterson (FA),50,181,3.6,18,0,0,9,12,38,4.2,1,0,12,32.4,2.7,0.9%
78,Kyle Juszczyk (SF),5,6,1.2,3,0,0,14,17,119,8.5,2,0,17,31.5,1.9,0.9%
79,Ameer Abdullah (SF),15,89,5.9,12,0,0,19,24,131,6.9,0,0,16,31.5,2.0,0.6%
80,D'Ernest Johnson (BAL),41,108,2.6,19,0,0,10,12,140,14.0,0,0,16,29.8,1.9,1.0%
81,Ty Johnson (BUF),30,132,4.4,13,0,0,7,7,62,8.9,1,0,9,28.9,3.2,3.5%
82,Tony Jones Jr. (FA),26,95,3.7,19,0,2,7,10,37,5.3,0,0,6,28.7,4.8,0.0%
83,Craig Reynolds (DET),41,179,4.4,19,0,1,5,5,47,9.4,0,2,15,27.1,1.8,1.1%
84,Darrynton Evans (BUF),32,121,3.8,13,0,1,7,12,49,7.0,0,0,6,26.5,4.4,0.0%
85,Patrick Taylor Jr. (SF),32,141,4.4,24,1,0,11,17,49,4.5,0,0,11,24.5,2.2,0.7%
86,Tank Bigsby (JAC),50,132,2.6,12,0,2,1,4,6,6.0,0,2,16,22.3,1.4,69.2%
87,Nick Chubb (HOU),28,170,6.1,20,1,0,4,4,21,5.3,0,0,2,21.1,10.6,44.9%
88,Kevin Harris (FA),16,65,4.1,18,0,1,3,3,58,19.3,0,0,4,19.8,5.0,0.0%
89,Trey Sermon (PIT),35,160,4.6,27,1,0,3,6,13,4.3,0,0,8,18.8,2.4,0.6%
90,Alec Ingold (MIA),2,0,0.0,0,0,0,13,16,119,9.2,0,0,17,18.4,1.1,0.6%
91,Melvin Gordon III (FA),26,81,3.1,22,1,1,3,3,46,15.3,0,1,4,18.2,4.6,0.0%
92,Damien Harris (FA),23,94,4.1,11,0,1,2,2,16,8.0,0,0,7,18.0,2.6,4.6%
93,Ronnie Rivers (LAR),32,129,4.0,10,0,0,5,5,22,4.4,0,0,9,17.6,2.0,1.1%
94,Isaiah Spiller (FA),37,96,2.6,8,0,0,6,6,34,5.7,0,0,9,16.0,1.8,0.0%
95,Tyler Goodson (IND),13,87,6.7,31,1,0,6,9,34,5.7,0,0,6,15.1,2.5,1.5%
96,Raheem Blackshear (CAR),14,46,3.3,9,0,0,6,7,45,7.5,0,0,11,14.1,1.3,1.0%
97,Boston Scott (FA),20,86,4.3,18,0,0,4,6,52,13.0,0,1,12,13.8,1.2,0.0%
98,Patrick Ricard (BAL),0,0,0.0,0,0,0,5,7,52,10.4,1,0,17,13.7,0.8,0.8%
99,Emanuel Wilson (GB),14,85,6.1,31,1,0,4,5,23,5.8,0,0,7,12.8,1.8,2.5%
100,Israel Abanikanda (GB),22,70,3.2,12,0,0,7,11,43,6.1,0,1,7,12.8,1.8,1.4%
101,La'Mical Perine (FA),22,77,3.5,10,0,0,3,5,33,11.0,0,0,2,12.5,6.3,0.0%
102,Keaontay Ingram (KC),35,74,2.1,14,0,0,4,4,26,6.5,0,0,7,12.0,1.7,0.0%
103,Deuce Vaughn (DAL),23,40,1.7,13,0,0,7,7,40,5.7,0,0,7,11.5,1.6,1.5%
104,Trayveon Williams (CLE),15,69,4.6,15,0,0,7,9,10,1.4,0,0,16,11.4,0.7,0.0%
105,Hunter Luepke (DAL),6,19,3.2,9,0,1,3,4,18,6.0,0,0,17,11.2,0.7,0.7%
106,Brandon Bolden (FA),4,31,7.8,26,1,1,0,0,0,0.0,0,0,5,11.1,2.2,0.0%
107,J.K. Dobbins (DEN),8,22,2.8,4,0,1,2,3,15,7.5,0,0,1,10.7,10.7,73.4%
108,Chris Brooks (GB),19,106,5.6,52,2,0,0,0,0,0.0,0,0,3,10.6,3.5,0.8%
109,Eric Gray (NYG),17,48,2.8,12,0,0,6,7,22,3.7,0,0,14,10.0,0.7,0.6%
110,Nick Bawden (FA),2,4,2.0,3,0,1,3,3,21,7.0,0,0,6,10.0,1.7,0.0%
111,Mike Boone (FA),5,23,4.6,11,0,0,7,9,40,5.7,0,0,9,9.8,1.1,1.0%
112,Dare Ogunbowale (HOU),8,35,4.4,17,0,0,2,7,18,9.0,0,0,10,9.3,0.9,1.5%
113,Gary Brightwell (CIN),9,19,2.1,5,0,0,5,7,47,9.4,0,0,4,9.1,2.3,0.0%
114,Ty Montgomery II (FA),3,9,3.0,7,0,0,5,12,40,8.0,0,0,11,7.4,0.7,0.0%
115,C.J. Ham (MIN),1,7,7.0,7,0,0,7,9,25,3.6,0,0,17,6.7,0.4,0.6%
116,Damien Williams (FA),11,43,3.9,9,0,0,2,2,12,6.0,0,0,3,6.5,2.2,0.0%
117,Ke'Shawn Vaughn (FA),24,42,1.8,9,0,0,2,5,2,1.0,0,0,5,5.4,1.1,0.0%
118,Michael Burton (DEN),7,9,1.3,4,0,0,3,3,8,2.7,0,0,17,5.2,0.3,0.1%
119,DeeJay Dallas (ARI),10,36,3.6,8,0,0,6,9,26,4.3,0,2,17,5.2,0.3,0.1%
120,Keith Smith (FA),0,0,0.0,0,0,0,3,3,33,11.0,0,0,11,4.8,0.4,0.0%
121,Khari Blasingame (FA),8,26,3.3,6,0,0,3,6,2,0.7,0,0,8,4.3,0.5,0.0%
122,Rashaad Penny (FA),11,33,3.0,7,0,0,1,1,5,5.0,0,0,3,4.3,1.4,0.0%
123,Sean Tucker (TB),15,23,1.5,7,0,0,2,2,9,4.5,0,0,5,4.2,0.8,7.9%
124,Leonard Fournette (FA),12,40,3.3,9,0,0,0,0,0,0.0,0,0,2,4.0,2.0,0.0%
125,Elijah Dotson (ATL),4,6,1.5,2,0,0,2,2,13,6.5,0,0,1,2.9,2.9,0.0%
126,Jashaun Corbin (ATL),1,1,1.0,1,0,0,3,3,12,4.0,0,0,3,2.8,0.9,0.0%
127,Alex Armah Jr. (FA),0,0,0.0,0,0,0,3,3,13,4.3,0,0,4,2.8,0.7,0.0%
128,Jake Funk (FA),2,10,5.0,7,0,0,1,1,12,12.0,0,0,1,2.7,2.7,0.0%
129,Derrick Gore (FA),3,26,8.7,23,1,0,0,0,0,0.0,0,0,3,2.6,0.9,0.0%
130,Zonovan Knight (ARI),3,13,4.3,8,0,0,1,1,8,8.0,0,0,2,2.6,1.3,0.0%
131,Kenyan Drake (FA),2,0,0.0,0,0,0,2,3,31,15.5,0,1,2,2.1,1.1,1.1%
132,Tyrion Davis-Price (FA),6,21,3.5,15,0,0,0,0,0,0.0,0,0,1,2.1,2.1,0.0%
133,Anthony McFarland Jr. (FA),0,0,0.0,0,0,0,2,2,11,5.5,0,0,3,2.1,0.7,1.1%
134,Zach Evans (FA),9,19,2.1,5,0,0,0,0,0,0.0,0,0,4,1.9,0.5,1.2%
135,Devine Ozigbo (FA),3,5,1.7,4,0,0,1,1,8,8.0,0,0,1,1.8,1.8,1.0%
136,Jakob Johnson (HOU),0,0,0.0,0,0,0,1,2,12,12.0,0,0,8,1.7,0.2,0.0%
137,Chris Evans (FA),2,12,6.0,7,0,0,1,1,-1,-1.0,0,0,3,1.6,0.5,0.0%
138,Deon Jackson (FA),14,16,1.1,7,0,0,5,6,14,2.8,0,2,2,1.5,0.8,0.0%
139,Adam Prentice (FA),2,12,6.0,7,0,0,2,3,12,6.0,0,1,6,1.4,0.2,0.0%
140,Kene Nwangwu (NYJ),5,13,2.6,8,0,0,0,0,0,0.0,0,0,8,1.3,0.2,0.0%
141,Evan Hull (PIT),1,1,1.0,1,0,0,1,1,6,6.0,0,0,1,1.2,1.2,1.2%
142,Jonathan Ward (NYG),3,11,3.7,8,0,0,0,0,0,0.0,0,0,2,1.1,0.6,0.0%
143,Reggie Gilliam (BUF),0,0,0.0,0,0,0,1,1,3,3.0,0,0,16,0.8,0.1,0.0%
144,James Robinson (FA),1,2,2.0,2,0,0,1,1,-2,-2.0,0,0,1,0.5,0.5,0.0%
145,JaMycal Hasty (NE),0,0,0.0,0,0,0,0,2,0,0.0,0,0,1,0.0,0.0,1.1%
146,Kirk Merritt (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
147,Mohamed Ibrahim (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
148,Scott Matlock (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,12,0.0,0.0,16.9%
149,SaRodorick Thompson Jr. (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
150,Derek Parish (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
151,Brittain Brown (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.2%
152,Julius Chestnut (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,1.1%
153,Brady Russell (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,10,0.0,0.0,0.0%
154,Jordan Mims (TEN),0,0,0.0,0,0,0,0,2,0,0.0,0,0,3,0.0,0.0,0.0%
155,Ben VanSumeren (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,5,0.0,0.0,1.3%
156,Henry Pearson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
157,Velus Jones Jr. (NO),8,51,6.4,17,0,0,4,7,20,5.0,0,0,13,0.0,0.0,0.0%
158,Bryant Koback (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
159,Malik Davis (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,1.1%
160,Jason Cabinda (FA),1,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,1.1%
161,Godwin Igwebuike (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,7,0.0,0.0,0.0%
162,Marlon Mack (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
163,Corey Clement (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
164,Jeremy McNichols (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.7%
165,Travis Homer (CHI),0,0,0.0,0,0,0,0,1,0,0.0,0,0,9,0.0,0.0,0.6%
166,Austin Walter (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
167,Andrew Beck (NYJ),5,3,0.6,2,0,1,11,13,55,5.0,2,1,13,0.0,0.0,0.0%
168,Patrick Laird (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
169,Dwayne Washington (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
170,Jonathan Williams (FA),1,-2,-2.0,0,0,0,0,1,0,0.0,0,0,1,-0.2,-0.2,0.0%
