"Rank","Player","ATT","YDS","Y/A","TD","PCT","REC","TGT","REC PCT","YDS","Y/R","TD","TGT PCT","FL","G","FPTS","FPTS/G","ROST %"
"14","David Montgomery (DET)","42","126","3.0","6","79.2%","5","10","50.0%","30","6.0","1","55.6%","0","15","57.6","3.8","93.9%"
"15","Todd Gurley II (FA)","48","92","1.9","8","77.4%","0","0","0%","0","0","0","0.0%","0","15","57.2","3.8","0.6%"
"16","Melvin Gordon III (FA)","25","95","3.8","7","73.5%","1","3","33.3%","16","16.0","1","37.5%","1","15","57.1","3.8","0.0%"
"17","Ezekiel Elliott (FA)","42","96","2.3","5","75.0%","6","7","85.7%","37","6.2","2","50.0%","0","15","55.3","3.7","5.0%"
"18","Chris Carson (FA)","19","75","3.9","4","40.4%","5","6","83.3%","52","10.4","3","60.0%","0","12","54.7","4.6","0.3%"
"19","Jeff Wilson Jr. (FA)","22","78","3.5","6","34.9%","2","3","66.7%","35","17.5","1","15.0%","0","12","53.3","4.4","1.0%"
"20","David Johnson (FA)","18","60","3.3","5","66.7%","8","11","72.7%","42","5.3","2","52.4%","0","12","52.2","4.4","0.0%"
"21","J.K. Dobbins (DEN)","26","89","3.4","7","39.4%","0","1","0.0%","0","0","0","10.0%","0","15","50.9","3.4","73.4%"
"22","Giovani Bernard (FA)","19","57","3.0","3","35.8%","9","11","81.8%","58","6.4","3","55.0%","0","16","47.5","3.0","0.0%"
"23","Jerick McKinnon (FA)","17","71","4.2","5","27.0%","6","6","100.0%","38","6.3","1","30.0%","0","16","46.9","2.9","0.0%"
"24","James Conner (ARI)","27","68","2.5","6","52.9%","3","5","60.0%","17","5.7","0","62.5%","0","13","44.5","3.4","93.4%"
"25","Adrian Peterson (FA)","34","83","2.4","6","49.3%","0","1","0.0%","0","0","0","7.7%","0","16","44.3","2.8","2.0%"
"26","Nyheim Miller-Hines (LAC)","27","79","2.9","3","36.0%","8","10","80.0%","53","6.6","2","55.6%","0","16","43.2","2.7","0.0%"
"27","Christian McCaffrey (SF)","14","52","3.7","5","21.9%","1","1","100.0%","9","9.0","1","5.9%","0","3","42.1","14.0","98.5%"
"28","Gus Edwards (FA)","25","75","3.0","6","37.9%","1","1","100.0%","2","2.0","0","10.0%","1","16","41.7","2.6","1.3%"
"29","Kyle Juszczyk (SF)","5","17","3.4","2","7.9%","6","9","66.7%","35","5.8","4","45.0%","0","16","41.2","2.6","0.9%"
"30","Darrell Henderson Jr. (FA)","32","88","2.8","4","41.6%","3","4","75.0%","20","6.7","1","44.4%","0","15","40.8","2.7","0.0%"
"31","Wayne Gallman Jr. (FA)","19","40","2.1","6","48.7%","4","5","80.0%","1","0.3","0","29.4%","0","15","40.1","2.7","0.0%"
"32","Ronald Jones II (FA)","30","83","2.8","5","56.6%","1","4","25.0%","9","9.0","0","22.2%","0","14","39.2","2.8","0.0%"
"33","Leonard Fournette (FA)","20","42","2.1","5","37.7%","7","8","87.5%","39","5.6","0","44.4%","0","13","38.1","2.9","0.0%"
"34","Rex Burkhead (FA)","13","45","3.5","3","25.0%","3","6","50.0%","30","10.0","2","40.0%","0","10","37.5","3.8","10.0%"
"35","Zack Moss (FA)","28","68","2.4","4","54.9%","1","2","50.0%","4","4.0","1","20.0%","0","13","37.2","2.9","16.3%"
"36","Chase Edmonds (FA)","15","46","3.1","0","21.4%","10","11","90.9%","78","7.8","4","84.6%","0","16","36.4","2.3","0.0%"
"37","Malcolm Brown (FA)","19","55","2.9","5","24.7%","2","4","50.0%","1","0.5","0","44.4%","0","16","35.6","2.2","0.0%"
"38","Clyde Edwards-Helaire (NO)","29","89","3.1","3","87.9%","3","6","50.0%","20","6.7","1","66.7%","0","13","34.9","2.7","4.3%"
"39","Miles Sanders (DAL)","25","94","3.8","4","52.1%","1","1","100.0%","11","11.0","0","16.7%","1","12","32.5","2.7","10.9%"
"40","Myles Gaskin (FA)","34","99","2.9","2","47.2%","6","7","85.7%","46","7.7","1","70.0%","0","10","32.5","3.3","0.0%"
"41","Latavius Murray (FA)","25","91","3.6","3","34.7%","4","5","80.0%","33","8.3","0","21.7%","0","15","30.4","2.0","0.0%"
"42","Benny Snell Jr. (FA)","21","20","1.0","4","41.2%","1","3","33.3%","13","13.0","0","37.5%","0","16","27.3","1.7","0.0%"
"43","Peyton Barber (FA)","16","28","1.8","4","27.6%","0","0","0%","0","0","0","0.0%","0","16","26.8","1.7","1.0%"
"44","Cam Akers (NO)","26","74","2.8","2","33.8%","1","1","100.0%","4","4.0","1","11.1%","0","12","25.8","2.2","2.9%"
"45","Jamaal Williams (FA)","22","67","3.0","2","33.8%","3","3","100.0%","8","2.7","1","20.0%","0","14","25.5","1.8","1.1%"
"46","Jordan Howard (FA)","11","11","1.0","4","22.9%","0","0","0%","0","0","0","0.0%","0","7","25.1","3.6","0.0%"
"47","Tony Pollard (TEN)","13","32","2.5","2","23.2%","5","7","71.4%","34","6.8","1","50.0%","0","16","24.6","1.5","88.9%"
"48","Austin Ekeler (WAS)","15","66","4.4","1","25.4%","6","7","85.7%","35","5.8","1","35.0%","0","10","22.1","2.2","62.0%"
"49","Dion Lewis (FA)","6","25","4.2","2","15.4%","4","5","80.0%","12","3.0","1","29.4%","0","16","21.7","1.4","2.0%"
"50","Kerryon Johnson (FA)","9","26","2.9","2","13.0%","1","2","50.0%","9","9.0","1","15.4%","0","16","21.5","1.3","1.0%"
"51","DeeJay Dallas (ARI)","12","20","1.7","2","25.5%","3","3","100.0%","9","3.0","1","30.0%","0","12","20.9","1.7","0.1%"
"52","Frank Gore (FA)","26","63","2.4","2","53.1%","1","2","50.0%","6","6.0","0","25.0%","0","15","18.9","1.3","8.4%"
"53","Salvon Ahmed (IND)","20","60","3.0","2","27.8%","1","1","100.0%","5","5.0","0","10.0%","0","6","18.5","3.1","0.0%"
"54","Kalen Ballage (FA)","19","51","2.7","2","32.2%","2","5","40.0%","12","6.0","0","25.0%","0","11","18.3","1.7","0.0%"
"55","J.D. McKissic (FA)","14","29","2.1","1","24.1%","5","11","45.5%","32","6.4","1","78.6%","0","16","18.1","1.1","1.0%"
"56","Samaje Perine (CIN)","15","32","2.1","2","28.3%","5","5","100.0%","21","4.2","0","25.0%","0","16","17.3","1.1","3.6%"
"57","Le'Veon Bell (FA)","13","54","4.2","2","26.5%","3","5","60.0%","-2","-0.7","0","62.5%","0","11","17.2","1.6","0.2%"
"58","Joe Mixon (HOU)","18","35","1.9","1","34.0%","2","3","66.7%","9","4.5","1","15.0%","0","6","16.4","2.7","95.0%"
"59","Carlos Hyde (FA)","12","41","3.4","2","25.5%","0","0","0%","0","0","0","0.0%","0","10","16.1","1.6","0.0%"
"60","Joshua Kelley (FA)","22","38","1.7","2","37.3%","2","2","100.0%","1","0.5","0","10.0%","0","14","15.9","1.1","0.0%"
"61","Ty Johnson (BUF)","8","18","2.3","1","11.6%","1","1","100.0%","18","18.0","1","7.7%","0","13","15.6","1.2","3.5%"
"62","Alfred Morris (FA)","4","21","5.3","1","10.3%","1","1","100.0%","6","6.0","1","5.9%","0","9","14.7","1.6","0.0%"
"63","La'Mical Perine (FA)","7","18","2.6","2","14.3%","1","1","100.0%","7","7.0","0","12.5%","0","10","14.5","1.5","0.0%"
"64","James White (FA)","4","16","4.0","2","7.7%","4","5","80.0%","6","1.5","0","33.3%","0","14","14.2","1.0","0.1%"
"65","Devin Singletary (NYG)","22","56","2.5","1","43.1%","5","7","71.4%","22","4.4","0","70.0%","0","16","13.8","0.9","4.7%"
"66","Damien Harris (FA)","21","72","3.4","1","40.4%","0","1","0.0%","0","0","0","6.7%","0","10","13.2","1.3","4.6%"
"67","Gabe Nabers (FA)","0","0","0","0","0.0%","2","3","66.7%","6","3.0","2","15.0%","0","16","12.6","0.8","0.6%"
"68","Alexander Mattison (MIA)","19","62","3.3","1","21.1%","0","0","0%","0","0","0","0.0%","0","13","12.2","0.9","8.4%"
"69","Devontae Booker (FA)","17","43","2.5","1","20.0%","3","3","100.0%","6","2.0","0","23.1%","0","16","10.9","0.7","0.0%"
"70","Boston Scott (FA)","8","20","2.5","0","16.7%","3","5","60.0%","25","8.3","1","83.3%","0","16","10.5","0.7","0.0%"
"71","Mark Ingram II (FA)","12","40","3.3","1","18.2%","1","2","50.0%","4","4.0","0","20.0%","0","11","10.4","0.9","0.6%"
"72","Cordarrelle Patterson (FA)","7","20","2.9","1","13.2%","3","3","100.0%","21","7.0","0","16.7%","0","16","10.1","0.6","0.9%"
"73","Jeremy McNichols (WAS)","8","17","2.1","1","11.0%","4","6","66.7%","22","5.5","0","66.7%","0","16","9.9","0.6","0.7%"
"74","Jalen Richard (FA)","3","24","8.0","1","3.5%","3","4","75.0%","13","4.3","0","30.8%","0","13","9.7","0.7","1.0%"
"75","Sony Michel (FA)","10","34","3.4","1","19.2%","0","0","0%","0","0","0","0.0%","0","9","9.4","1.0","0.0%"
"76","Raheem Mostert (LV)","11","32","2.9","1","17.5%","0","0","0%","0","0","0","0.0%","0","8","9.2","1.2","10.5%"
"77","C.J. Ham (MIN)","4","18","4.5","0","4.4%","1","2","50.0%","12","12.0","1","33.3%","0","15","9.0","0.6","0.6%"
"78","Chris Thompson (FA)","1","3","3.0","0","2.9%","3","4","75.0%","25","8.3","1","33.3%","0","8","8.8","1.1","0.0%"
"79","Ito Smith (FA)","7","22","3.1","1","11.3%","6","7","85.7%","6","1.0","0","77.8%","0","14","8.8","0.6","1.0%"
"80","Darrel Williams (FA)","4","17","4.3","1","12.1%","1","2","50.0%","9","9.0","0","22.2%","0","16","8.6","0.5","0.0%"
"81","Ke'Shawn Vaughn (FA)","3","12","4.0","0","5.7%","1","2","50.0%","9","9.0","1","11.1%","0","10","8.1","0.8","0.0%"
"82","A.J. Dillon (PHI)","4","16","4.0","1","6.2%","1","1","100.0%","5","5.0","0","6.7%","0","11","8.1","0.7","5.6%"
"83","Jordan Wilkins (FA)","8","15","1.9","1","10.7%","1","2","50.0%","4","4.0","0","11.1%","0","15","7.9","0.5","0.0%"
"84","Darrynton Evans (BUF)","5","15","3.0","0","6.8%","1","1","100.0%","3","3.0","1","11.1%","0","5","7.8","1.6","0.0%"
"85","Corey Clement (FA)","4","15","3.8","1","8.3%","0","0","0%","0","0","0","0.0%","0","15","7.5","0.5","0.0%"
"86","Devonta Freeman (FA)","6","11","1.8","1","15.4%","3","3","100.0%","3","1.0","0","17.6%","0","5","7.4","1.5","0.0%"
"87","Alex Collins (FA)","2","10","5.0","1","4.3%","0","0","0%","0","0","0","0.0%","0","3","7.0","2.3","19.0%"
"88","Duke Johnson Jr. (FA)","5","7","1.4","1","18.5%","7","8","87.5%","2","0.3","0","38.1%","0","11","6.9","0.6","0.0%"
"89","D'Onta Foreman (FA)","1","3","3.0","0","1.4%","1","1","100.0%","5","5.0","1","11.1%","0","6","6.8","1.1","2.7%"
"90","Ryan Nall (FA)","0","0","0","0","0.0%","2","2","100.0%","8","4.0","1","11.1%","0","15","6.8","0.5","0.0%"
"91","Reggie Bonnafon (FA)","1","3","3.0","0","1.6%","1","1","100.0%","3","3.0","1","5.9%","0","2","6.6","3.3","0.0%"
"92","Alec Ingold (MIA)","1","2","2.0","0","1.2%","2","3","66.7%","3","1.5","1","23.1%","0","16","6.5","0.4","0.6%"
"93","Anthony Sherman (FA)","0","0","0","0","0.0%","1","1","100.0%","5","5.0","1","11.1%","0","12","6.5","0.5","1.2%"
"94","Travis Homer (CHI)","2","1","0.5","0","4.3%","1","1","100.0%","3","3.0","1","10.0%","0","9","6.4","0.7","0.6%"
"95","C.J. Prosise (FA)","3","1","0.3","0","11.1%","1","1","100.0%","2","2.0","1","4.8%","0","10","6.3","0.6","0.0%"
"96","JaMycal Hasty (NE)","5","3","0.6","1","7.9%","0","0","0%","0","0","0","0.0%","0","8","6.3","0.8","1.1%"
"97","Artavis Pierce (FA)","1","3","3.0","1","1.9%","0","0","0%","0","0","0","0.0%","0","5","6.3","1.3","0.0%"
"98","Mike Boone (FA)","2","3","1.5","1","2.2%","0","0","0%","0","0","0","0.0%","0","16","6.3","0.4","1.0%"
"99","Josh Adams (FA)","3","2","0.7","1","6.1%","0","0","0%","0","0","0","0.0%","0","8","6.2","0.8","0.0%"
"100","Reggie Gilliam (BUF)","0","0","0","0","0.0%","1","1","100.0%","1","1.0","1","10.0%","0","14","6.1","0.4","0.0%"
"101","Jakob Johnson (HOU)","0","0","0","0","0.0%","2","2","100.0%","1","0.5","1","13.3%","0","16","6.1","0.4","0.0%"
"102","Patrick Ricard (BAL)","1","-1","-1.0","0","1.5%","4","4","100.0%","10","2.5","1","40.0%","1","15","4.9","0.3","0.8%"
"103","Matt Breida (FA)","8","43","5.4","0","11.1%","0","0","0%","0","0","0","0.0%","0","12","4.3","0.4","0.0%"
"104","Phillip Lindsay (FA)","7","15","2.1","0","20.6%","1","1","100.0%","11","11.0","0","12.5%","0","11","2.6","0.2","0.0%"
"105","Rodney Smith (FA)","6","24","4.0","0","9.4%","0","1","0.0%","0","0","0","5.9%","0","7","2.4","0.3","0.0%"
"106","Tyler Ervin (FA)","3","18","6.0","0","4.6%","1","1","100.0%","3","3.0","0","6.7%","0","8","2.1","0.3","0.0%"
"107","Royce Freeman (FA)","2","3","1.5","0","5.9%","4","4","100.0%","18","4.5","0","50.0%","0","16","2.1","0.1","0.0%"
"108","Brian Hill (FA)","6","16","2.7","0","9.7%","1","1","100.0%","4","4.0","0","11.1%","0","16","2.0","0.1","0.0%"
"109","DeAndre Washington (FA)","9","17","1.9","0","12.5%","1","1","100.0%","2","2.0","0","10.0%","0","4","1.9","0.5","11.0%"
"110","Alex Armah Jr. (FA)","2","3","1.5","0","3.1%","2","3","66.7%","14","7.0","0","17.6%","0","16","1.7","0.1","0.0%"
"111","Saquon Barkley (PHI)","3","10","3.3","0","7.7%","1","2","50.0%","7","7.0","0","11.8%","0","2","1.7","0.9","99.0%"
"112","LeSean McCoy (FA)","0","0","0","0","0.0%","3","4","75.0%","14","4.7","0","22.2%","0","10","1.4","0.1","2.0%"
"113","Justice Hill (BAL)","2","6","3.0","0","3.0%","2","2","100.0%","7","3.5","0","20.0%","0","12","1.3","0.1","20.8%"
"114","J.J. Taylor (HOU)","4","13","3.3","0","7.7%","0","1","0.0%","0","0","0","6.7%","0","6","1.3","0.2","1.0%"
"115","Dontrell Hilliard (FA)","2","13","6.5","0","2.6%","0","0","0%","0","0","0","0.0%","0","7","1.3","0.2","0.0%"
"116","Troymaine Pope (FA)","1","0","0.0","0","1.7%","2","2","100.0%","10","5.0","0","10.0%","0","6","1.0","0.2","0.0%"
"117","Tevin Coleman (FA)","3","0","0.0","0","4.8%","2","2","100.0%","10","5.0","0","10.0%","0","8","1.0","0.1","0.0%"
"118","Ameer Abdullah (SF)","1","4","4.0","0","1.1%","1","2","50.0%","6","6.0","0","33.3%","0","16","1.0","0.1","0.6%"
"119","Patrick Laird (FA)","1","5","5.0","0","1.4%","1","1","100.0%","4","4.0","0","10.0%","0","16","0.9","0.1","0.0%"
"120","Justin Jackson (FA)","2","6","3.0","0","3.4%","1","1","100.0%","3","3.0","0","5.0%","0","9","0.9","0.1","0.0%"
"121","Jaylen Samuels (FA)","3","8","2.7","0","5.9%","0","0","0%","0","0","0","0.0%","0","14","0.8","0.1","0.0%"
"122","Keith Smith (FA)","1","3","3.0","0","1.6%","1","1","100.0%","4","4.0","0","11.1%","0","16","0.7","0.0","0.0%"
"123","Scottie Phillips (FA)","0","0","0","0","0.0%","1","1","100.0%","7","7.0","0","4.8%","0","8","0.7","0.1","0.0%"
"124","D'Ernest Johnson (BAL)","0","0","0","0","0.0%","1","1","100.0%","5","5.0","0","8.3%","0","16","0.5","0.0","1.0%"
"125","Michael Burton (DEN)","1","1","1.0","0","1.4%","1","1","100.0%","4","4.0","0","4.3%","0","15","0.5","0.0","0.1%"
"126","Devine Ozigbo (FA)","0","0","0","0","0.0%","1","1","100.0%","4","4.0","0","8.3%","0","8","0.4","0.1","1.0%"
"127","Dare Ogunbowale (HOU)","2","3","1.5","0","5.9%","0","1","0.0%","0","0","0","8.3%","0","14","0.3","0.0","1.5%"
"128","Andy Janovich (FA)","1","2","2.0","0","1.3%","0","0","0%","0","0","0","0.0%","0","14","0.2","0.0","0.0%"
"129","Theo Riddick (FA)","1","2","2.0","0","1.2%","0","0","0%","0","0","0","0.0%","0","5","0.2","0.0","0.0%"
"130","Rico Dowdle (CAR)","1","2","2.0","0","1.8%","0","0","0%","0","0","0","0.0%","0","15","0.2","0.0","35.2%"
"131","Buddy Howell (FA)","1","2","2.0","0","3.7%","0","0","0%","0","0","0","0.0%","0","14","0.2","0.0","0.0%"
"132","T.J. Yeldon (FA)","1","1","1.0","0","2.0%","0","0","0%","0","0","0","0.0%","0","3","0.1","0.0","0.0%"
"133","Trenton Cannon (FA)","0","0","0","0","0.0%","0","0","0%","0","0","0","0.0%","0","14","0.0","0.0","0.0%"
"134","Elijhaa Penny (FA)","1","0","0.0","0","2.6%","0","1","0.0%","0","0","0","5.9%","0","14","0.0","0.0","0.0%"
"135","Tarik Cohen (FA)","3","5","1.7","0","5.7%","2","2","100.0%","-5","-2.5","0","11.1%","0","3","0.0","0.0","0.0%"
"136","Ty Montgomery II (FA)","1","-4","-4.0","0","1.4%","0","0","0%","0","0","0","0.0%","0","6","-0.4","-0.1","0.0%"
"137","Trayveon Williams (CLE)","1","-2","-2.0","0","1.9%","0","0","0%","0","0","0","0.0%","1","10","-2.2","-0.2","0.0%"
""
""
