"19","Matthew Stafford","QB","LAR","14.5","16","13.5","17.2","16.9","13.2","15","12.4","-","BYE","10.7","24.4","23","23.7","18.5","20.7","14.6","","16.9","254.1"
"20","Amon-Ra St. Brown","WR","DET","16.1","11.2","15.1","14.1","-","24.4","16.7","13.8","BYE","26.5","17.7","14","11.9","3.6","20.7","22.6","19.1","","16.5","247.5"
"21","Travis Etienne Jr.","RB","JAC","18.9","5.2","15.8","8.7","34.4","21.8","21.2","24.4","BYE","5.4","7.4","10.6","15.9","15.2","7.9","4.6","24.8","","15.1","242.2"
"22","Justin Herbert","QB","LAC","20.9","22.2","29.3","24.4","BYE","19.6","12.9","24","7.1","29.4","25.7","14.4","8","2.8","-","-","-","","18.5","240.7"
"23","Mike Evans","WR","TB","15.6","26.1","14.5","5.5","BYE","6.9","17.2","11.4","10.7","23.3","12.8","22","25.7","1.3","13.7","24.1","8.5","","15","239.3"
"24","Kyren Williams","RB","LAR","17.4","25","7.5","26.2","6.7","21.8","-","-","-","BYE","-","35.4","18.7","12.8","22","16.4","29.1","","19.9","239"
"25","A.J. Brown","WR","PHI","11.4","4.9","17.6","34","15.7","16.6","24.7","29","16.1","BYE","1.3","12.2","15.4","11.9","8.1","11","7.3","","14.8","237.2"
"26","Puka Nacua","WR","LAR","16.9","22.6","9.7","26.8","16.6","4.6","19.4","5.8","4.7","BYE","16.2","4.7","21.9","11.5","7.8","28.5","16.2","","14.6","233.9"
"27","Justin Fields","QB","NYJ","15.5","16.7","11.7","28.9","33","5.9","BYE","-","-","-","21.2","10.6","-","24.7","11.6","25.5","25.2","","19.2","230.6"
"28","DJ Moore","WR","CHI","3.5","13.4","11.6","23.1","45","7.6","9.4","7.5","3.9","8.4","19.1","16.9","BYE","23.8","7.2","3.3","26.4","","14.4","230.1"
"29","Keenan Allen","WR","FA","11.2","27.1","36.5","10.7","-","18","7.5","10.9","11.7","35","22.6","15.6","8.3","9.8","-","-","-","","17.3","224.9"
"30","Rachaad White","RB","TB","5.9","18.8","5.7","9.3","BYE","5.3","12.9","14.4","25.9","16.8","14.8","12","18.1","20.5","20.9","16.7","6.6","","14","224.6"
"31","Breece Hall","RB","NYJ","15.2","0.9","3.2","8.4","26.9","17.8","BYE","18.3","8","9","15.8","8.4","7.5","22.6","2.3","37.1","23.1","","14","224.5"
"32","Derek Carr","QB","FA","15.6","7.7","8.1","3.2","15.7","17.3","18.4","18.3","16.7","5.4","-","11.9","9.9","11.8","20.3","26","15.6","","13.9","222"
"33","Joe Mixon","RB","HOU","8.8","11.5","13.5","8.1","11.4","7.7","BYE","18.5","15.3","11.5","18.5","7","26.7","20","13.6","8","16.7","","13.6","216.8"
"34","Geno Smith","QB","LV","9.1","23.1","16.4","8.7","-","13","14.8","15.9","3.7","24.1","13.2","8.3","31","-","-","17.3","16.9","","15.4","215.4"
"35","Derrick Henry","RB","BAL","12.9","17","2","23.9","7.7","18.3","-","14.2","17.7","2.5","4.9","20.1","24.5","17.6","3","20.9","4.2","","13.2","211.4"
"36","Joshua Dobbs","QB","NE","1","25.2","17.1","23.4","10.7","11.1","16.1","24.9","24.9","25.1","17.9","8.5","-","4.6","-","-","-","","16.2","210.7"
"37","Deebo Samuel Sr.","WR","WAS","8.8","19.1","22.1","0.6","10","1.1","-","-","-","13.9","7.7","18.9","33.8","30.5","19.9","7.4","15.7","","15","209.5"
"38","Ja'Marr Chase","WR","CIN","6.6","5.6","20.1","10.8","44.7","11","BYE","20.2","6.1","20.9","8.2","10.1","26.1","4.4","8.4","-","5.6","","13.9","208.8"
"39","Stefon Diggs","WR","NE","21.2","10.1","15.1","33","20.1","15","14.8","11.5","19.6","4.9","4.7","16.4","-","4.4","6.8","5.4","5.1","","13","208.1"
"40","Brandon Aiyuk","WR","SF","28.9","5.8","-","17.8","7.8","9.6","8.2","13.4","BYE","13","24.1","12","13.1","13.6","5.2","14.3","20.9","","13.8","207.7"
"41","Jahmyr Gibbs","RB","DET","7","9.1","8.7","7.1","-","-","23.1","27.4","BYE","24.7","18.5","9.3","5.9","15.7","23.8","22","4.8","","14.8","207.1"
"42","James Cook","RB","BUF","8.3","17.9","12.2","14.2","3.6","7.1","17.7","7.8","5.9","11","17.7","13","BYE","22.6","35.1","5","4.9","","12.8","204"
"43","Davante Adams","WR","LAR","9.6","17.4","35.7","11.5","6.5","3.9","9.2","1.6","5.4","11.6","17.7","9.8","-","8.8","20.1","0.9","31.1","","12.6","200.8"
"44","Gardner Minshew II","QB","KC","0","11.1","13.1","-","6.3","12.6","28.1","15.8","9.6","6.7","-","15.6","18.7","15.1","20.6","10.1","13.3","","13.1","196.7"
"45","Alvin Kamara","RB","NO","-","-","-","14.9","17.2","13.9","23.3","25","9","15","BYE","13.9","25.9","12","13.5","6","5.9","","15","195.5"
"46","Bijan Robinson","RB","ATL","17.3","19.2","8","16.2","10.8","10.5","0.3","12.2","4.9","17.1","BYE","25.8","9.4","17.3","-0.1","15.7","10.1","","12.2","194.7"
"47","Isiah Pacheco","RB","KC","7.4","7.5","14.8","23.3","12.9","12.8","14","5.2","6.6","BYE","9.6","23.4","19.8","-","-","8.6","26","","13.7","191.9"
"48","Amari Cooper","WR","FA","5.2","12.5","21.1","2.1","-","12.8","3.2","11.9","22.4","12.8","5.4","2.6","4.9","9.2","18.9","46","-","","12.7","191"
"49","DK Metcalf","WR","PIT","12.2","10.5","14.2","10.9","-","8.9","-","9.2","5.5","13.3","17.9","4.7","34.4","12.2","10.3","13.6","13.1","","12.7","190.9"
"50","Michael Pittman Jr.","WR","IND","19.7","9.6","12.2","4","7.7","15.4","15.3","14","10.4","12.4","BYE","15.7","22","15.5","9.8","-","7.1","","12.7","190.8"
"51","Nico Collins","WR","HOU","11","24.1","4.4","32.3","5.4","10","BYE","5","12.9","-","10","19.9","29.6","1.8","-","11.8","12.2","","13.6","190.4"
"52","David Montgomery","RB","DET","13.4","11.9","-","33.1","19.9","3.8","-","-","BYE","17.6","16.8","15.1","12","10","9.2","13.9","12.5","","14.6","189.2"
"53","DeVonta Smith","WR","PHI","14.2","21.1","4.8","11.3","1.1","6.9","6.9","19.4","12.6","BYE","12.9","20.1","20.1","7.8","7.5","15.9","4.5","","11.7","187.1"
"54","Jerome Ford","RB","CLE","1.6","22.6","18.1","7","BYE","10.1","16.4","4.4","10.2","11.4","10.9","9.9","12.7","10.7","5.1","8.8","25.1","","11.6","185"
"55","Sam LaPorta","TE","DET","6.4","8.8","18.4","7.6","18.2","5.6","8.2","15.7","BYE","6","5.3","15.2","24.5","3.7","26.1","3.3","11.9","","11.6","184.9"
"56","Saquon Barkley","RB","PHI","7.8","24.2","-","-","-","11.8","17.3","14.3","12.8","6.6","28","5.7","-","21.6","4.7","17.9","7.3","","13.8","180"
"57","D'Andre Swift","RB","CHI","0.8","25.6","14.3","15.9","13.8","13.8","9","13.4","8.4","-","18.2","8.9","3","3.9","8.5","15.2","7.1","","11.2","179.8"
"58","Tony Pollard","RB","TEN","21.2","16.4","13.6","7.5","6.4","14","BYE","6","7.8","5.5","16","19.3","15.8","13.1","6.7","4.8","5.4","","11.2","179.5"
"59","Gus Edwards","RB","FA","5.2","12.2","5.1","5.9","4.8","5.8","20.9","28.4","17.2","9.3","20","4.2","-","1.5","13.4","13.5","10.8","","11.1","178.2"
"60","Adam Thielen","WR","CAR","2.2","16.9","26","11.7","22.2","23","BYE","11.2","5.4","7.2","11.4","0.7","4","9.9","6.3","12.4","6.8","","11.1","177.3"
"61","George Pickens","WR","DAL","6.1","20.7","9.5","4","23.6","-","13.2","8.7","0.9","6","5.7","7.3","10.6","4.4","6.2","33.5","16.6","","11.1","177"
"62","Kenneth Walker III","RB","SEA","8.7","17.9","29.1","13.9","BYE","16.4","12.1","7.5","2.2","19.2","2.1","-","-","7.4","18.7","6.1","15","","12.6","176.3"
"63","Chris Olave","WR","NO","15.2","11.6","14.4","0.9","8.2","13.1","9.2","7.1","13.6","18.4","BYE","14.9","14.4","10.8","-","18.8","4.1","","11.6","174.7"
"64","Rashee Rice","WR","KC","10.1","3","8.4","4.7","11.3","9.2","14.5","7.6","8.7","BYE","6.2","20.7","10.4","14.7","19.6","8.7","15.2","","10.8","173"
"65","Travis Kelce","TE","KC","-","10.6","16.4","9","17.7","16.9","29.9","8.8","2.9","BYE","11.9","12.1","10.1","11.3","5.3","6.9","3.1","","11.5","172.9"
"66","Jordan Addison","WR","MIN","14.1","14.7","8.2","0","15.4","10.3","27.8","17.9","7.7","8.9","5.9","6.9","BYE","3.7","26.1","0.7","4.3","","10.8","172.6"
"67","Calvin Ridley","WR","TEN","20.1","4.2","5.5","10.8","17.1","4.6","1","11.3","-","3","27.6","19.4","5.3","7.3","6.4","22.8","5.9","","10.8","172.3"
"68","Desmond Ridder","QB","CIN","8.4","22.4","6.3","8.2","26.2","19.1","13.8","3.4","-","8.7","-","11.7","8.8","26.4","8.9","-","-0.3","","12.3","172"
"68","DeAndre Hopkins","WR","BAL","10","6","6.3","8.3","18","2.5","-","32.8","8.5","4.2","13.9","6.4","16.4","21.9","3.1","3","10.7","","10.8","172"
"70","Jayden Reed","WR","GB","5.6","17.7","7.8","9","1.2","BYE","9.6","10.3","5.5","16.9","17.2","13","3.6","16.5","14.2","-","23.9","","11.5","172"
"71","T.J. Hockenson","TE","MIN","7.5","22.1","9.8","3.4","7.6","8","14.1","17.8","10.4","24.9","7.5","13.5","BYE","7.8","9.3","7.8","-","","11.4","171.5"
"72","Brian Robinson Jr.","RB","WAS","13.1","27.9","7","12.1","6.3","12.6","8.3","8.9","11.2","24.7","16.7","7.4","5.3","BYE","-","-","9.6","","12.2","171.1"
"73","Brandon Aubrey","K","DAL","10","18","11","12","6","8","BYE","13","7","7","9","9","15","22","4","9","11","","10.7","171"
"74","George Kittle","TE","SF","3.4","4.5","12.5","1.4","26.2","0.6","10.5","19.4","BYE","19.1","18.9","3.4","8.8","15.1","6.4","16.1","4.4","","10.7","170.7"
"75","Zay Flowers","WR","BAL","13.2","8.8","9","6.5","9.8","14.1","9.5","4.4","1.6","9.8","6.5","20.7","BYE","17","1.2","17.7","18.1","","10.5","167.9"
"76","Baltimore Ravens","DST","BAL","11","3","7","17","6","11","14","6","15","14","6","15","BYE","7","9","15","10","","10.4","166"
"77","De'Von Achane","RB","MIA","-","1.4","49.3","25.5","21","-","-","-","-","BYE","1","-","23.8","9.6","7.7","3.6","21.7","","16.5","164.6"
"78","Jakobi Meyers","WR","LV","24.6","-","12","4.3","17","14.6","14.5","2.4","12.5","3.1","6.9","17.1","BYE","5","14.7","5.7","8.6","","10.9","163"
"79","Jaylen Waddle","WR","MIA","9.8","10.4","-","6.6","12","14.6","9.3","21.6","6.9","BYE","7.5","15.4","7.7","10.9","24.2","5.7","-","","11.6","162.6"
"80","Josh Jacobs","RB","GB","8.1","7.4","9.5","23.9","17.4","10.3","4.6","15.8","21.8","11.7","5.6","20.5","-","6","-","-","-","","12.5","162.6"
"81","Bryce Young","QB","CAR","9.5","13.5","-","7.2","20.3","12.7","BYE","14.5","12","9.2","6.2","8.1","8.1","7.5","7.6","22.2","3.7","","10.8","162.2"
"82","Dallas Cowboys","DST","DAL","37","15","1","27","-1","4","BYE","15","2","8","21","16","-1","11","0","1","6","","10.1","162"
"83","Garrett Wilson","WR","NYJ","11.9","15.3","7.3","10.5","6.9","13","BYE","14.1","9.5","13.8","-0.1","13.9","6.5","15.6","4.4","11.3","7.4","","10.1","161.3"
"84","Terry McLaurin","WR","WAS","4.1","13.9","7.1","18.6","6.9","11.1","12","14.8","9.8","5.3","6.8","7","0","BYE","23.1","6.5","14.1","","10.1","161.1"
"85","David Njoku","TE","CLE","3.4","4.8","4","7.6","BYE","3.9","7.9","15.7","10.6","8.8","9.1","8.9","2.7","24.1","21.4","13.4","14.4","","10","160.7"
"86","Jaylen Warren","RB","PIT","4.3","10.6","6.7","8.5","9.4","BYE","9.6","5.8","12.8","18","22","5.7","6","6","9.3","7.9","17.8","","10","160.4"
"87","Courtland Sutton","WR","DEN","11.2","9.1","15.1","10.2","1.8","12.6","16.6","9.9","BYE","13.3","14.6","7.6","14.7","13.7","9.6","0","-","","10.7","160"
"88","James Conner","RB","ARI","9.5","16.6","18.6","6.1","4.6","-","-","-","-","7.3","7.3","5.2","22.5","BYE","16.4","19.7","25.8","","13.3","159.6"
"89","Chris Godwin","WR","TB","7.6","8.3","6.7","15.4","BYE","10.7","9.6","15.3","2.6","7.4","6.9","6","7.9","7.8","20.5","10.9","15.6","","10","159.2"
"89","Najee Harris","RB","LAC","4.3","4.8","6.5","10.8","4.5","-","14.3","8","14.6","17.1","4.1","15.9","8.7","6.3","1.3","13.8","24.2","","10","159.2"
"91","Justin Tucker","K","FA","5","11","7","4","4","19","8","8","14","7","11","10","-","12","12","16","8","","9.8","156"
"92","Kirk Cousins","QB","ATL","17.5","28.6","26.7","11.6","19.9","8.7","22","19.9","-","-","BYE","-","-","-","-","-","-","","19.3","154.7"
"93","Evan Engram","TE","DEN","7.4","8.7","10.2","9.4","4.8","7.6","7","11.8","BYE","3.2","4.9","7.4","18.7","27","4.8","12.5","9","","9.7","154.4"
"94","Joe Burrow","QB","CIN","3.2","16.4","9.2","4.7","24.4","14.8","BYE","27.6","22.3","21.9","8.7","-","-","-","-","-","-","","15.3","153.2"
"95","Zack Moss","RB","FA","-","18.7","21.5","9","32.5","14.9","6.7","13.9","2.6","0.2","-","8","6.7","7.6","10.8","-","-","","11.8","153.1"
"96","Cleveland Browns","DST","CLE","9","7","12","4","BYE","6","16","5","23","15","7","3","-1","12","13","7","15","","9.6","153"
"97","Chuba Hubbard","RB","CAR","7.9","7.5","1.4","6.3","4","15.5","BYE","6.4","8.7","4.9","7.5","17.7","22.4","10.6","11.3","11.6","9.1","","9.6","152.8"
"98","Jake Elliott","K","PHI","18","12","11","18","11","2","7","10","4","BYE","3","9","7","10","5","17","8","","9.5","152"
"99","Austin Ekeler","RB","WAS","24.4","-","-","-","-","8.2","5.1","19.8","20","19.5","6","6.9","3.7","18.5","5.8","10.1","3.5","","11.7","151.5"
"100","Jason Myers","K","SEA","8","7","18","6","BYE","9","9","6","3","21","15","9","5","5","9","8","13","","9.4","151"
"101","Dustin Hopkins","K","CLE","12","9","12","5","BYE","17","22","8","10","14","7","6","8","9","8","2","-","","9.9","149"
"102","Buffalo Bills","DST","BUF","5","10","32","9","9","7","2","6","1","6","21","2","BYE","6","9","5","17","","9.2","147"
"102","Cairo Santos","K","CHI","7","7","4","4","17","9","8","1","5","12","17","14","BYE","11","6","10","15","","9.2","147"
"104","Tyler Lockett","WR","TEN","2","21.9","6.9","7.4","-","12.4","5.8","18.1","4.7","19.2","7.6","4.5","7.2","11.9","3.6","12.1","1.5","","9.2","146.8"
"105","Matt Gay","K","WAS","3","8","24","1","12","10","8","10","11","6","-","10","14","0","13","4","12","","9.1","146"
"105","Harrison Butker","K","KC","8","5","12","11","10","17","7","11","3","BYE","6","7","7","5","11","2","24","","9.1","146"
"107","Romeo Doubs","WR","GB","16.6","4","15.8","14","0.9","BYE","10","9.8","5.1","10.6","13.8","5.2","9.2","5.2","4.5","15.9","4.3","","9.1","144.9"
"108","Jason Sanders","K","MIA","14","6","10","2","8","6","6","7","2","BYE","11","12","10","9","12","22","7","","9","144"
"109","Miami Dolphins","DST","MIA","2","9","8","-2","11","5","12","6","5","BYE","12","21","12","12","24","7","-1","","8.9","143"
"110","Tank Dell","WR","HOU","4.9","16.7","23","3.4","6.8","-","BYE","4.6","26.6","15.9","24.9","14.7","0","-","-","-","-","","12.9","141.5"
"111","Devin Singletary","RB","NYG","1.5","2.9","5.5","8.3","0","6.7","-","5.3","3.6","22.6","18.8","10.2","4.5","12.5","19","7.8","10.1","","8.7","139.3"
"112","New York Jets","DST","NYJ","20","0","4","7","18","11","BYE","8","5","8","2","13","9","12","2","8","12","","8.7","139"
"113","Cole Kmet","TE","CHI","6.9","5.8","3.2","24.1","12.7","1.9","0","12.9","20.5","7.1","3.5","7.8","BYE","9.1","10.8","12.7","0","","8.7","139"
"114","Gabe Davis","WR","FA","4.2","18.2","9.8","13.6","19","1.6","1.1","19.2","0","8.6","0","19.5","-","0","0","21","3.1","","8.7","138.9"
"115","Javonte Williams","RB","DAL","7.7","6.8","7.5","2.4","-","7.2","11.1","17.3","-","19","6.3","8.6","8.5","16.6","3","9.4","7.3","","9.2","138.7"
"116","Ezekiel Elliott","RB","FA","4.8","1.3","9.2","3.2","5.8","11.4","9.1","3.6","4.7","9.8","-","6.2","11.2","23.5","7.1","16.5","11","","8.7","138.4"
"117","Justin Jefferson","WR","MIN","19.5","19.4","24.4","23.5","4.3","-","-","-","-","-","-","-","BYE","3.7","11.9","23.1","8.4","","15.4","138.2"
"118","Blake Grupe","K","NO","12","8","5","10","14","9","11","8","8","4","BYE","19","4","4","8","2","12","","8.6","138"
"118","Las Vegas Raiders","DST","LV","3","-2","1","4","12","9","4","13","19","8","8","0","BYE","12","25","21","1","","8.6","138"
"120","Brandon McManus","K","GB","8","10","5","14","6","17","8","16","-","3","10","14","8","3","1","0","14","","8.6","137"
"120","San Francisco 49ers","DST","SF","13","5","8","2","16","7","2","4","BYE","20","9","14","4","9","12","3","9","","8.6","137"
"122","Cameron Dicker","K","LAC","12","10","4","6","BYE","5","7","16","11","9","8","4","6","1","3","21","13","","8.5","136"
"123","New Orleans Saints","DST","NO","10","7","10","3","24","5","4","4","13","1","BYE","5","0","21","14","0","14","","8.4","135"
"123","Indianapolis Colts","DST","IND","11","9","9","3","4","1","5","-1","26","16","BYE","11","17","7","14","0","3","","8.4","135"
"125","Cooper Kupp","WR","SEA","-","-","-","-","15.8","24.3","5.9","4.1","5.8","-","1.6","3.3","12.9","21.5","21.1","7.9","10.7","","11.2","134.9"
"126","Drake London","WR","ATL","0","15.7","4.1","10.3","11.7","17","8.4","8","-","5.1","BYE","11.6","1.3","24.2","3.4","5.4","7.6","","8.9","133.8"
"127","Kyler Murray","QB","ARI","-","-","-","-","-","-","-","-","-","18.3","22.7","20.4","11.8","BYE","15.3","20.4","24.7","","19.1","133.6"
"128","Brandin Cooks","WR","NO","3.2","-","2.7","4.7","1.8","13","-","12.7","1.2","27.8","5.7","15.2","14.5","4.7","2","9.3","14.5","","8.9","133"
"128","Younghoe Koo","K","ATL","7","13","7","1","7","5","13","12","19","5","BYE","6","8","5","1","19","5","","8.3","133"
"128","Greg Zuerlein","K","FA","11","-","6","4","18","14","-","7","8","16","0","1","7","17","0","14","10","","8.9","133"
"131","Evan McPherson","K","CIN","4","6","19","3","12","7","BYE","9","6","11","10","5","13","10","9","3","5","","8.3","132"
"132","Jake Browning","QB","CIN","-0.1","-","-","-","-","-","BYE","-","-","-","10.7","13","26.2","24.7","20","16.4","21.1","","16.5","131.9"
"133","Jake Ferguson","TE","DAL","2.1","8.6","7.3","11.2","4.3","2","BYE","12.7","18.6","10.6","4.7","4","16.7","9.7","7.4","6.5","5.3","","8.2","131.7"
"134","Pittsburgh Steelers","DST","PIT","4","26","11","-1","18","BYE","5","10","7","8","7","10","2","4","4","13","3","","8.2","131"
"135","Trey McBride","TE","ARI","3.3","4.2","0.7","1","2.7","8.2","4.4","20.5","3.7","17.1","6.8","9.5","18.9","BYE","15.2","6.1","7.8","","8.1","130.1"
"136","Tyler Bass","K","BUF","13","8","15","14","2","2","5","6","4","2","17","12","BYE","8","7","6","9","","8.1","130"
"137","Jake Moody","K","SF","14","14","12","5","6","5","7","5","BYE","10","9","7","6","4","10","6","9","","8.1","129"
"138","Chris Boswell","K","PIT","1","12","15","6","11","BYE","8","4","8","13","4","11","4","6","1","12","12","","8","128"
"139","Houston Texans","DST","HOU","8","-1","13","12","4","10","BYE","7","0","8","8","2","10","5","13","7","21","","7.9","127"
"139","Nick Folk","K","NYJ","18","10","4","11","12","10","BYE","4","11","6","2","7","9","8","5","5","5","","7.9","127"
"139","Wil Lutz","K","DEN","4","9","8","9","7","0","15","6","BYE","15","17","9","5","6","5","1","11","","7.9","127"
"142","Zach Wilson","QB","MIA","9.2","11.4","6.4","19.2","9.6","10.9","-","12.1","7.2","14.9","7.7","-","-","19.2","-1","-","-","","10.6","126.9"
"143","Rhamondre Stevenson","RB","NE","11.9","13.5","6.7","5","2.4","15.5","11.5","6","20.9","11.7","BYE","19.2","2.4","-","-","-","-","","10.6","126.7"
"144","Chase McLaughlin","K","TB","10","9","3","10","BYE","6","7","6","16","8","2","8","3","11","11","14","1","","7.8","125"
"144","Minnesota Vikings","DST","MIN","2","5","2","17","2","21","8","10","5","8","2","11","BYE","20","7","4","1","","7.8","125"
"146","Tyler Allgeier","RB","ATL","22.9","4.8","3.9","1.7","6","5.1","12.7","3.1","10","4.3","BYE","6.4","2.6","4","5.6","15.3","15.3","","7.7","123.7"
"147","Curtis Samuel","WR","BUF","8.5","4.7","6.4","14.7","15.5","12.2","4.5","4.2","-","1.6","1","14.5","8.5","-","18.6","2.5","4.8","","8.1","122.2"
"148","Matt Prater","K","FA","12","9","13","4","2","11","5","5","0","18","6","0","8","-","14","6","9","","7.6","122"
"149","Christian Kirk","WR","HOU","1.4","16.5","13.4","12.4","11.4","12.4","16","6.6","-","11.4","6.3","10.9","3.1","-","-","-","-","","10.1","121.8"
"150","Jonathan Taylor","RB","IND","-","-","-","-","3.9","9","19.5","10.2","15.4","14","BYE","21.1","-","-","-","10.3","16.9","","13.4","120.3"
"151","Anders Carlson","K","FA","10","6","4","8","7","-","5","4","8","7","5","6","11","11","8","11","9","","7.5","120"
"152","Kansas City Chiefs","DST","KC","4","10","11","5","6","14","10","10","12","BYE","7","2","2","6","7","6","7","","7.4","119"
"153","Rashid Shaheed","WR","NO","16.5","8.3","6","4.8","3.8","17.3","5.2","22.8","3.7","4.9","BYE","1.9","-","0","5.1","15.9","2.4","","7.9","118.6"
"154","Mac Jones","QB","SF","25.1","14.7","13.3","2.7","0.4","6.9","20","13.2","12.1","8.3","-","1.6","-","-","-","-","-","","10.8","118.4"
"155","Taysom Hill","TE","NO","0.4","8.2","2.6","2.7","2.5","8.8","14.8","22","18.6","3.3","BYE","7.1","14.4","-","1","0.2","10.5","","7.8","117.1"
"156","Jacksonville Jaguars","DST","JAC","11","8","-4","20","5","12","9","11","BYE","1","7","4","3","6","5","1","18","","7.3","117"
"157","Josh Downs","WR","IND","4.5","5.7","9.7","4.4","12.7","10.6","21","10.7","1.5","5","BYE","6.8","2.9","4.7","3.4","6.9","6.3","","7.3","116.8"
"158","Tee Higgins","WR","CIN","0","24.9","3.1","2.9","-","3","BYE","9.4","15","-","-","-","5.1","8.2","20.1","22.5","2.4","","9.7","116.6"
"159","Chicago Bears","DST","CHI","0","2","0","1","10","10","17","1","0","7","9","14","BYE","14","17","3","11","","7.3","116"
"159","Tampa Bay Buccaneers","DST","TB","9","17","5","13","BYE","4","6","4","1","13","4","4","7","7","5","16","1","","7.3","116"
"161","Jaxon Smith-Njigba","WR","SEA","2.8","5.9","1.5","2","BYE","6.8","14.3","11.1","9.3","7.3","5.5","5.1","9.7","4.5","12.8","9.1","7.7","","7.2","115.4"
"162","Denver Broncos","DST","DEN","3","0","2","13","8","5","3","17","BYE","8","9","16","5","14","-2","5","9","","7.2","115"
"163","Aidan O'Connell","QB","LV","-","-","-","10.8","-","-","6","-","8.4","9.4","12.1","13.9","BYE","6","25.9","2.1","20.3","","11.5","115"
"164","Alexander Mattison","RB","MIA","11.9","3.4","15","10.3","11.6","9.2","5.2","3.8","16.3","3.8","6.5","7.3","-","6.6","-","-0.1","4","","7.7","114.8"
"165","Dalton Schultz","TE","HOU","1.4","5.4","1.4","11.7","16","14.1","BYE","1.5","22","9.1","10.2","0.7","-","-","7.8","10.1","2.9","","8.2","114.3"
"166","Kenny Pickett","QB","CLE","11.7","11.3","18.5","4.5","12.4","-","15.2","3.9","10.3","6.6","5.1","11.6","3.1","-","-","-","-","","9.5","114.2"
"167","New York Giants","DST","NYG","-1","-1","1","3","12","5","14","12","-1","0","23","12","BYE","8","1","10","16","","7.1","114"
"168","Mark Andrews","TE","BAL","-","13","5.5","22.5","9.5","8.9","20.3","12","12.5","5.4","3.3","-","BYE","-","-","-","-","","11.3","112.9"
"169","Tyler Boyd","WR","FA","2","8.2","6.4","4.6","6.9","13.3","-","12.1","7.1","15.7","3.7","3.8","5.7","3.3","6.3","8.4","3.9","","7","111.4"
