Unnamed: 0_level_0,Unnamed: 1_level_0,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,MISC,MISC,MISC,MISC
Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Mark Andrews (BAL),107,153,1361,12.7,43,20,9,1,0,0,0,17,247.6,14.6,93.7%
2,Travis Kelce (KC),92,134,1125,12.2,69,13,9,2,3,1,1,16,216.8,13.6,95.9%
3,Dalton Schultz (HOU),78,104,808,10.4,32,6,8,0,0,0,0,17,169.8,10.0,15.6%
4,George Kittle (SF),71,94,910,12.8,48,13,6,3,20,0,1,14,162.5,11.6,98.2%
5,Rob Gronkowski (FA),55,88,802,14.6,42,16,6,0,0,0,0,12,143.7,12.0,1.3%
6,Zach Ertz (WAS),74,112,763,10.3,47,7,5,1,4,0,0,17,143.7,8.5,43.2%
7,Kyle Pitts Sr. (ATL),68,110,1026,15.1,61,16,1,0,0,0,0,17,142.6,8.4,58.1%
8,Dawson Knox (BUF),49,71,587,12.0,53,8,9,0,4,0,0,15,139.6,9.3,5.6%
9,Hunter Henry (NE),50,75,603,12.1,35,8,9,0,0,0,0,16,139.3,8.7,51.2%
10,Dallas Goedert (PHI),56,76,830,14.8,45,14,4,0,0,0,0,15,137.0,9.1,78.4%
11,Mike Gesicki (CIN),73,112,780,10.7,40,12,2,0,0,0,0,17,128.5,7.6,23.8%
12,Noah Fant (CIN),68,90,670,9.9,35,7,4,0,0,0,0,16,125.0,7.8,16.9%
13,Pat Freiermuth (PIT),60,79,497,8.3,24,2,7,0,0,0,1,16,121.7,7.6,30.7%
14,Tyler Higbee (LAR),61,85,560,9.2,37,3,5,0,0,0,0,15,116.5,7.8,16.5%
15,T.J. Hockenson (MIN),61,84,583,9.6,33,8,4,0,0,0,0,12,114.8,9.6,94.8%
16,Jared Cook (FA),48,83,564,11.8,42,7,4,0,0,0,0,16,108.4,6.8,0.0%
17,Tyler Conklin (LAC),61,87,593,9.7,40,4,3,0,0,0,0,17,107.8,6.3,8.0%
18,Darren Waller (MIA),55,93,665,12.1,33,13,2,0,0,0,0,11,106.0,9.6,23.6%
19,C.J. Uzomah (FA),49,63,493,10.1,55,7,5,0,0,0,0,16,103.8,6.5,0.0%
20,Gerald Everett (FA),48,63,478,10.0,41,5,4,3,20,0,2,15,93.8,6.3,1.4%
21,Cole Kmet (CHI),60,93,612,10.2,25,7,0,1,0,0,0,17,91.2,5.4,25.3%
22,David Njoku (CLE),36,53,475,13.2,71,8,4,1,1,0,0,15,89.6,6.0,91.8%
23,Evan Engram (DEN),46,73,408,8.9,30,2,3,1,-3,0,1,15,79.5,5.3,88.9%
24,Austin Hooper (NE),38,61,345,9.1,34,4,3,0,0,0,0,15,73.5,4.9,4.7%
25,Foster Moreau (NO),30,44,373,12.4,44,6,3,0,0,0,0,15,70.3,4.7,1.6%
26,Mo Alie-Cox (IND),24,45,316,13.2,37,5,4,0,0,0,0,17,67.6,4.0,0.6%
27,Jack Doyle (FA),29,43,302,10.4,34,3,3,0,0,0,0,15,64.7,4.3,2.0%
28,Cameron Brate (FA),30,57,245,8.2,18,0,4,0,0,0,0,16,63.5,4.0,2.0%
29,Albert Okwuegbunam Jr. (LV),33,40,330,10.0,64,3,2,0,0,0,1,14,59.5,4.3,0.0%
30,Dan Arnold (FA),35,52,408,11.7,28,2,0,0,0,0,1,11,58.3,5.3,0.0%
31,Anthony Firkser (FA),34,43,291,8.6,24,1,2,0,0,0,1,15,56.1,3.7,0.0%
32,Geoff Swaim (FA),31,40,210,6.8,26,2,3,0,0,0,0,16,54.5,3.4,0.0%
33,Ricky Seals-Jones (FA),30,49,271,9.0,39,1,2,0,0,0,0,11,54.1,4.9,0.0%
34,Jonnu Smith (PIT),28,45,294,10.5,28,5,1,9,40,0,0,16,53.4,3.3,72.5%
35,Durham Smythe (CHI),34,41,357,10.5,25,5,0,2,3,0,0,16,53.0,3.3,0.6%
36,Harrison Bryant (PHI),21,28,233,11.1,41,4,3,0,0,0,0,15,51.8,3.5,0.0%
37,Ryan Griffin (FA),27,42,261,9.7,29,4,2,0,0,0,0,14,51.6,3.7,0.0%
38,Hayden Hurst (FA),26,31,221,8.5,33,1,3,0,0,0,1,12,51.1,4.3,1.3%
39,Adam Trautman (DEN),27,43,263,9.7,32,2,2,0,0,0,1,11,49.8,4.5,0.7%
40,Josiah Deguara (ARI),25,33,245,9.8,62,3,2,0,0,0,0,14,49.0,3.5,0.0%
41,Donald Parham Jr. (PIT),20,27,190,9.5,22,1,3,0,0,0,0,14,49.0,3.5,1.0%
42,Kyle Rudolph (FA),26,39,257,9.9,60,3,1,0,0,0,0,15,46.7,3.1,1.0%
43,Juwan Johnson (NO),13,22,159,12.2,27,3,4,0,0,0,0,13,46.4,3.6,17.6%
44,Brevin Jordan (HOU),20,28,178,8.9,27,2,3,0,0,0,0,8,45.8,5.7,0.6%
45,Logan Thomas (FA),18,25,196,10.9,35,2,3,0,0,0,1,5,44.6,8.9,0.0%
46,Jimmy Graham (FA),14,23,167,11.9,28,2,3,0,0,0,0,11,43.7,4.0,0.0%
47,Tommy Tremble (CAR),20,35,180,9.0,30,1,1,3,11,1,0,15,43.1,2.9,0.8%
48,MyCole Pruitt (FA),14,19,145,10.4,22,2,3,0,0,0,0,13,41.5,3.2,1.0%
49,Robert Tonyan (KC),18,29,204,11.3,33,4,2,0,0,0,0,8,41.4,5.2,0.0%
50,John Bates (WAS),20,25,249,12.5,32,4,1,0,0,0,0,13,40.9,3.1,0.6%
51,Will Dissly (LAC),21,26,231,11.0,39,5,1,0,0,0,0,13,39.6,3.0,4.9%
52,James O'Shaughnessy (FA),24,34,244,10.2,30,5,0,0,0,0,0,7,38.4,5.5,0.0%
53,Maxx Williams (FA),16,17,193,12.1,34,3,1,0,0,0,0,5,33.3,6.7,0.0%
54,Marcedes Lewis (FA),23,28,214,9.3,23,3,0,0,0,0,0,13,32.9,2.5,0.0%
55,Tyler Kroft (FA),16,25,173,10.8,26,3,1,0,0,0,0,9,31.3,3.5,0.0%
56,Stephen Anderson (FA),16,19,165,10.3,34,3,1,0,0,0,0,14,30.5,2.2,0.0%
57,Jordan Akins (FA),24,33,214,8.9,31,1,0,1,3,0,2,12,29.7,2.5,1.0%
58,Brock Wright (DET),12,17,117,9.8,36,2,2,0,0,0,0,8,29.7,3.7,0.8%
59,Ian Thomas (LV),18,30,188,10.4,41,3,0,0,0,0,0,14,27.8,2.0,0.0%
60,Blake Jarwin (FA),11,17,96,8.7,20,1,2,0,0,0,0,8,27.1,3.4,4.0%
61,Pharaoh Brown (MIA),23,34,171,7.4,29,2,0,0,0,0,1,13,26.6,2.0,0.1%
62,O.J. Howard (FA),14,21,135,9.6,21,1,1,0,0,0,0,11,26.5,2.4,0.0%
63,Eric Ebron (FA),12,18,84,7.0,19,0,1,1,1,1,0,8,26.5,3.3,0.0%
64,Zach Gentry (FA),19,25,167,8.8,25,2,0,0,0,0,0,10,26.2,2.6,0.0%
65,Nick Vannett (MIN),9,15,133,14.8,30,2,1,0,0,0,0,7,23.8,3.4,0.0%
66,Lee Smith (FA),9,11,65,7.2,22,1,1,0,0,0,0,10,17.0,1.7,0.0%
67,Adam Shaheen (FA),12,16,110,9.2,21,1,0,0,0,0,0,9,17.0,1.9,0.0%
68,Chris Manhertz (NYG),6,9,71,11.8,22,1,1,0,0,0,0,10,16.1,1.6,0.0%
69,Kylen Granson (PHI),11,15,106,9.6,27,1,0,0,0,0,0,10,16.1,1.6,0.7%
70,Jacob Hollister (FA),9,14,55,6.1,11,0,1,0,0,0,0,7,16.0,2.3,1.0%
71,Jesse James (FA),7,8,62,8.9,19,0,1,0,0,0,0,5,15.7,3.1,0.0%
72,Jesper Horsted (FA),2,3,21,10.5,19,0,2,0,0,0,0,4,15.1,3.8,0.0%
73,Tommy Sweeney (FA),9,12,44,4.9,13,0,1,0,0,0,0,7,14.9,2.1,0.0%
74,Eric Saubert (SEA),8,12,47,5.9,11,0,1,0,0,0,0,10,14.7,1.5,1.8%
75,Blake Bell (FA),9,13,87,9.7,24,2,0,4,10,0,0,12,14.2,1.2,0.0%
76,Drew Sample (CIN),11,15,81,7.4,19,0,0,0,0,0,0,10,13.6,1.4,0.6%
77,Antony Auclair (FA),5,5,47,9.4,15,0,1,0,0,0,0,4,13.2,3.3,0.0%
78,Noah Gray (KC),7,10,36,5.1,8,0,1,0,0,0,0,7,13.1,1.9,9.8%
79,Ross Dwelley (SF),4,5,51,12.8,21,1,1,0,0,0,0,4,13.1,3.3,0.0%
80,Chris Herndon IV (FA),4,7,40,10.0,17,0,1,0,0,0,0,6,12.0,2.0,0.0%
81,Josh Oliver (MIN),9,15,66,7.3,19,0,0,0,0,0,0,11,11.1,1.0,1.0%
82,Sean McKeon (IND),4,6,27,6.8,12,0,1,0,0,0,0,5,10.7,2.1,0.0%
83,Tyree Jackson (WAS),3,7,22,7.3,13,0,1,0,0,0,0,3,9.7,3.2,0.0%
84,Chris Myarick (MIA),3,6,17,5.7,10,0,1,0,0,0,0,5,9.2,1.8,0.0%
85,Luke Farrell (SF),7,11,56,8.0,21,1,0,0,0,0,0,9,9.1,1.0,0.6%
86,Charlie Woerner (ATL),5,6,52,10.4,27,1,0,0,0,0,0,8,7.7,1.0,0.1%
87,Tre' McKitty (FA),6,8,45,7.5,12,0,0,0,0,0,0,6,7.5,1.3,0.0%
88,Parker Hesse (FA),5,6,43,8.6,17,0,0,0,0,0,0,4,6.8,1.7,0.0%
89,Darren Fells (FA),4,5,43,10.8,24,1,0,0,0,0,0,3,6.3,2.1,0.0%
90,Garrett Griffin (FA),4,4,39,9.8,14,0,0,0,0,0,0,5,5.9,1.2,0.0%
91,Colby Parkinson (LAR),5,8,33,6.6,12,0,0,0,0,0,0,6,5.8,1.0,4.4%
92,Kendall Blanton (FA),4,7,37,9.3,23,1,0,0,0,0,0,4,5.7,1.4,0.0%
93,Tyler Davis (FA),4,5,35,8.8,22,1,0,0,0,0,0,8,5.5,0.7,0.0%
94,Trevon Wesco (FA),3,5,35,11.7,19,0,0,0,0,0,0,8,5.0,0.6,0.0%
95,Shane Zylstra (DET),3,7,34,11.3,16,0,0,0,0,0,0,3,4.9,1.6,1.1%
96,Kaden Smith (FA),3,3,33,11.0,21,1,0,0,0,0,0,4,4.8,1.2,0.0%
97,Kenny Yeboah (DET),2,3,36,18.0,24,1,0,0,0,0,0,3,4.6,1.5,0.0%
98,Tommy Hudson (FA),3,6,31,10.3,14,0,0,0,0,0,0,4,4.6,1.2,0.0%
99,Jeremy Sprinkle (FA),3,3,31,10.3,11,0,0,0,0,0,0,6,4.6,0.8,0.0%
100,Dominique Dafney (CAR),2,4,34,17.0,26,1,0,0,0,0,0,6,4.4,0.7,0.0%
101,Jack Stoll (NO),4,5,22,5.5,9,0,0,0,0,0,0,6,4.2,0.7,0.0%
102,Daniel Brown (FA),2,2,29,14.5,24,1,0,0,0,0,0,3,3.9,1.3,0.0%
103,Mitchell Wilcox (MIA),3,5,16,5.3,8,0,0,0,0,0,0,4,3.1,0.8,0.0%
104,Cethan Carter (FA),2,2,16,8.0,8,0,0,0,0,0,0,8,2.6,0.3,0.0%
105,Demetrius Harris (FA),3,6,10,3.3,7,0,0,0,0,0,0,10,2.5,0.3,0.0%
106,Derek Carrier (FA),2,2,13,6.5,9,0,0,0,0,0,0,2,2.3,1.2,0.0%
107,Luke Stocker (FA),2,2,12,6.0,7,0,0,0,0,0,0,6,2.2,0.4,1.2%
108,Richard Rodgers (FA),2,2,11,5.5,9,0,0,0,0,0,0,1,2.1,2.1,0.0%
109,Ethan Wolf (FA),2,2,8,4.0,4,0,0,0,0,0,0,1,1.8,1.8,0.0%
110,Kevin Rader (FA),2,3,8,4.0,7,0,0,0,0,0,0,3,1.8,0.6,0.0%
111,Johnny Mundt (JAC),1,1,9,9.0,9,0,0,0,0,0,0,3,1.4,0.5,0.1%
112,Brycen Hopkins (FA),1,1,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,0.0%
113,Hunter Long (JAC),1,3,8,8.0,8,0,0,0,0,0,0,3,1.3,0.4,0.0%
114,Eric Tomlinson (FA),1,2,7,7.0,7,0,0,0,0,0,0,7,1.2,0.2,0.0%
115,Nick Boyle (FA),1,2,2,2.0,2,0,0,0,0,0,0,2,0.7,0.4,0.0%
116,Darrell Daniels (FA),1,4,0,0.0,0,0,0,0,0,0,0,10,0.5,0.1,0.0%
117,Deon Yelder (FA),1,1,0,0.0,0,0,0,0,0,0,0,2,0.5,0.3,0.0%
118,Daniel Helm (FA),1,2,-1,-1.0,0,0,0,0,0,0,0,3,0.4,0.1,0.0%
119,Rashod Berry (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
120,Farrod Green (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
121,Feleipe Franks (ATL),0,0,0,0.0,0,0,0,3,6,0,0,6,0.0,0.0,0.0%
122,Giovanni Ricci (MIN),0,2,0,0.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%
123,Jared Pinkney (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
124,Antonio Gandy-Golden (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
125,Ben Ellefson (FA),0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
126,Noah Togiai (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
127,Stephen Sullivan (CAR),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
128,Miller Forristall (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
129,Briley Moore (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
130,Jacob Harris (TB),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
131,Sammis Reyes (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
132,Nick Ralston (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
133,Jake Hausmann (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
134,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
135,Taysom Hill (NO),4,6,52,13.0,15,0,0,70,374,5,0,12,0.0,0.0,19.2%
136,Colin Thompson (FA),0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
