Draft_ID,Season,Pick_No,Round,Draft_Slot,Player_Name,Position,Team,Picked_By_Username,Is_Keeper
1124821239395807233,2024,1,1,1,Christian McCaffrey,RB,SF,lilmelo,
1124821239395807233,2024,2,1,2,Tyreek Hill,WR,MIA,NickMarraro,
1124821239395807233,2024,3,1,3,CeeDee Lamb,WR,DAL,davesiss,
1124821239395807233,2024,4,1,4,Breece Hall,RB,NYJ,bwizzle127,
1124821239395807233,2024,5,1,5,Bijan Robinson,RB,ATL,roneill19,
1124821239395807233,2024,6,1,6,Ja'Marr Chase,WR,CIN,Grasshoppaz,
1124821239395807233,2024,7,1,7,Amon-Ra St. Brown,WR,DET,KyleSalmon,
1124821239395807233,2024,8,1,8,Justin Jefferson,WR,MIN,freddychips,
1124821239395807233,2024,9,1,9,Garrett Wilson,WR,NYJ,tombiancamano,
1124821239395807233,2024,10,1,10,Jonathan Taylor,RB,IND,coreyreisch,
1124821239395807233,2024,11,1,11,Saquon Barkley,RB,PHI,gkflo,
1124821239395807233,2024,12,1,12,A.J. Brown,WR,PHI,jetsnation36,
1124821239395807233,2024,13,2,12,Jahmyr Gibbs,RB,DET,jetsnation36,
1124821239395807233,2024,14,2,11,Kyren Williams,RB,LAR,gkflo,
1124821239395807233,2024,15,2,10,De'Von Achane,RB,MIA,coreyreisch,
1124821239395807233,2024,16,2,9,Derrick Henry,RB,BAL,tombiancamano,
1124821239395807233,2024,17,2,8,Travis Etienne,RB,JAX,freddychips,
1124821239395807233,2024,18,2,7,Josh Jacobs,RB,GB,KyleSalmon,
1124821239395807233,2024,19,2,6,Marvin Harrison,WR,ARI,Grasshoppaz,
1124821239395807233,2024,20,2,5,Davante Adams,WR,LAR,roneill19,
1124821239395807233,2024,21,2,4,Drake London,WR,ATL,bwizzle127,
1124821239395807233,2024,22,2,3,Puka Nacua,WR,LAR,davesiss,
1124821239395807233,2024,23,2,2,Josh Allen,QB,BUF,NickMarraro,
1124821239395807233,2024,24,2,1,Brandon Aiyuk,WR,SF,lilmelo,
1124821239395807233,2024,25,3,1,Chris Olave,WR,NO,lilmelo,
1124821239395807233,2024,26,3,2,Isiah Pacheco,RB,KC,NickMarraro,
1124821239395807233,2024,27,3,3,James Cook,RB,BUF,davesiss,
1124821239395807233,2024,28,3,4,Deebo Samuel,WR,WAS,bwizzle127,
1124821239395807233,2024,29,3,5,Cooper Kupp,WR,SEA,roneill19,
1124821239395807233,2024,30,3,6,Rachaad White,RB,TB,Grasshoppaz,
1124821239395807233,2024,31,3,7,Joe Mixon,RB,HOU,KyleSalmon,
1124821239395807233,2024,32,3,8,Mike Evans,WR,TB,freddychips,
1124821239395807233,2024,33,3,9,Nico Collins,WR,HOU,tombiancamano,
1124821239395807233,2024,34,3,10,Sam LaPorta,TE,DET,coreyreisch,
1124821239395807233,2024,35,3,11,Patrick Mahomes,QB,KC,gkflo,
1124821239395807233,2024,36,3,12,Jalen Hurts,QB,PHI,jetsnation36,
1124821239395807233,2024,37,4,12,Travis Kelce,TE,KC,jetsnation36,
1124821239395807233,2024,38,4,11,DJ Moore,WR,CHI,gkflo,
1124821239395807233,2024,39,4,10,DeVonta Smith,WR,PHI,coreyreisch,
1124821239395807233,2024,40,4,9,Jaylen Waddle,WR,MIA,tombiancamano,
1124821239395807233,2024,41,4,8,Stefon Diggs,WR,NE,freddychips,
1124821239395807233,2024,42,4,7,DK Metcalf,WR,PIT,KyleSalmon,
1124821239395807233,2024,43,4,6,Alvin Kamara,RB,NO,Grasshoppaz,
1124821239395807233,2024,44,4,5,Kenneth Walker,RB,SEA,roneill19,
1124821239395807233,2024,45,4,4,Trey McBride,TE,ARI,bwizzle127,
1124821239395807233,2024,46,4,3,Mark Andrews,TE,BAL,davesiss,
1124821239395807233,2024,47,4,2,Tank Dell,WR,HOU,NickMarraro,
1124821239395807233,2024,48,4,1,Lamar Jackson,QB,BAL,lilmelo,
1124821239395807233,2024,49,5,1,Malik Nabers,WR,NYG,lilmelo,
1124821239395807233,2024,50,5,2,Dalton Kincaid,TE,BUF,NickMarraro,
1124821239395807233,2024,51,5,3,James Conner,RB,ARI,davesiss,
1124821239395807233,2024,52,5,4,Anthony Richardson,QB,IND,bwizzle127,
1124821239395807233,2024,53,5,5,Michael Pittman,WR,IND,roneill19,
1124821239395807233,2024,54,5,6,Zay Flowers,WR,BAL,Grasshoppaz,
1124821239395807233,2024,55,5,7,Calvin Ridley,WR,TEN,KyleSalmon,
1124821239395807233,2024,56,5,8,C.J. Stroud,QB,HOU,freddychips,
1124821239395807233,2024,57,5,9,David Montgomery,RB,DET,tombiancamano,
1124821239395807233,2024,58,5,10,Rashee Rice,WR,KC,coreyreisch,
1124821239395807233,2024,59,5,11,Tee Higgins,WR,CIN,gkflo,
1124821239395807233,2024,60,5,12,Amari Cooper,WR,,jetsnation36,
1124821239395807233,2024,61,6,12,George Pickens,WR,DAL,jetsnation36,
1124821239395807233,2024,62,6,11,Raheem Mostert,RB,LV,gkflo,
1124821239395807233,2024,63,6,10,Jayden Reed,WR,GB,coreyreisch,
1124821239395807233,2024,64,6,9,Kyler Murray,QB,ARI,tombiancamano,
1124821239395807233,2024,65,6,8,Aaron Jones,RB,MIN,freddychips,
1124821239395807233,2024,66,6,7,George Kittle,TE,SF,KyleSalmon,
1124821239395807233,2024,67,6,6,Kyle Pitts,TE,ATL,Grasshoppaz,
1124821239395807233,2024,68,6,5,Evan Engram,TE,DEN,roneill19,
1124821239395807233,2024,69,6,4,Rhamondre Stevenson,RB,NE,bwizzle127,
1124821239395807233,2024,70,6,3,Rome Odunze,WR,CHI,davesiss,
1124821239395807233,2024,71,6,2,Najee Harris,RB,LAC,NickMarraro,
1124821239395807233,2024,72,6,1,D'Andre Swift,RB,CHI,lilmelo,
1124821239395807233,2024,73,7,1,Jake Ferguson,TE,DAL,lilmelo,
1124821239395807233,2024,74,7,2,Chris Godwin,WR,TB,NickMarraro,
1124821239395807233,2024,75,7,3,Dak Prescott,QB,DAL,davesiss,
1124821239395807233,2024,76,7,4,Terry McLaurin,WR,WAS,bwizzle127,
1124821239395807233,2024,77,7,5,Jordan Love,QB,GB,roneill19,
1124821239395807233,2024,78,7,6,Joe Burrow,QB,CIN,Grasshoppaz,
1124821239395807233,2024,79,7,7,Gus Edwards,RB,,KyleSalmon,
1124821239395807233,2024,80,7,8,Zamir White,RB,LV,freddychips,
1124821239395807233,2024,81,7,9,Keenan Allen,WR,,tombiancamano,
1124821239395807233,2024,82,7,10,Jayden Daniels,QB,WAS,coreyreisch,
1124821239395807233,2024,83,7,11,Tony Pollard,RB,TEN,gkflo,
1124821239395807233,2024,84,7,12,Javonte Williams,RB,DAL,jetsnation36,
1124821239395807233,2024,85,8,12,Jaylen Warren,RB,PIT,jetsnation36,
1124821239395807233,2024,86,8,11,Dalton Schultz,TE,HOU,gkflo,
1124821239395807233,2024,87,8,10,Xavier Worthy,WR,KC,coreyreisch,
1124821239395807233,2024,88,8,9,Zack Moss,RB,,tombiancamano,
1124821239395807233,2024,89,8,8,Ladd McConkey,WR,LAC,freddychips,
1124821239395807233,2024,90,8,7,Diontae Johnson,WR,CLE,KyleSalmon,
1124821239395807233,2024,91,8,6,Jordan Addison,WR,MIN,Grasshoppaz,
1124821239395807233,2024,92,8,5,Devin Singletary,RB,NYG,roneill19,
1124821239395807233,2024,93,8,4,Christian Watson,WR,GB,bwizzle127,
1124821239395807233,2024,94,8,3,Brian Robinson,RB,WAS,davesiss,
1124821239395807233,2024,95,8,2,Courtland Sutton,WR,DEN,NickMarraro,
1124821239395807233,2024,96,8,1,Tyjae Spears,RB,TEN,lilmelo,
1124821239395807233,2024,97,9,1,Christian Kirk,WR,HOU,lilmelo,
1124821239395807233,2024,98,9,2,Austin Ekeler,RB,WAS,NickMarraro,
1124821239395807233,2024,99,9,3,Brian Thomas,WR,JAX,davesiss,
1124821239395807233,2024,100,9,4,Nick Chubb,RB,HOU,bwizzle127,
1124821239395807233,2024,101,9,5,Jameson Williams,WR,DET,roneill19,
1124821239395807233,2024,102,9,6,Jerome Ford,RB,CLE,Grasshoppaz,
1124821239395807233,2024,103,9,7,Keon Coleman,WR,BUF,KyleSalmon,
1124821239395807233,2024,104,9,8,David Njoku,TE,CLE,freddychips,
1124821239395807233,2024,105,9,9,Jonathon Brooks,RB,CAR,tombiancamano,
1124821239395807233,2024,106,9,10,Chase Brown,RB,CIN,coreyreisch,
1124821239395807233,2024,107,9,11,Blake Corum,RB,LAR,gkflo,
1124821239395807233,2024,108,9,12,Jaxon Smith-Njigba,WR,SEA,jetsnation36,
1124821239395807233,2024,109,10,12,Trey Benson,RB,ARI,jetsnation36,
1124821239395807233,2024,110,10,11,Curtis Samuel,WR,BUF,gkflo,
1124821239395807233,2024,111,10,10,Khalil Shakir,WR,BUF,coreyreisch,
1124821239395807233,2024,112,10,9,Brock Bowers,TE,LV,tombiancamano,
1124821239395807233,2024,113,10,8,Hollywood Brown,WR,KC,freddychips,
1124821239395807233,2024,114,10,7,Jared Goff,QB,DET,KyleSalmon,
1124821239395807233,2024,115,10,6,Romeo Doubs,WR,GB,Grasshoppaz,
1124821239395807233,2024,116,10,5,DeAndre Hopkins,WR,BAL,roneill19,
1124821239395807233,2024,117,10,4,J.K. Dobbins,RB,DEN,bwizzle127,
1124821239395807233,2024,118,10,3,Ezekiel Elliott,RB,,davesiss,
1124821239395807233,2024,119,10,2,Chuba Hubbard,RB,CAR,NickMarraro,
1124821239395807233,2024,120,10,1,Ty Chandler,RB,MIN,lilmelo,
1124821239395807233,2024,121,11,1,Dallas Goedert,TE,PHI,lilmelo,
1124821239395807233,2024,122,11,2,Joshua Palmer,WR,BUF,NickMarraro,
1124821239395807233,2024,123,11,3,Tyler Lockett,WR,TEN,davesiss,
1124821239395807233,2024,124,11,4,Rico Dowdle,RB,CAR,bwizzle127,
1124821239395807233,2024,125,11,5,Brock Purdy,QB,SF,roneill19,
1124821239395807233,2024,126,11,6,Jakobi Meyers,WR,LV,Grasshoppaz,
1124821239395807233,2024,127,11,7,Emanuel Wilson,RB,GB,KyleSalmon,
1124821239395807233,2024,128,11,8,Caleb Williams,QB,CHI,freddychips,
1124821239395807233,2024,129,11,9,T.J. Hockenson,TE,MIN,tombiancamano,
1124821239395807233,2024,130,11,10,Brandon Aubrey,K,DAL,coreyreisch,
1124821239395807233,2024,131,11,11,Cole Kmet,TE,CHI,gkflo,
1124821239395807233,2024,132,11,12,Zach Charbonnet,RB,SEA,jetsnation36,
1124821239395807233,2024,133,12,12,Rashid Shaheed,WR,NO,jetsnation36,
1124821239395807233,2024,134,12,11,San Francisco 49ers,DEF,SF,gkflo,
1124821239395807233,2024,135,12,10,Jaleel McLaughlin,RB,DEN,coreyreisch,
1124821239395807233,2024,136,12,9,Mike Williams,WR,,tombiancamano,
1124821239395807233,2024,137,12,8,Younghoe Koo,K,ATL,freddychips,
1124821239395807233,2024,138,12,7,Tua Tagovailoa,QB,MIA,KyleSalmon,
1124821239395807233,2024,139,12,6,Jerry Jeudy,WR,CLE,Grasshoppaz,
1124821239395807233,2024,140,12,5,Tyler Allgeier,RB,ATL,roneill19,
1124821239395807233,2024,141,12,4,New York Jets,DEF,NYJ,bwizzle127,
1124821239395807233,2024,142,12,3,Dontayvion Wicks,WR,GB,davesiss,
1124821239395807233,2024,143,12,2,Justin Tucker,K,,NickMarraro,
1124821239395807233,2024,144,12,1,Antonio Gibson,RB,NE,lilmelo,
1124821239395807233,2024,145,13,1,Gabe Davis,WR,,lilmelo,
1124821239395807233,2024,146,13,2,Dallas Cowboys,DEF,DAL,NickMarraro,
1124821239395807233,2024,147,13,3,Jake Elliott,K,PHI,davesiss,
1124821239395807233,2024,148,13,4,Xavier Legette,WR,CAR,bwizzle127,
1124821239395807233,2024,149,13,5,Evan McPherson,K,CIN,roneill19,
1124821239395807233,2024,150,13,6,Jake Moody,K,SF,Grasshoppaz,
1124821239395807233,2024,151,13,7,Ka'imi Fairbairn,K,HOU,KyleSalmon,
1124821239395807233,2024,152,13,8,Baltimore Ravens,DEF,BAL,freddychips,
1124821239395807233,2024,153,13,9,Harrison Butker,K,KC,tombiancamano,
1124821239395807233,2024,154,13,10,Pittsburgh Steelers,DEF,PIT,coreyreisch,
1124821239395807233,2024,155,13,11,Cameron Dicker,K,LAC,gkflo,
1124821239395807233,2024,156,13,12,Cleveland Browns,DEF,CLE,jetsnation36,
1124821239395807233,2024,157,14,12,Brandin Cooks,WR,NO,jetsnation36,
1124821239395807233,2024,158,14,11,MarShawn Lloyd,RB,GB,gkflo,
1124821239395807233,2024,159,14,10,Adam Thielen,WR,CAR,coreyreisch,
1124821239395807233,2024,160,14,9,Trevor Lawrence,QB,JAX,tombiancamano,
1124821239395807233,2024,161,14,8,Adonai Mitchell,WR,IND,freddychips,
1124821239395807233,2024,162,14,7,Kansas City Chiefs,DEF,KC,KyleSalmon,
1124821239395807233,2024,163,14,6,Philadelphia Eagles,DEF,PHI,Grasshoppaz,
1124821239395807233,2024,164,14,5,Seattle Seahawks,DEF,SEA,roneill19,
1124821239395807233,2024,165,14,4,Justin Herbert,QB,LAC,bwizzle127,
1124821239395807233,2024,166,14,3,Miami Dolphins,DEF,MIA,davesiss,
1124821239395807233,2024,167,14,2,Matthew Stafford,QB,LAR,NickMarraro,
1124821239395807233,2024,168,14,1,New Orleans Saints,DEF,NO,lilmelo,
1124821239395807233,2024,169,15,1,Jason Sanders,K,MIA,lilmelo,
1124821239395807233,2024,170,15,2,Princeton Fant,TE,DAL,NickMarraro,
1124821239395807233,2024,171,15,3,Isaiah Likely,TE,BAL,davesiss,
1124821239395807233,2024,172,15,4,Tyler Bass,K,BUF,bwizzle127,
1124821239395807233,2024,173,15,5,Jaylen Wright,RB,MIA,roneill19,
1124821239395807233,2024,174,15,6,Aaron Rodgers,QB,PIT,Grasshoppaz,
1124821239395807233,2024,175,15,7,Michael Wilson,WR,ARI,KyleSalmon,
1124821239395807233,2024,176,15,8,Ricky Pearsall,WR,SF,freddychips,
1124821239395807233,2024,177,15,9,Cincinnati Bengals,DEF,CIN,tombiancamano,
1124821239395807233,2024,178,15,10,Ray Davis,RB,BUF,coreyreisch,
1124821239395807233,2024,179,15,11,Kirk Cousins,QB,ATL,gkflo,
1124821239395807233,2024,180,15,12,Kendre Miller,RB,NO,jetsnation36,
