Unnamed: 0_level_0,Unnamed: 1_level_0,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,MISC,MISC,MISC,MISC
39,Jack Doyle (FA),23,33,251,10.9,28,2,3,0,0,0,1,14,52.6,3.8,2.0%
40,Kyle Rudolph (FA),28,37,334,11.9,25,5,1,0,0,0,1,12,51.4,4.3,1.0%
41,Harrison Bryant (PHI),24,38,238,9.9,35,1,3,0,0,0,2,15,49.8,3.3,0.0%
42,Will Dissly (LAC),24,29,251,10.5,28,3,2,0,0,0,0,16,49.1,3.1,4.9%
43,Cole Kmet (CHI),28,44,243,8.7,38,1,2,1,-3,0,1,16,48.0,3.0,25.3%
44,Durham Smythe (CHI),26,29,208,8.0,19,0,2,0,0,0,0,15,45.8,3.1,0.6%
45,David Njoku (CLE),19,29,213,11.2,28,4,2,0,0,0,0,13,42.8,3.3,91.8%
46,Greg Olsen (FA),24,37,239,10.0,22,3,1,0,0,0,0,11,41.9,3.8,7.0%
47,James O'Shaughnessy (FA),28,38,262,9.4,26,3,0,0,0,0,0,15,40.2,2.7,0.0%
48,Ross Dwelley (SF),19,24,245,12.9,36,3,1,0,0,0,0,16,40.0,2.5,0.0%
49,Adam Shaheen (FA),12,22,150,12.5,43,2,3,0,0,0,0,16,39.0,2.4,0.0%
50,Donald Parham Jr. (PIT),10,20,159,15.9,26,4,3,0,0,0,0,13,38.9,3.0,1.0%
51,Tyler Kroft (FA),12,16,119,9.9,38,1,3,0,0,0,0,10,35.9,3.6,0.0%
52,Pharaoh Brown (MIA),14,16,163,11.6,29,2,2,0,0,0,0,13,35.3,2.7,0.1%
53,Tyler Conklin (LAC),19,26,194,10.2,30,2,1,0,0,0,0,16,34.9,2.2,8.0%
54,Marcedes Lewis (FA),10,17,107,10.7,36,1,3,0,0,0,0,15,33.7,2.2,0.0%
55,O.J. Howard (FA),11,19,146,13.3,33,2,2,0,0,0,0,4,32.1,8.0,0.0%
56,Jesse James (FA),14,22,129,9.2,31,2,2,0,0,0,0,16,31.9,2.0,0.0%
57,Adam Trautman (DEN),15,16,171,11.4,41,2,1,0,0,0,0,15,30.6,2.0,0.7%
58,Ian Thomas (LV),20,31,145,7.3,21,1,1,0,0,0,0,16,30.5,1.9,0.0%
59,Nick Boyle (FA),14,17,113,8.1,21,1,2,0,0,0,0,9,30.3,3.4,0.0%
60,Foster Moreau (NO),7,9,140,20.0,47,4,2,0,0,0,0,16,29.5,1.8,1.6%
61,Jason Witten (FA),13,17,69,5.3,15,0,2,0,0,0,0,16,25.4,1.6,1.0%
62,Ryan Izzo (FA),13,20,199,15.3,50,3,0,0,0,0,1,12,24.4,2.0,0.0%
63,Albert Okwuegbunam Jr. (LV),11,15,121,11.0,27,1,1,0,0,0,0,4,23.6,5.9,0.0%
64,Jace Sternberger (FA),12,15,114,9.5,27,2,1,0,0,0,0,12,23.4,2.0,0.0%
65,Nick Vannett (MIN),14,21,95,6.8,19,0,1,0,0,0,0,15,22.5,1.5,0.0%
66,Kaden Smith (FA),18,21,112,6.2,16,0,0,0,0,0,0,15,20.2,1.3,0.0%
67,Maxx Williams (FA),8,10,102,12.8,42,2,1,0,0,0,0,9,20.2,2.2,0.0%
68,MyCole Pruitt (FA),5,8,49,9.8,22,1,2,0,0,0,0,11,19.4,1.8,1.0%
69,Darrell Daniels (FA),8,11,92,11.5,31,2,1,0,0,0,0,12,19.2,1.6,0.0%
70,Geoff Swaim (FA),9,12,83,9.2,16,0,1,0,0,0,0,10,18.8,1.9,0.0%
71,C.J. Uzomah (FA),8,11,87,10.9,23,1,1,0,0,0,0,2,18.7,9.4,0.0%
72,Troy Fumagalli (FA),8,15,80,10.0,29,1,1,0,0,0,0,8,18.0,2.3,0.0%
73,Lee Smith (FA),4,6,35,8.8,27,1,2,0,0,0,0,10,17.5,1.8,0.0%
74,Vance McDonald (FA),15,20,99,6.6,15,0,0,0,0,0,0,14,17.4,1.2,0.0%
75,Blake Bell (FA),11,15,110,10.0,24,1,0,1,2,0,0,16,16.7,1.0,0.0%
76,Stephen Anderson (FA),8,11,106,13.3,23,1,0,0,0,0,0,16,14.6,0.9,0.0%
77,Josh Hill (FA),8,10,46,5.8,16,0,1,0,0,0,0,14,14.6,1.0,0.0%
78,Ryan Griffin (FA),9,12,86,9.6,23,1,0,0,0,0,0,15,13.1,0.9,0.0%
79,Virgil Green (FA),3,6,50,16.7,26,1,1,0,0,0,0,6,12.5,2.1,0.0%
80,Devin Asiasi (FA),2,7,39,19.5,26,1,1,0,0,0,0,8,10.9,1.4,0.0%
81,Luke Stocker (FA),7,11,63,9.0,25,1,0,0,0,0,0,16,9.8,0.6,1.2%
82,Dominique Dafney (CAR),2,2,26,13.0,13,0,1,0,0,0,0,5,9.6,1.9,0.0%
83,Chris Manhertz (NYG),6,8,52,8.7,17,0,0,0,0,0,0,16,8.2,0.5,0.0%
84,Demetrius Harris (FA),7,14,45,6.4,9,0,0,0,0,0,0,15,8.0,0.5,0.0%
85,Cethan Carter (FA),5,7,53,10.6,24,2,0,0,0,0,0,15,7.8,0.5,0.0%
86,Nick Keizer (FA),6,10,63,10.5,22,1,0,0,0,0,1,16,7.3,0.5,0.0%
87,Johnny Mundt (JAC),4,4,53,13.3,34,1,0,0,0,0,0,16,7.3,0.5,0.1%
88,Colin Thompson (FA),1,2,7,7.0,7,0,1,0,0,0,0,15,7.2,0.5,0.0%
89,Deon Yelder (FA),7,11,36,5.1,12,0,0,0,0,0,0,14,7.1,0.5,0.0%
90,Levine Toilolo (FA),5,6,46,9.2,14,0,0,0,0,0,0,16,7.1,0.4,0.0%
91,Jason Croom (FA),1,1,3,3.0,3,0,1,0,0,0,0,4,6.8,1.7,0.0%
92,Jordan Thomas (FA),1,2,3,3.0,3,0,1,0,0,0,0,6,6.8,1.1,0.0%
93,Juwan Johnson (NO),4,10,39,9.8,19,0,0,0,0,0,0,7,5.9,0.8,17.6%
94,Tanner Hudson (CIN),3,7,41,13.7,20,1,0,0,0,0,0,11,5.6,0.5,1.2%
95,Charlie Woerner (ATL),3,4,36,12.0,18,0,0,0,0,0,0,14,5.1,0.4,0.1%
96,Kahale Warring (FA),3,7,35,11.7,23,1,0,0,0,0,0,7,5.0,0.7,0.0%
97,Hunter Bryant (FA),1,3,44,44.0,44,1,0,0,0,0,0,5,4.9,1.0,0.0%
98,Daniel Brown (FA),2,2,31,15.5,18,0,0,0,0,0,0,16,4.1,0.3,0.0%
99,Jaeden Graham (FA),3,5,25,8.3,11,0,0,0,0,0,0,16,4.0,0.3,0.0%
100,Stephen Carlson (CHI),1,2,11,11.0,11,0,0,0,0,0,0,16,3.6,0.2,0.0%
101,Ben Ellefson (FA),1,4,10,10.0,10,0,0,0,0,0,0,7,3.5,0.5,0.0%
102,Eric Saubert (SEA),3,4,16,5.3,9,0,0,0,0,0,0,8,3.1,0.4,1.8%
103,Dalton Keene (HOU),3,5,16,5.3,8,0,0,0,0,0,0,6,3.1,0.5,0.0%
104,Colby Parkinson (LAR),2,2,16,8.0,10,0,0,0,0,0,0,6,2.6,0.4,4.4%
105,Derek Carrier (FA),1,1,14,14.0,14,0,0,0,0,0,0,16,1.9,0.1,0.0%
106,Blake Jarwin (FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.7,1.7,4.0%
107,Luke Willson (FA),1,3,12,12.0,12,0,0,0,0,0,0,8,1.7,0.2,0.0%
108,Josiah Deguara (ARI),1,2,12,12.0,12,0,0,0,0,0,0,2,1.7,0.9,0.0%
109,Temarrick Hemingway (FA),1,2,10,10.0,10,0,0,0,0,0,0,8,1.5,0.2,0.0%
110,Jake Butt (FA),2,4,5,2.5,5,0,0,0,0,0,0,5,1.5,0.3,0.1%
111,Brandon Dillon (FA),1,1,6,6.0,6,0,0,0,0,0,0,3,1.1,0.4,0.0%
112,Jeremy Sprinkle (FA),1,3,6,6.0,6,0,0,0,0,0,0,16,1.1,0.1,0.0%
113,Trevon Wesco (FA),1,2,5,5.0,5,0,0,1,0,0,0,12,1.0,0.1,0.0%
114,Isaac Nauta (FA),1,2,3,3.0,3,0,0,0,0,0,0,7,0.8,0.1,0.0%
115,Marcus Baugh (FA),1,1,2,2.0,2,0,0,0,0,0,0,8,0.7,0.1,0.0%
116,Bruce Miller (FA),1,2,2,2.0,2,0,0,0,0,0,0,8,0.7,0.1,1.0%
117,Farrod Green (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
118,Jake Bargas (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
119,Rashod Berry (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
120,Tommy Stevens (FA),0,0,0,0.0,0,0,0,4,24,0,0,1,0.0,0.0,0.0%
121,Tyler Davis (FA),0,2,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%
122,Sean McKeon (IND),0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
123,Lawrence Cager (WAS),2,6,35,17.5,19,0,0,0,0,0,0,2,0.0,0.0,0.0%
124,Noah Togiai (FA),0,1,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
125,Stephen Sullivan (CAR),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
126,Antonio Gandy-Golden (FA),1,7,3,3.0,3,0,0,1,22,0,0,6,0.0,0.0,0.0%
127,Jordan Matthews (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
128,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
129,Taysom Hill (NO),8,13,98,12.3,21,2,1,87,457,8,5,16,0.0,0.0,19.2%
130,Antony Auclair (FA),0,1,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%
131,Mason Schreck (FA),0,1,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
132,Ricky Seals-Jones (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
133,Sean Culkin (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
134,Evan Baylis (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
135,Kevin Rader (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
136,Hale Hentges (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
137,Nate Becker (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
138,Matt Sokol (BUF),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
139,Brycen Hopkins (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
140,Chris Myarick (MIA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
141,Andrew Beck (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%
142,Zach Gentry (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
143,Caleb Wilson (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
144,N'Keal Harry (FA),33,57,309,9.4,30,2,2,2,0,0,1,14,0.0,0.0,0.0%
145,Daniel Helm (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
146,Hakeem Butler (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
147,Eric Tomlinson (FA),0,1,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
148,Kyle Nelson (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
149,Garrett Griffin (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
150,J.P. Holtz (FA),0,1,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
151,Zach Wood (NO),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,2.5%
152,Ross Travis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
153,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.2%
154,James Winchester (KC),0,0,0,0.0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%
155,Seth DeValve (FA),0,1,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
156,Andrew DePaola (MIN),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
157,Patrick Scales (FA),0,0,0,0.0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%
158,Tyler Ott (WAS),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
