"Rank","Player","G","REC","YDS","Y/R","YBC","YBC/R","AIR","AIR/R","YAC","YAC/R","YACON","YACON/R","BRKTKL","TGT","% TM","CATCHABLE","DROP","RZ TGT","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG"
"106","Sterling Shepard (TB)","7","36","366","10.2","255","7.1","0","0.0","111","3.1","58","1.6","1","53","9.4%","40","4","9","15","4","1","0","0","37"
"107","Calvin Ridley (TEN)","5","31","281","9.1","190","6.1","0","0.0","91","2.9","35","1.1","1","52","9.4%","38","3","10","11","3","0","0","0","22"
"108","Damiere Byrd (FA)","11","26","329","12.7","213","8.2","0","0.0","116","4.5","11","0.4","1","38","7.3%","29","2","4","18","3","1","1","1","54"
"109","Antoine Wesley (FA)","8","19","208","10.9","147","7.7","0","0.0","61","3.2","31","1.6","0","32","5.6%","20","1","5","6","4","1","0","0","33"
"110","Adam Humphries (FA)","17","41","383","9.3","233","5.7","0","0.0","150","3.7","26","0.6","2","62","11.6%","46","3","4","18","4","0","0","0","27"
"111","Marquise Goodwin (FA)","14","20","313","15.7","230","11.5","0","0.0","83","4.2","33","1.7","0","40","7.6%","23","2","3","13","5","2","2","1","50"
"112","Lil'Jordan Humphrey (NYG)","8","13","249","19.2","148","11.4","0","0.0","101","7.8","21","1.6","1","18","3.8%","13","0","1","8","6","1","1","1","56"
"113","Tyler Johnson (NYJ)","16","36","360","10.0","223","6.2","0","0.0","137","3.8","48","1.3","2","55","7.7%","40","4","8","10","4","2","0","0","31"
"114","Chester Rogers (FA)","16","30","301","10.0","198","6.6","0","0.0","103","3.4","34","1.1","0","43","8.2%","32","2","4","15","3","1","0","0","39"
"115","Chris Moore (WAS)","10","21","227","10.8","77","3.7","0","0.0","150","7.1","34","1.6","1","22","4.2%","21","0","2","8","4","1","1","1","67"
"116","Cyril Grayson Jr. (FA)","3","10","212","21.2","142","14.2","0","0.0","70","7.0","1","0.1","0","12","1.7%","10","0","1","6","4","3","2","2","62"
"117","Quintez Cephus (FA)","5","15","204","13.6","109","7.3","0","0.0","95","6.3","28","1.9","2","22","3.9%","15","0","3","6","5","2","1","0","46"
"118","Cam Sims (FA)","12","15","211","14.1","169","11.3","0","0.0","42","2.8","4","0.3","1","23","4.3%","16","1","4","10","2","1","1","0","43"
"119","Rashard Higgins (FA)","12","24","275","11.5","228","9.5","0","0.0","47","2.0","2","0.1","0","47","9.4%","27","3","5","16","1","0","0","0","21"
"120","Malik Turner (FA)","7","12","149","12.4","75","6.3","0","0.0","74","6.2","64","5.3","2","16","2.5%","13","1","5","5","1","1","1","1","61"
"121","Isaiah McKenzie (FA)","15","20","178","8.9","97","4.9","0","0.0","81","4.1","30","1.5","1","26","4.2%","23","3","4","6","1","0","0","0","28"
"122","Ashton Dulin (IND)","16","13","173","13.3","123","9.5","0","0.0","50","3.8","5","0.4","0","22","4.4%","16","2","2","7","2","1","1","1","62"
"123","Brandon Zylstra (FA)","12","18","250","13.9","132","7.3","0","0.0","118","6.6","36","2.0","1","25","4.3%","19","0","2","9","4","1","1","1","55"
"124","John Ross (FA)","9","11","224","15.7","134","12.2","0","0.0","39","3.5","15","1.4","1","20","3.5%","12","1","1","7","2","1","1","1","51"
"125","Jakeem Grant Sr. (FA)","15","11","132","12.0","29","2.6","0","0.0","103","9.4","65","5.9","3","17","2.8%","13","2","2","5","2","2","1","0","46"
"126","Isaiah Ford (FA)","9","12","161","13.4","101","8.4","0","0.0","60","5.0","25","2.1","1","16","2.7%","12","0","3","6","2","1","1","1","52"
"127","Greg Ward (FA)","10","7","95","13.6","79","11.3","0","0.0","16","2.3","4","0.6","0","11","2.4%","9","2","6","4","1","0","0","0","27"
"128","Tavon Austin (FA)","12","24","213","8.9","154","6.4","0","0.0","59","2.5","36","1.5","1","38","6.5%","26","2","2","8","2","0","0","0","25"
"129","DJ Chark Jr. (ATL)","3","7","154","22.0","130","18.6","0","0.0","24","3.4","11","1.6","0","22","3.8%","8","1","1","7","3","1","1","0","41"
"130","Ray-Ray McCloud III (ATL)","16","39","277","6.9","161","4.1","0","0.0","110","2.8","31","0.8","2","66","10.1%","44","6","10","13","2","0","0","0","24"
"131","Ihmir Smith-Marsette (NYG)","6","5","116","23.2","99","19.8","0","0.0","17","3.4","1","0.2","0","6","1.0%","5","0","1","3","2","2","2","0","44"
"132","Kendall Hinton (FA)","11","15","175","11.7","118","7.9","0","0.0","57","3.8","15","1.0","1","23","4.4%","16","1","2","7","2","1","1","0","40"
"133","Anthony Schwartz (FA)","13","10","135","13.5","125","12.5","0","0.0","10","1.0","0","0.0","0","23","4.6%","12","1","2","5","1","1","1","0","44"
"134","Albert Wilson (FA)","10","25","213","8.5","70","2.8","0","0.0","143","5.7","47","1.9","4","39","6.5%","31","4","2","6","1","1","1","1","64"
"135","Tajae Sharpe (FA)","14","25","230","9.2","161","6.4","0","0.0","69","2.8","29","1.2","0","37","6.7%","26","1","4","10","0","0","0","0","17"
"136","Breshad Perriman (FA)","5","11","167","15.2","65","5.9","0","0.0","102","9.3","14","1.3","1","18","2.5%","12","1","3","4","3","2","1","1","58"
"137","Parris Campbell (DAL)","6","10","162","16.2","145","14.5","0","0.0","17","1.7","1","0.1","0","20","4.0%","10","0","0","7","3","1","1","1","51"
"138","James Proche II (TEN)","7","16","202","12.6","147","9.2","0","0.0","55","3.4","12","0.8","0","20","3.4%","16","0","0","8","2","1","0","0","32"
"139","JuJu Smith-Schuster (KC)","5","15","129","8.6","61","4.1","0","0.0","68","4.5","30","2.0","3","28","4.3%","15","0","0","5","1","0","0","0","24"
"140","Noah Brown (WAS)","10","16","184","11.5","116","7.3","0","0.0","68","4.3","27","1.7","1","25","3.9%","19","1","2","6","3","0","0","0","27"
"141","Dee Eskridge (MIA)","8","10","64","6.4","32","3.2","0","0.0","32","3.2","7","0.7","2","20","4.2%","12","0","2","3","0","0","0","0","17"
"142","Mohamed Sanu Sr. (FA)","8","15","177","11.8","133","8.9","0","0.0","44","2.9","16","1.1","0","24","4.8%","16","1","3","8","1","0","0","0","21"
"143","KhaDarel Hodge (ATL)","12","13","157","12.1","120","9.2","0","0.0","37","2.8","15","1.2","0","27","4.8%","15","2","5","6","2","1","1","0","42"
"144","N'Keal Harry (FA)","10","12","184","15.3","159","13.3","0","0.0","25","2.1","10","0.8","0","22","4.2%","13","1","1","7","3","1","1","0","43"
"145","Kristian Wilkerson (BUF)","1","4","42","10.5","37","9.3","0","0.0","5","1.3","3","0.8","1","8","1.5%","5","1","1","1","1","0","0","0","20"
"146","Dyami Brown (JAC)","10","12","165","13.8","131","10.9","0","0.0","34","2.8","9","0.8","1","25","4.7%","13","2","3","6","3","1","1","0","48"
"147","Marcus Johnson (FA)","7","9","160","17.8","65","7.2","0","0.0","95","10.6","26","2.9","1","19","3.6%","9","0","3","7","3","1","1","1","50"
"148","Terrace Marshall Jr. (PHI)","12","17","138","8.1","77","4.5","0","0.0","61","3.6","17","1.0","1","30","5.2%","19","0","3","4","1","0","0","0","23"
"149","Dante Pettis (NO)","3","10","87","8.7","49","4.9","0","0.0","38","3.8","9","0.9","0","16","2.8%","12","2","2","4","1","0","0","0","27"
"150","Trent Sherfield Sr. (DEN)","12","9","87","9.7","64","7.1","0","0.0","23","2.6","5","0.6","0","20","4.0%","11","1","4","3","0","0","0","0","18"
"151","Scotty Miller (PIT)","6","5","38","7.6","29","5.8","0","0.0","9","1.8","5","1.0","0","9","1.3%","5","0","0","1","0","0","0","0","13"
"152","Ben Skowronek (PIT)","12","11","133","12.1","80","7.3","0","0.0","53","4.8","9","0.8","1","20","3.3%","14","3","2","6","2","1","0","0","35"
"153","Denzel Mims (FA)","10","8","133","16.6","84","10.5","0","0.0","49","6.1","8","1.0","0","23","4.0%","10","2","2","5","3","1","1","0","40"
"154","Kenny Stills (FA)","7","6","68","11.3","58","9.7","0","0.0","10","1.7","4","0.7","0","23","4.9%","7","1","2","3","1","0","0","0","22"
"155","Tom Kennedy (DET)","7","6","54","9.0","37","6.2","0","0.0","17","2.8","4","0.7","1","10","1.8%","7","1","1","2","0","0","0","0","15"
"156","Equanimeous St. Brown (FA)","12","9","98","10.9","40","4.4","0","0.0","58","6.4","15","1.7","0","17","3.0%","10","1","4","4","1","0","0","0","26"
"157","Jeff Smith (FA)","9","8","113","14.1","98","12.3","0","0.0","15","1.9","6","0.8","0","17","2.9%","9","1","0","7","1","1","0","0","35"
"158","Phillip Dorsett II (LV)","5","7","110","15.7","83","11.9","0","0.0","27","3.9","7","1.0","0","14","2.4%","7","0","1","4","2","2","0","0","36"
"159","Dez Fitzpatrick (LAC)","3","5","49","9.8","46","9.2","0","0.0","3","0.6","1","0.2","0","8","1.5%","5","0","2","3","0","0","0","0","18"
"160","Collin Johnson (LV)","8","11","105","9.5","87","7.9","0","0.0","18","1.6","8","0.7","2","21","3.7%","12","1","1","6","0","0","0","0","16"
"161","Trinity Benson (FA)","7","10","103","10.3","52","5.2","0","0.0","51","5.1","14","1.4","0","22","3.9%","13","3","1","3","2","0","0","0","24"
"162","Shi Smith (FA)","5","6","104","17.3","33","5.5","0","0.0","71","11.8","7","1.2","0","11","1.9%","6","0","1","3","1","1","1","1","63"
"163","Chris Hogan (FA)","5","4","41","10.3","20","5.0","0","0.0","21","5.3","2","0.5","0","8","1.7%","4","0","2","2","0","0","0","0","16"
"164","Auden Tate (FA)","4","3","39","13.0","18","6.0","0","0.0","21","7.0","8","2.7","2","4","0.7%","3","0","1","2","0","0","0","0","18"
"165","Josh Gordon (FA)","9","5","32","6.4","27","5.4","0","0.0","5","1.0","0","0.0","0","14","2.2%","8","2","3","1","0","0","0","0","11"
"166","Cameron Batson (FA)","4","2","15","7.5","14","7.0","0","0.0","1","0.5","0","0.0","0","5","1.0%","2","0","2","1","0","0","0","0","13"
"167","Anthony Miller (BAL)","3","6","25","4.2","15","2.5","0","0.0","10","1.7","3","0.5","0","12","2.3%","8","0","1","1","0","0","0","0","10"
"168","Dezmon Patmon (FA)","4","2","21","10.5","18","9.0","0","0.0","3","1.5","0","0.0","0","4","0.8%","2","0","1","1","0","0","0","0","14"
"169","Preston Williams (FA)","6","6","71","11.8","33","5.5","0","0.0","38","6.3","10","1.7","2","16","2.7%","12","3","4","2","2","1","0","0","34"
"170","KJ Hamler (BUF)","3","5","74","14.8","58","11.6","0","0.0","16","3.2","0","0.0","0","10","1.9%","6","1","0","3","2","0","0","0","28"
"171","Dede Westbrook (FA)","15","10","68","6.8","51","5.1","0","0.0","17","1.7","6","0.6","0","15","2.6%","10","0","0","2","0","0","0","0","17"
"172","Dax Milne (FA)","9","9","83","9.2","49","5.4","0","0.0","34","3.8","3","0.3","0","14","2.6%","10","0","1","4","1","0","0","0","22"
"173","Ja'Marcus Bradley (FA)","4","4","64","16.0","48","12.0","0","0.0","16","4.0","5","1.3","0","4","0.8%","4","0","0","2","1","1","0","0","37"
