"Rank","Player","REC","TGT","REC PCT","YDS","Y/R","TD","TGT PCT","ATT","YDS","TD","PCT","FL","G","FPTS","FPTS/G","ROST %"
"35","Mo Alie-Cox (IND)","2","4","50.0%","21","10.5","2","36.4%","0","0","0","0%","0","14","14.1","1.0","0.6%"
"36","Irv Smith Jr. (HOU)","4","6","66.7%","20","5.0","2","20.0%","0","0","0","0%","0","8","14.0","1.8","0.0%"
"37","Jake Ferguson (DAL)","3","3","100.0%","15","5.0","2","14.3%","0","0","0","0.0%","0","13","13.5","1.0","73.6%"
"38","Cade Otton (TB)","5","15","33.3%","14","2.8","2","71.4%","0","0","0","0%","0","16","13.4","0.8","33.1%"
"39","Jody Fortson Jr. (FA)","2","5","40.0%","11","5.5","2","12.8%","0","0","0","0.0%","0","10","13.1","1.3","0.0%"
"40","Durham Smythe (CHI)","2","3","66.7%","9","4.5","1","20.0%","2","1","1","100.0%","0","13","13.0","1.0","0.6%"
"41","Teagan Quitoriano (ATL)","2","5","40.0%","10","5.0","2","26.3%","0","0","0","0%","0","7","13.0","1.9","0.0%"
"42","Foster Moreau (NO)","2","6","33.3%","9","4.5","2","42.9%","0","0","0","0%","0","14","12.9","0.9","1.6%"
"43","Kyle Pitts Sr. (ATL)","3","5","60.0%","9","3.0","2","35.7%","0","0","0","0%","0","10","12.9","1.3","58.1%"
"44","Marcedes Lewis (FA)","2","2","100.0%","3","1.5","2","16.7%","0","0","0","0%","0","6","12.3","2.1","0.0%"
"45","Robert Tonyan (KC)","6","9","66.7%","37","6.2","1","75.0%","0","0","0","0%","0","17","9.7","0.6","0.0%"
"46","Logan Thomas (FA)","5","8","62.5%","35","7.0","1","66.7%","0","0","0","0%","0","13","9.5","0.7","0.0%"
"47","Darren Waller (MIA)","4","8","50.0%","28","7.0","1","57.1%","0","0","0","0%","0","9","8.8","1.0","23.6%"
"48","Colby Parkinson (LAR)","2","6","33.3%","19","9.5","1","27.3%","0","0","0","0%","0","14","7.9","0.6","4.4%"
"49","Johnny Mundt (JAC)","2","3","66.7%","18","9.0","1","10.0%","0","0","0","0%","0","13","7.8","0.6","0.1%"
"50","Connor Heyward (PIT)","1","1","100.0%","17","17.0","1","6.7%","0","0","0","0%","0","17","7.7","0.5","0.1%"
"51","Blake Bell (FA)","1","1","100.0%","17","17.0","1","2.6%","0","0","0","0.0%","0","2","7.7","3.9","0.0%"
"52","John Bates (WAS)","1","3","33.3%","16","16.0","1","25.0%","0","0","0","0%","0","10","7.6","0.8","0.6%"
"53","O.J. Howard (FA)","1","3","33.3%","16","16.0","1","15.8%","0","0","0","0%","0","11","7.6","0.7","0.0%"
"54","Mitchell Wilcox (MIA)","2","2","100.0%","15","7.5","1","18.2%","0","0","0","0%","0","9","7.5","0.8","0.0%"
"55","Harrison Bryant (PHI)","3","8","37.5%","14","4.7","1","27.6%","0","0","0","0%","0","14","7.4","0.5","0.0%"
"56","Greg Dulcich (NYG)","1","2","50.0%","11","11.0","1","20.0%","0","0","0","0%","0","10","7.1","0.7","5.8%"
"57","Geoff Swaim (FA)","3","5","60.0%","7","2.3","1","27.8%","0","0","0","0%","0","12","6.7","0.6","0.0%"
"58","Tyler Mabry (CAR)","1","1","100.0%","7","7.0","1","4.5%","0","0","0","0%","0","1","6.7","6.7","0.0%"
"59","Ko Kieft (TB)","1","1","100.0%","5","5.0","1","4.8%","0","0","0","0%","0","15","6.5","0.4","0.0%"
"60","Chris Myarick (MIA)","2","2","100.0%","5","2.5","1","25.0%","0","0","0","0.0%","0","10","6.5","0.7","0.0%"
"61","Trey McBride (ARI)","1","1","100.0%","4","4.0","1","6.3%","0","0","0","0%","0","14","6.4","0.5","98.3%"
"62","Eric Tomlinson (FA)","1","3","33.3%","3","3.0","1","30.0%","0","0","0","0%","0","9","6.3","0.7","0.0%"
"63","Donald Parham Jr. (PIT)","1","2","50.0%","3","3.0","1","8.7%","0","0","0","0%","0","6","6.3","1.1","1.0%"
"64","James Mitchell (CAR)","1","1","100.0%","3","3.0","1","10.0%","0","0","0","0%","0","8","6.3","0.8","0.0%"
"65","C.J. Uzomah (FA)","1","1","100.0%","1","1.0","1","14.3%","0","0","0","0.0%","0","14","6.1","0.4","0.0%"
"66","Quintin Morris (JAC)","2","2","100.0%","14","7.0","1","16.7%","0","0","0","0%","1","9","5.4","0.6","1.4%"
"67","Adam Trautman (DEN)","2","3","66.7%","19","9.5","0","17.6%","0","0","0","0.0%","0","13","1.9","0.1","0.7%"
"68","Jonnu Smith (PIT)","3","4","75.0%","14","4.7","0","36.4%","1","5","0","100.0%","0","12","1.9","0.2","72.5%"
"69","Albert Okwuegbunam Jr. (LV)","2","2","100.0%","19","9.5","0","20.0%","0","0","0","0%","0","6","1.9","0.3","0.0%"
"70","Hunter Henry (NE)","1","7","14.3%","13","13.0","0","63.6%","0","0","0","0.0%","0","16","1.3","0.1","51.2%"
"71","Brycen Hopkins (FA)","1","1","100.0%","11","11.0","0","6.3%","0","0","0","0%","0","7","1.1","0.2","0.0%"
"72","Josiah Deguara (ARI)","1","1","100.0%","9","9.0","0","8.3%","0","0","0","0%","0","9","0.9","0.1","0.0%"
"73","Ian Thomas (LV)","2","2","100.0%","9","4.5","0","22.2%","0","0","0","0%","0","14","0.9","0.1","0.0%"
"74","Cameron Brate (FA)","1","4","25.0%","8","8.0","0","19.0%","0","0","0","0%","0","9","0.8","0.1","2.0%"
"75","Dan Arnold (FA)","1","2","50.0%","8","8.0","0","16.7%","0","0","0","0.0%","0","11","0.8","0.1","0.0%"
"76","Eric Saubert (SEA)","1","3","33.3%","7","7.0","0","30.0%","0","0","0","0%","0","14","0.7","0.1","1.8%"
"77","Pharaoh Brown (MIA)","1","2","50.0%","5","5.0","0","6.9%","0","0","0","0%","0","9","0.5","0.1","0.1%"
"78","Parker Hesse (FA)","1","2","50.0%","5","5.0","0","14.3%","0","0","0","0%","0","12","0.5","0.0","0.0%"
"79","Chris Manhertz (NYG)","1","1","100.0%","3","3.0","0","8.3%","0","0","0","0.0%","0","8","0.3","0.0","0.0%"
"80","Kylen Granson (PHI)","2","3","66.7%","3","1.5","0","27.3%","0","0","0","0%","0","13","0.3","0.0","0.7%"
"81","Trevon Wesco (FA)","1","2","50.0%","3","3.0","0","14.3%","0","0","0","0%","0","6","0.3","0.1","0.0%"
"82","Tre' McKitty (FA)","1","3","33.3%","3","3.0","0","13.0%","0","0","0","0%","0","13","0.3","0.0","0.0%"
"83","Drew Sample (CIN)","1","1","100.0%","2","2.0","0","9.1%","0","0","0","0%","0","2","0.2","0.1","0.6%"
"84","Ryan Griffin (FA)","1","2","50.0%","2","2.0","0","14.3%","0","0","0","0%","0","10","0.2","0.0","0.0%"
"85","Ben Ellefson (FA)","1","1","100.0%","2","2.0","0","3.3%","0","0","0","0%","0","2","0.2","0.1","0.0%"
"86","Zach Gentry (FA)","1","2","50.0%","2","2.0","0","13.3%","0","0","0","0%","0","14","0.2","0.0","0.0%"
"87","Richard Rodgers (FA)","0","2","0.0%","0","0","0","8.7%","0","0","0","0%","0","3","0.0","0.0","0.0%"
"88","Ross Dwelley (SF)","0","0","0%","0","0","0","0.0%","0","0","0","0%","0","6","0.0","0.0","0.0%"
"89","Cole Turner (WAS)","0","1","0.0%","0","0","0","8.3%","0","0","0","0%","0","7","0.0","0.0","1.0%"
"90","Jack Stoll (NO)","0","1","0.0%","0","0","0","9.1%","0","0","0","0%","0","10","0.0","0.0","0.0%"
"91","James Winchester (KC)","0","0","0%","0","0","0","0.0%","0","0","0","0.0%","0","3","0.0","0.0","0.0%"
"92","Stephen Sullivan (CAR)","0","0","0%","0","0","0","0.0%","0","0","0","0%","0","9","0.0","0.0","0.0%"
"93","Anthony Firkser (FA)","0","1","0.0%","0","0","0","7.1%","0","0","0","0%","0","8","0.0","0.0","0.0%"
"94","Kyle Rudolph (FA)","0","1","0.0%","0","0","0","4.8%","0","0","0","0%","0","5","0.0","0.0","1.0%"
"95","Brevin Jordan (HOU)","0","2","0.0%","0","0","0","10.5%","0","0","0","0%","0","9","0.0","0.0","0.6%"
"96","Grant Calcaterra (PHI)","1","2","50.0%","-2","-2.0","0","18.2%","0","0","0","0%","0","7","-0.2","0.0","2.8%"
""
""
