Unnamed: 0_level_0,Unnamed: 1_level_0,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,MISC,MISC,MISC,MISC
18,Alvin Kamara (NO),223,897,4.0,27,3,2,57,77,490,8.6,2,4,15,183.2,12.2,95.5%
19,Ezekiel Elliott (FA),231,876,3.8,27,5,12,17,23,92,5.4,0,0,15,177.3,11.8,5.0%
20,James Conner (ARI),183,782,4.3,23,3,7,46,58,300,6.5,1,1,13,177.2,13.6,93.4%
21,Jerick McKinnon (FA),72,291,4.0,30,2,1,56,71,512,9.1,9,1,17,168.3,9.9,0.0%
22,D'Andre Swift (CHI),99,542,5.5,50,3,5,48,70,389,8.1,3,0,14,167.1,11.9,90.2%
23,David Montgomery (DET),201,801,4.0,28,2,5,34,40,316,9.3,1,2,16,160.7,10.0,93.9%
24,Devin Singletary (NYG),178,822,4.6,33,5,5,38,52,280,7.4,1,3,17,159.2,9.4,4.7%
25,A.J. Dillon (PHI),186,770,4.1,27,3,7,28,43,206,7.4,0,0,17,153.6,9.0,5.6%
26,Raheem Mostert (LV),181,891,4.9,67,6,3,31,42,202,6.5,2,1,16,152.8,9.6,10.5%
27,Tyler Allgeier (ATL),210,1035,4.9,44,6,3,16,17,139,8.7,1,0,16,151.4,9.5,43.1%
28,Dameon Pierce (HOU),220,939,4.3,75,7,4,30,39,165,5.5,1,2,13,151.4,11.6,10.6%
29,Jeff Wilson Jr. (FA),176,860,4.9,41,7,5,22,37,185,8.4,1,2,16,147.5,9.2,1.0%
30,Cordarrelle Patterson (FA),144,695,4.8,40,4,8,21,31,122,5.8,0,1,13,144.2,11.1,0.9%
31,Antonio Gibson (NE),149,546,3.7,20,1,3,46,58,353,7.7,2,0,15,142.9,9.5,12.7%
32,Latavius Murray (FA),171,760,4.4,52,5,6,27,35,132,4.9,0,0,14,140.7,10.1,0.0%
33,Cam Akers (NO),188,786,4.2,42,3,7,13,18,117,9.0,0,2,15,134.8,9.0,2.9%
34,Jonathan Taylor (IND),192,861,4.5,66,5,4,28,40,143,5.1,0,3,12,132.4,11.0,98.3%
35,D'Onta Foreman (FA),203,914,4.5,60,8,5,5,9,26,5.2,0,0,16,128.5,8.0,2.7%
36,Isiah Pacheco (KC),170,830,4.9,31,3,5,13,14,130,10.0,0,2,17,128.5,7.6,91.1%
37,Samaje Perine (CIN),95,394,4.1,29,1,2,38,51,287,7.6,4,0,16,123.1,7.7,3.6%
38,Rachaad White (TB),129,481,3.7,35,2,1,50,58,290,5.8,2,3,17,114.1,6.7,67.5%
39,Khalil Herbert (IND),129,731,5.7,63,4,4,9,12,57,6.3,1,0,13,113.3,8.7,3.9%
40,Kareem Hunt (KC),123,468,3.8,24,2,3,35,44,210,6.0,1,0,17,109.3,6.4,25.5%
41,Brian Robinson Jr. (WAS),205,797,3.9,24,2,2,9,12,60,6.7,1,0,12,108.2,9.0,87.1%
42,Breece Hall (NYJ),80,463,5.8,62,3,4,19,31,218,11.5,1,1,7,105.6,15.1,96.3%
43,Michael Carter (ARI),114,402,3.5,25,3,3,41,54,288,7.0,0,1,16,105.5,6.6,1.1%
44,James Cook (BUF),91,525,5.8,33,6,2,21,32,180,8.6,1,1,17,97.0,5.7,97.6%
45,Kenyan Drake (FA),109,482,4.4,40,5,4,17,26,89,5.2,1,0,12,95.6,8.0,1.1%
46,Clyde Edwards-Helaire (NO),71,302,4.3,52,2,3,17,23,151,8.9,3,0,10,89.8,9.0,4.3%
47,James Robinson (FA),110,425,3.9,50,4,3,11,14,51,4.6,2,0,11,83.1,7.6,0.0%
48,Damien Harris (FA),106,462,4.4,30,2,3,17,23,97,5.7,0,0,11,82.4,7.5,4.6%
49,Alexander Mattison (MIA),74,283,3.8,15,0,5,15,18,91,6.1,1,0,17,80.9,4.8,8.4%
50,Chuba Hubbard (CAR),95,466,4.9,35,3,2,14,17,171,12.2,0,1,14,80.7,5.8,95.0%
51,Jaylen Warren (PIT),77,379,4.9,31,3,1,28,33,214,7.6,0,0,16,79.3,5.0,85.0%
52,J.K. Dobbins (DEN),92,520,5.7,44,4,2,7,8,42,6.0,1,0,8,77.7,9.7,73.4%
53,Eno Benjamin (FA),77,313,4.1,45,1,2,25,34,193,7.7,0,0,13,77.1,5.9,0.0%
54,Kenneth Gainwell (PIT),53,240,4.5,13,0,4,23,29,169,7.3,0,0,17,76.4,4.5,2.1%
55,Melvin Gordon III (FA),90,318,3.5,17,0,2,25,32,223,8.9,0,2,10,74.6,7.5,0.0%
56,Deon Jackson (FA),68,236,3.5,17,0,1,30,34,209,7.0,1,1,12,69.5,5.8,0.0%
57,Dontrell Hilliard (FA),22,145,6.6,30,2,0,21,26,177,8.4,4,0,12,66.7,5.6,0.0%
58,Nyheim Miller-Hines (LAC),24,33,1.4,9,0,1,30,37,241,8.0,1,0,16,66.4,4.2,0.0%
59,Chase Edmonds (FA),68,245,3.6,28,3,2,16,24,157,9.8,1,0,13,66.2,5.1,0.0%
60,Darrell Henderson Jr. (FA),70,283,4.0,23,1,3,17,22,102,6.0,0,0,10,65.0,6.5,0.0%
61,JaMycal Hasty (NE),46,194,4.2,61,1,2,21,27,121,5.8,1,0,14,60.0,4.3,1.1%
62,Gus Edwards (FA),87,433,5.0,37,3,3,0,2,0,0.0,0,1,9,59.3,6.6,1.3%
63,Zack Moss (FA),93,456,4.9,43,2,1,11,13,39,3.5,0,1,13,59.0,4.5,16.3%
64,Joshua Kelley (FA),69,287,4.2,22,1,2,14,25,101,7.2,0,0,12,57.8,4.8,0.0%
65,Rex Burkhead (FA),26,80,3.1,9,0,0,37,51,204,5.5,1,0,15,52.9,3.5,10.0%
66,Zonovan Knight (ARI),85,300,3.5,48,1,1,13,14,100,7.7,0,0,7,52.5,7.5,0.0%
67,Rashaad Penny (FA),57,346,6.1,41,5,2,4,5,16,4.0,0,0,5,50.2,10.0,0.0%
68,Matt Breida (FA),54,220,4.1,18,0,1,20,25,118,5.9,0,0,17,49.8,2.9,0.0%
69,Justin Jackson (FA),42,170,4.0,27,1,1,12,19,101,8.4,1,0,15,45.1,3.0,0.0%
70,Kyle Juszczyk (SF),7,26,3.7,9,0,1,19,23,200,10.5,1,0,13,44.1,3.4,0.9%
71,Caleb Huntley (FA),76,366,4.8,30,2,1,2,2,3,1.5,0,0,12,43.9,3.7,0.0%
72,Boston Scott (FA),54,217,4.0,21,1,3,5,6,15,3.0,0,0,15,43.7,2.9,0.0%
73,J.D. McKissic (FA),22,95,4.3,33,1,0,27,40,173,6.4,0,0,9,42.3,4.7,1.0%
74,Mark Ingram II (FA),62,233,3.8,14,0,1,16,18,68,4.3,0,2,10,42.1,4.2,0.6%
75,Elijah Mitchell (KC),45,279,6.2,37,1,2,3,4,7,2.3,0,0,5,42.1,8.4,5.3%
76,Ameer Abdullah (SF),4,20,5.0,7,0,0,25,32,211,8.4,1,0,16,41.6,2.6,0.6%
77,DeeJay Dallas (ARI),35,186,5.3,27,1,0,17,19,126,7.4,0,0,15,38.7,2.6,0.1%
78,Dare Ogunbowale (HOU),42,123,2.9,11,0,1,20,26,104,5.2,0,0,15,38.7,2.6,1.5%
79,Raheem Blackshear (CAR),23,77,3.3,16,0,3,10,12,93,9.3,0,1,13,38.0,2.9,1.0%
80,Ty Johnson (BUF),30,160,5.3,32,2,1,12,24,88,7.3,0,0,12,36.8,3.1,3.5%
81,Justice Hill (BAL),49,262,5.3,34,1,0,12,12,58,4.8,0,1,15,36.0,2.4,20.8%
82,Travis Homer (CHI),19,74,3.9,16,0,0,16,18,157,9.8,1,1,12,35.1,2.9,0.6%
83,Marlon Mack (FA),16,84,5.3,17,0,1,8,10,99,12.4,1,0,8,34.3,4.3,0.0%
84,Javonte Williams (DAL),47,204,4.3,17,0,0,16,22,76,4.8,0,1,4,34.0,8.5,72.2%
85,Jordan Mason (MIN),43,258,6.0,55,1,1,0,0,0,0.0,0,0,12,31.8,2.7,73.6%
86,Malik Davis (FA),38,161,4.2,23,2,1,6,7,63,10.5,0,0,6,31.4,5.2,1.1%
87,Alec Ingold (MIA),6,8,1.3,2,0,1,15,23,105,7.0,1,0,13,30.8,2.4,0.6%
88,Avery Williams (PHI),22,109,5.0,21,1,1,13,14,61,4.7,0,1,17,27.5,1.6,0.6%
89,Gary Brightwell (CIN),31,141,4.5,25,1,1,5,8,39,7.8,0,0,15,26.5,1.8,0.0%
90,C.J. Ham (MIN),4,7,1.8,3,0,2,10,12,86,8.6,0,0,12,26.3,2.2,0.6%
91,Craig Reynolds (DET),23,102,4.4,21,1,0,9,10,116,12.9,0,0,7,26.3,3.8,1.1%
92,Kyren Williams (LAR),35,139,4.0,17,0,0,9,12,76,8.4,0,0,8,26.0,3.3,97.7%
93,Mike Boone (FA),24,102,4.3,18,0,0,9,15,96,10.7,0,0,8,24.3,3.0,1.0%
94,Brandon Bolden (FA),17,66,3.9,12,0,0,10,10,62,6.2,1,0,12,23.8,2.0,0.0%
95,Pierre Strong Jr. (CLE),10,100,10.0,44,1,1,7,7,42,6.0,0,0,10,23.7,2.4,1.1%
96,Jonathan Williams (FA),37,152,4.1,23,1,0,7,10,40,5.7,0,0,9,22.7,2.5,0.0%
97,Tevin Coleman (FA),12,26,2.2,14,0,1,3,3,44,14.7,1,0,3,20.5,6.8,0.0%
98,Hassan Haskins (LAC),25,93,3.7,12,0,0,11,12,57,5.2,0,0,14,20.5,1.5,0.6%
99,Sony Michel (FA),36,106,2.9,12,0,0,9,13,53,5.9,0,0,10,20.4,2.0,0.0%
100,Malcolm Brown (FA),18,81,4.5,23,1,1,5,6,37,7.4,0,0,7,20.3,2.9,0.0%
101,Corey Clement (FA),15,55,3.7,12,0,1,5,7,54,10.8,0,0,5,19.4,3.9,0.0%
102,Darrel Williams (FA),21,102,4.9,30,1,1,4,8,9,2.3,0,0,5,19.1,3.8,0.0%
103,Reggie Gilliam (BUF),0,0,0.0,0,0,0,9,11,76,8.4,1,0,11,18.1,1.6,0.0%
104,Derek Watt (FA),9,21,2.3,4,0,1,5,5,11,2.2,1,0,12,17.7,1.5,0.0%
105,Benny Snell Jr. (FA),20,90,4.5,16,0,1,2,2,17,8.5,0,0,9,17.7,2.0,0.0%
106,Zander Horvath (FA),4,8,2.0,3,0,0,5,8,8,1.6,2,0,8,16.1,2.0,1.2%
107,Keaontay Ingram (KC),27,60,2.2,13,0,1,4,5,21,5.3,0,0,11,16.1,1.5,0.0%
108,Royce Freeman (FA),41,117,2.9,11,0,0,6,8,33,5.5,0,1,5,16.0,3.2,0.0%
109,Ronald Jones II (FA),17,70,4.1,13,0,1,1,1,22,22.0,0,0,5,15.7,3.1,0.0%
110,Patrick Ricard (BAL),7,16,2.3,5,0,0,11,13,74,6.7,0,0,13,14.5,1.1,0.8%
111,Salvon Ahmed (IND),12,64,5.3,11,0,1,1,1,8,8.0,0,0,7,13.7,2.0,0.0%
112,Phillip Lindsay (FA),15,49,3.3,15,0,0,6,8,19,3.2,0,0,3,11.8,3.9,0.0%
113,Jordan Wilkins (FA),13,58,4.5,9,0,0,6,8,29,4.8,0,0,4,11.7,2.9,0.0%
114,Chris Evans (FA),0,0,0.0,0,0,0,3,4,38,12.7,1,0,10,11.3,1.1,0.0%
115,Kevin Harris (FA),18,52,2.9,14,0,1,0,0,0,0.0,0,0,5,11.2,2.2,0.0%
116,Kene Nwangwu (NYJ),9,14,1.6,8,0,0,2,2,21,10.5,0,0,14,10.5,0.8,0.0%
117,Darrynton Evans (BUF),14,64,4.6,21,1,0,1,1,33,33.0,0,0,3,10.2,3.4,0.0%
118,Snoop Conner (FA),12,42,3.5,8,0,1,0,0,0,0.0,0,0,5,10.2,2.0,0.0%
119,Tyrion Davis-Price (FA),34,99,2.9,20,1,0,0,2,0,0.0,0,0,5,9.9,2.0,0.0%
120,Tyler Badie (DEN),1,0,0.0,0,0,0,1,1,24,24.0,1,0,1,8.9,8.9,0.7%
121,Ty Montgomery II (FA),2,-2,-1.0,0,0,0,3,4,15,5.0,1,0,1,8.8,8.8,0.0%
122,Ke'Shawn Vaughn (FA),17,53,3.1,12,0,0,3,4,19,6.3,0,0,9,8.7,1.0,0.0%
123,Tony Jones Jr. (FA),10,24,2.4,7,0,0,5,8,30,6.0,0,0,3,7.9,2.6,0.0%
124,Jaret Patterson (LAC),17,78,4.6,14,0,0,0,1,0,0.0,0,0,2,7.8,3.9,0.0%
125,Ronnie Rivers (LAR),9,21,2.3,5,0,0,5,5,29,5.8,0,0,2,7.5,3.8,1.1%
126,Myles Gaskin (FA),10,26,2.6,10,0,0,4,6,28,7.0,0,0,2,7.4,3.7,0.0%
127,David Johnson (FA),12,24,2.0,5,0,0,4,4,47,11.8,0,1,4,7.1,1.8,0.0%
128,Zamir White (LV),17,70,4.1,22,1,0,0,0,0,0.0,0,0,11,7.0,0.6,11.0%
129,Trayveon Williams (CLE),6,30,5.0,16,0,0,2,3,30,15.0,0,0,9,7.0,0.8,0.0%
130,Isaiah Spiller (FA),18,41,2.3,11,0,0,3,3,13,4.3,0,0,5,6.9,1.4,0.0%
131,Julius Chestnut (TEN),9,12,1.3,5,0,0,3,3,41,13.7,0,0,6,6.8,1.1,1.1%
132,Spencer Brown (FA),9,43,4.8,7,0,0,2,4,10,5.0,0,0,2,6.3,3.2,0.0%
133,Patrick Taylor Jr. (SF),10,31,3.1,6,0,0,1,1,17,17.0,0,0,7,5.3,0.8,0.7%
134,Trestan Ebner (FA),24,54,2.3,11,0,0,2,8,8,4.0,0,1,11,5.2,0.5,0.0%
135,Anthony McFarland Jr. (FA),6,30,5.0,14,0,0,2,2,11,5.5,0,0,1,5.1,5.1,1.1%
136,Dwayne Washington (FA),11,38,3.5,8,0,0,1,1,7,7.0,0,0,7,5.0,0.7,0.0%
137,Larry Rountree III (FA),13,19,1.5,5,0,0,2,2,14,7.0,0,0,3,4.3,1.4,0.0%
138,Jonathan Ward (NYG),5,25,5.0,12,0,0,2,3,7,3.5,0,0,4,4.2,1.1,0.0%
139,D'Ernest Johnson (BAL),4,17,4.3,7,0,0,3,3,7,2.3,0,0,10,3.9,0.4,1.0%
140,Giovani Bernard (FA),8,28,3.5,8,0,0,2,2,-1,-0.5,0,0,4,3.7,0.9,0.0%
141,Jakob Johnson (HOU),0,0,0.0,0,0,0,5,6,10,2.0,0,0,11,3.5,0.3,0.0%
142,Adam Prentice (FA),4,9,2.3,3,0,0,3,3,9,3.0,0,0,6,3.3,0.6,0.0%
143,Mike Davis (FA),8,18,2.3,10,0,0,2,2,4,2.0,0,0,5,3.2,0.6,1.0%
144,Michael Burton (DEN),5,7,1.4,6,0,0,2,3,11,5.5,0,0,12,2.8,0.2,0.1%
145,J.J. Taylor (HOU),10,9,0.9,5,0,0,1,1,8,8.0,0,0,1,2.2,2.2,1.0%
146,Ty Chandler (MIN),6,20,3.3,10,0,0,0,0,0,0.0,0,0,2,2.0,1.0,4.8%
147,Trey Sermon (PIT),2,19,9.5,14,0,0,0,0,0,0.0,0,0,1,1.9,1.9,0.6%
148,Keith Smith (FA),1,2,2.0,2,0,0,1,2,8,8.0,0,0,10,1.5,0.2,0.0%
149,Demetric Felton Jr. (WAS),1,-4,-4.0,0,0,0,2,4,8,4.0,0,0,6,1.4,0.2,0.0%
150,Devine Ozigbo (FA),3,4,1.3,4,0,0,1,1,3,3.0,0,0,3,1.2,0.4,1.0%
151,Jerome Ford (CLE),8,12,1.5,9,0,0,0,0,0,0.0,0,0,13,1.2,0.1,51.2%
152,Godwin Igwebuike (FA),3,4,1.3,4,0,0,1,1,3,3.0,0,0,5,1.2,0.2,0.0%
153,Ty'Son Williams (FA),0,0,0.0,0,0,0,1,1,5,5.0,0,0,1,1.0,1.0,1.2%
154,Troy Hairston II (FA),0,0,0.0,0,0,0,5,8,19,3.8,0,0,12,1.0,0.1,1.1%
155,Reggie Bonnafon (FA),3,8,2.7,5,0,0,0,0,0,0.0,0,0,1,0.8,0.8,0.0%
156,Kylin Hill (FA),1,7,7.0,7,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%
157,Duke Johnson Jr. (FA),2,4,2.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%
158,Damien Williams (FA),2,2,1.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%
159,Jordan Howard (FA),1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.0%
160,Kirk Merritt (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
161,Rico Dowdle (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,35.2%
162,Jermar Jefferson (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%
163,Sandro Platzgummer (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%
164,John Lovett (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%
165,Brittain Brown (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.2%
166,Velus Jones Jr. (NO),9,103,11.4,42,1,1,7,14,107,15.3,1,3,11,0.0,0.0,0.0%
167,Bryant Koback (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
168,Jashaun Corbin (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
169,Ben Mason (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
170,Jake Funk (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
171,Kenjon Barner (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
172,Trenton Cannon (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
173,Jason Cabinda (FA),1,4,4.0,4,0,0,1,4,5,5.0,0,0,7,0.0,0.0,1.1%
174,Brandin Bryant (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
175,Cullen Gillaspia (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%
176,Andrew Beck (NYJ),2,0,0.0,1,0,0,5,11,69,13.8,0,0,9,0.0,0.0,0.0%
177,Qadree Ollison (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
178,La'Mical Perine (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
179,Khari Blasingame (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,5,0.0,0.0,0.0%
180,J.P. Holtz (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
181,Taiwan Jones (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,1,7,-2.0,-0.3,1.0%
