"Rank","Player","REC","TGT","REC PCT","YDS","Y/R","TD","TGT PCT","ATT","YDS","TD","PCT","FL","G","FPTS","FPTS/G","ROST %"
"27","Darnell Mooney (ATL)","5","10","50.0%","31","6.2","3","40.0%","3","18","1","75.0%","0","17","28.9","1.7","64.9%"
"28","DJ Moore (CHI)","6","13","46.2%","49","8.2","4","46.4%","0","0","0","0.0%","0","17","28.9","1.7","94.3%"
"29","Randall Cobb (FA)","5","14","35.7%","28","5.6","4","19.4%","0","0","0","0%","0","11","26.8","2.4","1.1%"
"30","Odell Beckham Jr. (FA)","5","12","41.7%","22","4.4","4","15.0%","0","0","0","0.0%","0","14","26.2","1.9","1.1%"
"31","Amon-Ra St. Brown (DET)","9","13","69.2%","80","8.9","3","41.9%","0","0","0","0%","0","16","26.0","1.6","99.5%"
"32","Michael Pittman Jr. (IND)","7","16","43.8%","56","8.0","3","45.7%","1","8","0","50.0%","0","17","24.4","1.4","70.2%"
"33","Jarvis Landry (FA)","5","9","55.6%","37","7.4","1","52.9%","4","26","2","100.0%","0","12","24.3","2.0","7.1%"
"34","DeAndre Carter (CLE)","3","4","75.0%","44","14.7","3","14.3%","1","11","0","50.0%","0","17","23.5","1.4","0.1%"
"35","Terry McLaurin (WAS)","6","9","66.7%","53","8.8","3","32.1%","0","0","0","0.0%","0","17","23.3","1.4","96.9%"
"36","K.J. Osborn (WAS)","6","9","66.7%","52","8.7","3","18.8%","0","0","0","0.0%","0","17","23.2","1.4","1.4%"
"37","Tyler Boyd (FA)","5","7","71.4%","50","10.0","3","19.4%","0","0","0","0.0%","0","16","23.0","1.4","2.4%"
"38","Greg Ward (FA)","3","6","50.0%","49","16.3","3","21.4%","0","0","0","0%","0","10","22.9","2.3","0.0%"
"39","CeeDee Lamb (DAL)","5","11","45.5%","43","8.6","3","20.4%","2","1","0","100.0%","0","16","22.4","1.4","98.7%"
"40","Nick Westbrook-Ikhine (MIA)","8","9","88.9%","64","8.0","3","20.5%","0","0","0","0.0%","1","15","22.4","1.5","3.4%"
"41","Van Jefferson (TEN)","4","15","26.7%","42","10.5","3","18.8%","0","0","0","0.0%","0","17","22.2","1.3","1.8%"
"42","Zach Pascal (NYG)","5","12","41.7%","28","5.6","3","34.3%","1","12","0","50.0%","0","16","22.0","1.4","0.0%"
"43","DeVonta Smith (PHI)","4","8","50.0%","37","9.3","3","28.6%","0","0","0","0%","0","17","21.7","1.3","93.2%"
"44","Byron Pringle (FA)","4","5","80.0%","29","7.3","3","10.0%","0","0","0","0.0%","0","16","20.9","1.3","0.0%"
"45","Malik Turner (FA)","4","6","66.7%","29","7.3","3","11.1%","0","0","0","0.0%","0","7","20.9","3.0","0.0%"
"46","Olamide Zaccheaus (CHI)","5","8","62.5%","22","4.4","3","22.9%","0","0","0","0%","0","15","20.2","1.3","1.6%"
"47","Jauan Jennings (SF)","4","5","80.0%","22","5.5","3","16.1%","0","0","0","0.0%","0","13","20.2","1.6","83.4%"
"48","Mack Hollins (NE)","4","8","50.0%","21","5.3","3","22.2%","0","0","0","0.0%","0","16","20.1","1.3","2.8%"
"49","Robbie Chosen (SF)","3","7","42.9%","14","4.7","3","25.0%","1","3","0","100.0%","0","17","19.7","1.2","0.0%"
"50","Russell Gage Jr. (SF)","7","11","63.6%","72","10.3","2","31.4%","0","0","0","0%","0","13","19.2","1.5","0.0%"
"51","Jamison Crowder (FA)","9","12","75.0%","56","6.2","2","27.9%","0","0","0","0.0%","0","12","17.6","1.5","1.0%"
"52","Brandin Cooks (NO)","7","10","70.0%","55","7.9","2","45.5%","0","0","0","0%","0","16","17.5","1.1","11.2%"
"53","Devin Duvernay (CHI)","6","8","75.0%","52","8.7","2","22.9%","0","0","0","0%","0","16","17.2","1.1","0.1%"
"54","A.J. Brown (PHI)","4","10","40.0%","44","11.0","2","22.7%","1","7","0","100.0%","0","13","17.1","1.3","99.0%"
"55","Mecole Hardman Jr. (GB)","8","15","53.3%","62","7.8","2","30.0%","1","3","0","33.3%","1","17","16.5","1.0","1.0%"
"56","Marquise Brown (KC)","8","15","53.3%","43","5.4","2","42.9%","0","0","0","0%","0","16","16.3","1.0","49.2%"
"57","Christian Kirk (HOU)","6","9","66.7%","42","7.0","2","16.4%","0","0","0","0.0%","0","17","16.2","1.0","38.7%"
"58","Nelson Agholor (FA)","5","7","71.4%","42","8.4","2","24.1%","0","0","0","0.0%","0","15","16.2","1.1","1.0%"
"59","Jakobi Meyers (LV)","8","13","61.5%","40","5.0","2","44.8%","0","0","0","0.0%","0","16","16.0","1.0","84.5%"
"60","Tim Patrick (DET)","4","10","40.0%","38","9.5","2","33.3%","0","0","0","0%","0","16","15.8","1.0","3.0%"
"61","Tre'Quan Smith (FA)","4","6","66.7%","37","9.3","2","24.0%","0","0","0","0.0%","0","10","15.7","1.6","0.0%"
"62","A.J. Green (FA)","4","15","26.7%","36","9.0","2","27.3%","0","0","0","0.0%","0","16","15.6","1.0","0.7%"
"63","Isaiah McKenzie (FA)","4","4","100.0%","15","3.8","1","5.2%","4","19","1","100.0%","0","15","15.4","1.0","0.0%"
"64","Emmanuel Sanders (FA)","4","10","40.0%","33","8.3","2","13.0%","0","0","0","0.0%","0","14","15.3","1.1","0.0%"
"65","Calvin Ridley (TEN)","8","11","72.7%","33","4.1","2","31.4%","0","0","0","0%","0","5","15.3","3.1","87.7%"
"66","Joshua Palmer (BUF)","6","8","75.0%","30","5.0","2","13.3%","0","0","0","0.0%","0","15","15.0","1.0","18.6%"
"67","Cedrick Wilson Jr. (NO)","5","9","55.6%","30","6.0","2","16.7%","0","0","0","0.0%","0","14","15.0","1.1","1.1%"
"68","Marquez Valdes-Scantling (SEA)","3","8","37.5%","29","9.7","2","11.1%","0","0","0","0%","0","11","14.9","1.4","5.3%"
"69","Kristian Wilkerson (BUF)","2","2","100.0%","26","13.0","2","6.9%","0","0","0","0.0%","0","1","14.6","14.6","1.0%"
"70","Corey Davis (FA)","4","5","80.0%","26","6.5","2","11.6%","0","0","0","0.0%","0","9","14.6","1.6","0.0%"
"71","Kalif Raymond (DET)","4","6","66.7%","25","6.3","2","19.4%","0","0","0","0%","0","16","14.5","0.9","1.1%"
"72","Antoine Wesley (FA)","2","6","33.3%","20","10.0","2","10.9%","0","0","0","0.0%","0","8","14.0","1.8","0.0%"
"73","Quintez Cephus (HOU)","3","3","100.0%","16","5.3","2","9.7%","0","0","0","0%","0","5","13.6","2.7","0.0%"
"74","T.Y. Hilton (FA)","3","3","100.0%","15","5.0","2","8.6%","0","0","0","0.0%","0","10","13.5","1.4","1.6%"
"75","Tyler Lockett (TEN)","3","6","50.0%","15","5.0","2","17.6%","0","0","0","0%","0","16","13.5","0.8","12.8%"
"76","Bryan Edwards (FA)","3","7","42.9%","14","4.7","2","19.4%","0","0","0","0.0%","0","16","13.4","0.8","0.0%"
"77","DeVante Parker (FA)","2","4","50.0%","14","7.0","2","11.1%","0","0","0","0.0%","0","10","13.4","1.3","0.0%"
"78","Isaiah Ford (FA)","2","3","66.7%","12","6.0","2","8.3%","0","0","0","0.0%","0","9","13.2","1.5","0.0%"
"79","Courtland Sutton (DEN)","8","12","66.7%","54","6.8","1","40.0%","0","0","0","0%","0","17","11.4","0.7","92.1%"
"80","Kendrick Bourne (NE)","4","6","66.7%","24","6.0","1","20.7%","2","25","0","100.0%","0","17","10.9","0.6","2.7%"
"81","Chase Claypool (FA)","5","11","45.5%","44","8.8","1","22.0%","2","1","0","50.0%","0","15","10.5","0.7","1.1%"
"82","James Washington (FA)","5","8","62.5%","38","7.6","1","16.0%","0","0","0","0.0%","0","15","9.8","0.7","0.0%"
"83","Rashard Higgins (FA)","3","5","60.0%","33","11.0","1","29.4%","0","0","0","0.0%","0","12","9.3","0.8","0.0%"
"84","Marvin Jones Jr. (FA)","5","15","33.3%","30","6.0","1","45.5%","0","0","0","0.0%","0","17","9.0","0.5","0.0%"
"85","Rashod Bateman (BAL)","5","6","83.3%","30","6.0","1","17.1%","0","0","0","0%","0","12","9.0","0.8","34.2%"
"86","Allen Robinson II (FA)","5","6","83.3%","30","6.0","1","24.0%","0","0","0","0.0%","0","12","9.0","0.8","1.4%"
"87","Brandon Zylstra (FA)","2","3","66.7%","28","14.0","1","10.7%","0","0","0","0.0%","0","12","8.8","0.7","0.0%"
"88","Jalen Reagor (LAC)","3","5","60.0%","23","7.7","1","17.9%","0","0","0","0%","0","17","8.3","0.5","0.0%"
"89","Tavon Austin (FA)","2","3","66.7%","12","6.0","1","9.1%","1","8","0","33.3%","0","12","8.0","0.7","0.6%"
"90","Dee Eskridge (MIA)","2","4","50.0%","20","10.0","1","11.8%","0","0","0","0%","0","8","8.0","1.0","0.0%"
"91","Chris Hogan (FA)","2","2","100.0%","19","9.5","1","8.0%","0","0","0","0.0%","0","5","7.9","1.6","0.0%"
"92","Dez Fitzpatrick (LAC)","2","2","100.0%","18","9.0","1","4.5%","0","0","0","0.0%","0","3","7.8","2.6","0.0%"
"93","Jamal Agnew (ATL)","2","3","66.7%","17","8.5","1","9.1%","0","0","0","0.0%","0","12","7.7","0.6","0.0%"
"94","Sammy Watkins (FA)","3","4","75.0%","16","5.3","1","11.4%","0","0","0","0%","0","11","7.6","0.7","0.0%"
"95","Michael Gallup (WAS)","2","8","25.0%","14","7.0","1","14.8%","0","0","0","0.0%","0","9","7.4","0.8","0.6%"
"96","Dezmon Patmon (FA)","1","1","100.0%","14","14.0","1","2.9%","0","0","0","0.0%","0","4","7.4","1.9","0.0%"
"97","Nico Collins (HOU)","1","6","16.7%","13","13.0","1","27.3%","0","0","0","0%","0","14","7.3","0.5","99.3%"
"98","Jalen Guyton (FA)","3","6","50.0%","13","4.3","1","10.0%","0","0","0","0.0%","0","16","7.3","0.5","0.0%"
"99","Freddie Swain (FA)","1","4","25.0%","13","13.0","1","11.8%","0","0","0","0%","0","17","7.3","0.4","0.0%"
"100","DJ Chark Jr. (ATL)","1","1","100.0%","12","12.0","1","3.0%","0","0","0","0.0%","0","3","7.2","2.4","1.6%"
"101","Cam Sims (FA)","3","4","75.0%","12","4.0","1","14.3%","0","0","0","0.0%","0","12","7.2","0.6","0.0%"
"102","Donovan Peoples-Jones (NO)","1","2","50.0%","11","11.0","1","11.8%","0","0","0","0.0%","0","14","7.1","0.5","0.0%"
"103","Danny Amendola (FA)","1","2","50.0%","8","8.0","1","9.1%","0","0","0","0%","0","8","6.8","0.9","0.0%"
"104","Kenny Stills (FA)","1","2","50.0%","8","8.0","1","8.0%","0","0","0","0.0%","0","7","6.8","1.0","0.0%"
"105","Auden Tate (FA)","1","1","100.0%","7","7.0","1","2.8%","0","0","0","0.0%","0","4","6.7","1.7","0.0%"
"106","Ihmir Smith-Marsette (NYG)","1","1","100.0%","7","7.0","1","2.1%","0","0","0","0.0%","0","6","6.7","1.1","0.6%"
"107","Antonio Brown (FA)","2","3","66.7%","7","3.5","1","5.3%","0","0","0","0.0%","0","7","6.7","1.0","1.0%"
"108","Chester Rogers (FA)","1","3","33.3%","6","6.0","1","6.8%","0","0","0","0.0%","0","16","6.6","0.4","0.0%"
"109","Anthony Schwartz (FA)","1","1","100.0%","5","5.0","1","5.9%","0","0","0","0.0%","0","13","6.5","0.5","0.0%"
"110","Dante Pettis (NO)","1","2","50.0%","5","5.0","1","5.9%","0","0","0","0.0%","0","3","6.5","2.2","0.6%"
"111","Trent Sherfield Sr. (DEN)","1","4","25.0%","5","5.0","1","12.9%","0","0","0","0.0%","0","12","6.5","0.5","0.1%"
"112","Lil'Jordan Humphrey (NYG)","1","1","100.0%","4","4.0","1","4.0%","0","0","0","0.0%","0","8","6.4","0.8","0.7%"
"113","JuJu Smith-Schuster (KC)","0","0","0%","0","0","0","0.0%","1","3","1","25.0%","0","5","6.3","1.3","1.8%"
"114","Cameron Batson (FA)","1","2","50.0%","2","2.0","1","4.5%","0","0","0","0.0%","0","4","6.2","1.6","0.0%"
"115","Ashton Dulin (IND)","1","2","50.0%","2","2.0","1","5.7%","0","0","0","0.0%","0","16","6.2","0.4","0.1%"
"116","Kendall Hinton (FA)","1","2","50.0%","2","2.0","1","6.7%","0","0","0","0%","0","11","6.2","0.6","0.0%"
"117","Anthony Miller (BAL)","1","1","100.0%","1","1.0","1","2.0%","0","0","0","0.0%","0","3","6.1","2.0","0.0%"
"118","Josh Gordon (FA)","1","3","33.3%","1","1.0","1","6.0%","0","0","0","0.0%","0","9","6.1","0.7","0.1%"
"119","Jakeem Grant Sr. (FA)","2","2","100.0%","8","4.0","1","8.0%","0","0","0","0.0%","1","15","4.8","0.3","0.0%"
"120","Cole Beasley (FA)","9","14","64.3%","40","4.4","0","18.2%","0","0","0","0.0%","0","16","4.0","0.3","0.0%"
"121","Sterling Shepard (TB)","6","9","66.7%","35","5.8","0","26.5%","0","0","0","0.0%","0","7","3.5","0.5","1.0%"
"122","Tyler Johnson (NYJ)","3","7","42.9%","27","9.0","0","12.3%","0","0","0","0.0%","0","16","2.7","0.2","1.1%"
"123","Deonte Harty (FA)","3","4","75.0%","17","5.7","0","16.0%","1","6","0","100.0%","0","13","2.3","0.2","0.0%"
"124","Ray-Ray McCloud III (ATL)","3","10","30.0%","13","4.3","0","20.0%","1","10","0","25.0%","0","16","2.3","0.1","3.6%"
"125","Rondale Moore (MIN)","8","9","88.9%","16","2.0","0","16.4%","5","7","0","100.0%","0","14","2.3","0.2","0.7%"
"126","Quez Watkins (ARI)","5","9","55.6%","21","4.2","0","32.1%","0","0","0","0%","0","17","2.1","0.1","0.0%"
"127","Mohamed Sanu Sr. (FA)","3","4","75.0%","21","7.0","0","12.9%","0","0","0","0.0%","0","8","2.1","0.3","0.0%"
"128","Damiere Byrd (FA)","2","4","50.0%","17","8.5","0","16.0%","0","0","0","0.0%","0","11","1.7","0.2","0.0%"
"129","Shi Smith (FA)","1","1","100.0%","16","16.0","0","3.6%","0","0","0","0.0%","0","5","1.6","0.3","0.0%"
"130","Chris Moore (WAS)","2","2","100.0%","15","7.5","0","9.1%","0","0","0","0%","0","10","1.5","0.2","0.0%"
"131","Demarcus Robinson (SF)","3","4","75.0%","15","5.0","0","8.0%","0","0","0","0.0%","0","15","1.5","0.1","9.7%"
"132","Noah Brown (WAS)","2","2","100.0%","14","7.0","0","3.7%","0","0","0","0.0%","0","10","1.4","0.1","3.4%"
"133","Malik Taylor (DET)","2","2","100.0%","14","7.0","0","2.8%","0","0","0","0%","0","7","1.4","0.2","0.0%"
"134","Dyami Brown (JAC)","2","3","66.7%","13","6.5","0","10.7%","0","0","0","0.0%","0","10","1.3","0.1","9.5%"
"135","Kadarius Toney (FA)","1","5","20.0%","6","6.0","0","14.7%","1","7","0","100.0%","0","9","1.3","0.1","0.6%"
"136","KhaDarel Hodge (ATL)","2","5","40.0%","13","6.5","0","16.1%","0","0","0","0%","0","12","1.3","0.1","0.8%"
"137","Jerry Jeudy (CLE)","2","3","66.7%","12","6.0","0","10.0%","0","0","0","0%","0","10","1.2","0.1","89.0%"
"138","Terrace Marshall Jr. (PHI)","2","3","66.7%","12","6.0","0","10.7%","0","0","0","0.0%","0","12","1.2","0.1","0.6%"
"139","Laviska Shenault Jr. (BUF)","4","8","50.0%","16","4.0","0","24.2%","2","-4","0","66.7%","0","16","1.2","0.1","0.1%"
"140","Cyril Grayson Jr. (FA)","1","1","100.0%","12","12.0","0","1.8%","0","0","0","0.0%","0","3","1.2","0.4","0.0%"
"141","Equanimeous St. Brown (SF)","2","3","66.7%","12","6.0","0","4.2%","0","0","0","0%","0","12","1.2","0.1","0.1%"
"142","Keelan Cole Sr. (FA)","1","6","16.7%","11","11.0","0","14.0%","0","0","0","0.0%","0","14","1.1","0.1","0.0%"
"143","Marcus Johnson (FA)","1","3","33.3%","10","10.0","0","6.8%","0","0","0","0.0%","0","7","1.0","0.1","0.0%"
"144","Greg Dortch (ARI)","1","1","100.0%","10","10.0","0","1.8%","0","0","0","0.0%","0","5","1.0","0.2","4.6%"
"145","Marquise Goodwin (FA)","1","3","33.3%","9","9.0","0","12.0%","1","1","0","25.0%","0","14","1.0","0.1","0.0%"
"146","Racey McMath (FA)","1","2","50.0%","9","9.0","0","4.5%","0","0","0","0.0%","0","6","0.9","0.2","0.0%"
"147","KJ Hamler (BUF)","1","1","100.0%","9","9.0","0","3.3%","0","0","0","0%","0","3","0.9","0.3","0.0%"
"148","Adam Humphries (FA)","3","6","50.0%","8","2.7","0","21.4%","0","0","0","0.0%","0","17","0.8","0.0","0.0%"
"149","Laquon Treadwell (IND)","1","3","33.3%","8","8.0","0","9.1%","0","0","0","0.0%","0","12","0.8","0.1","0.0%"
"150","Cody Hollister (FA)","1","2","50.0%","8","8.0","0","4.5%","0","0","0","0.0%","0","3","0.8","0.3","0.0%"
"151","James Proche II (TEN)","1","1","100.0%","8","8.0","0","2.9%","0","0","0","0%","0","7","0.8","0.1","0.0%"
"152","Julio Jones (FA)","1","6","16.7%","8","8.0","0","13.6%","0","0","0","0.0%","0","10","0.8","0.1","0.6%"
"153","Tom Kennedy (DET)","1","1","100.0%","8","8.0","0","3.2%","0","0","0","0%","0","7","0.8","0.1","0.1%"
"154","Tyrell Williams (FA)","1","1","100.0%","7","7.0","0","3.2%","0","0","0","0%","0","1","0.7","0.7","0.0%"
"155","Andre Roberts (FA)","0","0","0%","0","0","0","0.0%","1","6","0","100.0%","0","16","0.6","0.0","0.0%"
"156","C.J. Board (FA)","1","1","100.0%","6","6.0","0","2.9%","0","0","0","0.0%","0","6","0.6","0.1","0.0%"
"157","Chris Conley (FA)","1","1","100.0%","6","6.0","0","4.5%","0","0","0","0%","0","14","0.6","0.0","0.0%"
"158","Kenny Golladay (FA)","1","10","10.0%","5","5.0","0","29.4%","0","0","0","0.0%","0","14","0.5","0.0","4.0%"
"159","Breshad Perriman (FA)","1","2","50.0%","5","5.0","0","3.5%","0","0","0","0.0%","0","5","0.5","0.1","0.0%"
"160","Parris Campbell (FA)","1","1","100.0%","5","5.0","0","2.9%","0","0","0","0.0%","0","6","0.5","0.1","0.1%"
"161","Juwann Winfree (FA)","1","2","50.0%","4","4.0","0","2.8%","0","0","0","0%","0","5","0.4","0.1","0.0%"
"162","Tajae Sharpe (FA)","1","3","33.3%","4","4.0","0","8.6%","0","0","0","0%","0","14","0.4","0.0","0.0%"
"163","Willie Snead IV (FA)","1","2","50.0%","3","3.0","0","5.6%","0","0","0","0.0%","0","7","0.3","0.0","0.0%"
"164","Phillip Dorsett II (LV)","1","1","100.0%","3","3.0","0","4.5%","0","0","0","0%","0","5","0.3","0.1","0.0%"
"165","Henry Ruggs III (FA)","0","1","0.0%","0","0","0","2.8%","1","2","0","100.0%","0","7","0.2","0.0","8.4%"
"166","Dax Milne (FA)","0","1","0.0%","0","0","0","3.6%","1","1","0","50.0%","0","9","0.1","0.0","0.0%"
"167","Albert Wilson (FA)","1","2","50.0%","1","1.0","0","5.6%","0","0","0","0.0%","0","10","0.1","0.0","0.0%"
"168","Denzel Mims (FA)","0","2","0.0%","0","0","0","4.7%","0","0","0","0.0%","0","10","0.0","0.0","0.0%"
"169","Darius Slayton (NYG)","0","2","0.0%","0","0","0","5.9%","0","0","0","0.0%","0","13","0.0","0.0","9.9%"
"170","Tommylee Lewis (FA)","0","1","0.0%","0","0","0","2.8%","0","0","0","0.0%","0","2","0.0","0.0","0.0%"
"171","N'Keal Harry (FA)","0","1","0.0%","0","0","0","3.4%","0","0","0","0.0%","0","10","0.0","0.0","0.0%"
"172","Keith Kirkwood (BAL)","0","1","0.0%","0","0","0","3.6%","0","0","0","0.0%","0","3","0.0","0.0","0.0%"
"173","Amari Rodgers (FA)","0","1","0.0%","0","0","0","1.4%","0","0","0","0%","0","16","0.0","0.0","1.0%"
"174","Penny Hart (FA)","0","1","0.0%","0","0","0","2.9%","0","0","0","0%","0","12","0.0","0.0","0.0%"
"175","Ben Skowronek (PIT)","0","1","0.0%","0","0","0","1.3%","0","0","0","0.0%","0","12","0.0","0.0","0.1%"
"176","Christian Blake (FA)","0","2","0.0%","0","0","0","5.7%","0","0","0","0%","0","10","0.0","0.0","0.0%"
"177","D.J. Montgomery (IND)","0","1","0.0%","0","0","0","2.3%","0","0","0","0.0%","0","2","0.0","0.0","0.0%"
"178","Collin Johnson (LV)","0","1","0.0%","0","0","0","2.9%","0","0","0","0.0%","0","8","0.0","0.0","0.0%"
"179","Zay Jones (ARI)","0","3","0.0%","0","0","0","8.3%","0","0","0","0.0%","0","15","0.0","0.0","2.5%"
"180","Geronimo Allison (FA)","0","1","0.0%","0","0","0","3.2%","0","0","0","0%","0","1","0.0","0.0","0.0%"
"181","Vyncint Smith (FA)","0","1","0.0%","0","0","0","2.3%","0","0","0","0.0%","0","1","0.0","0.0","0.0%"
"182","Dede Westbrook (FA)","0","1","0.0%","0","0","0","2.1%","0","0","0","0.0%","0","15","0.0","0.0","0.0%"
"183","Tylan Wallace (BAL)","0","1","0.0%","0","0","0","2.9%","0","0","0","0%","0","10","0.0","0.0","0.6%"
"184","Diontae Spencer (FA)","0","1","0.0%","0","0","0","3.3%","0","0","0","0%","0","15","0.0","0.0","0.0%"
"185","Jake Kumerow (FA)","0","2","0.0%","0","0","0","2.6%","0","0","0","0.0%","0","7","0.0","0.0","0.0%"
"186","John Ross (FA)","0","1","0.0%","0","0","0","2.9%","0","0","0","0.0%","0","9","0.0","0.0","0.0%"
"187","Josh Reynolds (NYJ)","0","5","0.0%","0","0","0","11.4%","0","0","0","0.0%","0","11","0.0","0.0","1.1%"
"188","Preston Williams (FA)","0","4","0.0%","0","0","0","11.1%","0","0","0","0.0%","0","6","0.0","0.0","0.0%"
"189","Tyrie Cleveland (FA)","0","1","0.0%","0","0","0","3.3%","0","0","0","0%","0","4","0.0","0.0","0.0%"
"190","Curtis Samuel (BUF)","0","1","0.0%","0","0","0","3.6%","0","0","0","0.0%","0","5","0.0","0.0","8.8%"
"191","William Fuller V (FA)","0","0","0%","0","0","0","0.0%","0","0","0","0.0%","0","2","0.0","0.0","0.0%"
"192","Pharoh Cooper (FA)","0","3","0.0%","0","0","0","8.8%","0","0","0","0.0%","0","8","0.0","0.0","0.0%"
"193","Trinity Benson (FA)","0","1","0.0%","0","0","0","3.2%","0","0","0","0%","0","7","0.0","0.0","0.0%"
""
""
