Unnamed: 0_level_0,Unnamed: 1_level_0,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,MISC,MISC,MISC,MISC
95,Charlie Kolar (BAL),4,6,49,12.3,15,0,0,0,0,0,0,1,6.9,6.9,0.1%
96,Luke Farrell (SF),4,4,40,10.0,15,0,0,0,0,0,0,4,6.0,1.5,0.6%
97,Trevon Wesco (FA),2,4,26,13.0,23,1,0,0,0,0,0,6,5.6,0.9,0.0%
98,Stephen Sullivan (CAR),2,6,46,23.0,33,1,0,0,0,0,0,9,5.6,0.6,0.0%
99,Tyler Davis (FA),4,7,26,6.5,23,1,0,0,0,0,0,11,4.6,0.4,0.0%
100,Ryan Griffin (FA),4,8,26,6.5,18,0,0,0,0,0,0,10,4.6,0.5,0.0%
101,Kendall Blanton (FA),2,2,35,17.5,28,1,0,0,0,0,0,2,4.5,2.3,0.0%
102,Ben Ellefson (FA),3,3,26,8.7,12,0,0,0,0,0,0,2,4.1,2.1,0.0%
103,Stone Smartt (NYJ),4,5,17,4.3,8,0,0,0,0,0,0,3,3.7,1.2,2.1%
104,Jesper Horsted (FA),3,4,19,6.3,9,0,0,0,0,0,0,5,3.4,0.7,0.0%
105,Maxx Williams (FA),3,3,18,6.0,7,0,0,0,0,0,0,3,3.3,1.1,0.0%
106,Cole Turner (WAS),2,9,23,11.5,18,0,0,0,0,0,0,7,3.3,0.5,1.0%
107,Stephen Anderson (FA),3,7,9,3.0,6,0,0,0,0,0,0,9,2.4,0.3,0.0%
108,Sean McKeon (IND),2,3,11,5.5,10,0,0,0,0,0,0,3,2.1,0.7,0.0%
109,Mason Schreck (FA),2,2,6,3.0,6,0,0,0,0,0,0,2,1.6,0.8,0.0%
110,Devin Asiasi (FA),2,4,5,2.5,6,0,0,0,0,0,0,5,1.5,0.3,0.0%
111,Jeremy Ruckert (NYJ),1,2,8,8.0,8,0,0,0,0,0,0,3,1.3,0.4,1.9%
112,Tommy Sweeney (FA),1,1,7,7.0,7,0,0,0,0,0,0,2,1.2,0.6,0.0%
113,Jacob Harris (TB),1,1,6,6.0,6,0,0,0,0,0,0,3,1.1,0.4,0.0%
114,Richard Rodgers (FA),1,4,4,4.0,4,0,0,0,0,0,0,3,0.9,0.3,0.0%
115,Drew Sample (CIN),2,2,-2,-1.0,2,0,0,0,0,0,0,2,0.8,0.4,0.6%
116,Lawrence Cager (WAS),13,19,118,9.1,20,1,1,0,0,0,0,6,0.0,0.0,0.0%
117,Noah Togiai (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
118,Charlie Woerner (ATL),0,2,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.1%
119,Miller Forristall (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
120,Matt Orzech (GB),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
121,Hunter Long (JAC),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
122,Kenny Yeboah (DET),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
123,Jared Pinkney (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
124,Feleipe Franks (ATL),0,2,0,0.0,0,0,0,1,0,0,0,7,0.0,0.0,0.0%
125,Tanner Conner (MIA),0,3,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,1.0%
126,Nikola Kalinic (ATL),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
127,Austin Allen (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
128,Ben Mason (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
129,Jake Tonges (SF),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
130,Chris Pierce Jr. (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
131,Tyree Jackson (WAS),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
132,N'Keal Harry (FA),7,9,116,16.6,49,1,1,0,0,0,0,6,0.0,0.0,0.0%
133,Mitchell Fraboni (DEN),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
134,Kevin Rader (FA),0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%
135,Nick Boyle (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
136,Zach Wood (NO),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,2.5%
137,J.P. Holtz (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
138,Andrew DePaola (MIN),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
139,Patrick Scales (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
140,James Winchester (KC),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
141,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.2%
