Unnamed: 0_level_0,Unnamed: 1_level_0,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,MISC,MISC,MISC,MISC
26,Will Dissly (LAC),50,64,481,9.6,29,5,2,0,0,0,0,15,85.1,5.7,4.9%
27,Dallas Goedert (PHI),42,52,496,11.8,61,6,2,0,0,0,0,10,82.6,8.3,78.4%
28,Noah Fant (CIN),48,64,500,10.4,32,3,1,0,0,0,0,14,80.0,5.7,16.9%
29,Dalton Kincaid (BUF),44,75,448,10.2,29,5,2,0,0,0,0,13,78.8,6.1,79.2%
30,Jake Ferguson (DAL),59,86,494,8.4,27,6,0,0,0,0,2,14,74.9,5.4,73.6%
31,Brenton Strange (JAC),40,53,411,10.3,30,7,2,0,0,0,1,17,71.1,4.2,30.9%
32,Jordan Akins (FA),40,58,390,9.8,21,3,2,0,0,0,0,16,71.0,4.4,1.0%
33,T.J. Hockenson (MIN),41,62,455,11.1,34,5,0,0,0,0,0,10,66.0,6.6,94.8%
34,Evan Engram (DEN),47,64,365,7.8,24,2,1,0,0,0,1,9,66.0,7.3,88.9%
35,AJ Barner (SEA),30,38,245,8.2,20,1,4,0,0,0,0,17,63.5,3.7,3.9%
36,Ja'Tavion Sanders (CAR),33,43,342,10.4,46,6,1,0,0,0,0,16,56.7,3.5,12.5%
37,Josh Oliver (MIN),22,28,258,11.7,28,5,3,0,0,0,0,15,54.8,3.7,1.0%
38,Theo Johnson (NYG),29,43,331,11.4,35,4,1,0,0,0,0,12,53.6,4.5,11.4%
39,Colby Parkinson (LAR),30,49,294,9.8,23,2,1,0,0,0,0,17,50.4,3.0,4.4%
40,Dawson Knox (BUF),22,33,311,14.1,39,7,1,0,0,0,0,16,48.1,3.0,5.6%
41,Grant Calcaterra (PHI),24,30,298,12.4,34,6,1,0,0,0,0,17,47.8,2.8,2.8%
42,Josh Whyle (TEN),28,37,248,8.9,33,3,1,0,0,0,0,17,46.8,2.8,0.6%
43,Tommy Tremble (CAR),23,32,234,10.2,38,2,2,0,0,0,1,12,44.9,3.7,0.8%
44,Luke Schoonmaker (DAL),27,36,241,8.9,24,3,1,0,0,0,0,17,43.6,2.6,6.4%
45,Nick Vannett (MIN),17,20,135,7.9,24,1,3,0,0,0,0,13,40.0,3.1,0.0%
46,Elijah Higgins (ARI),20,24,172,8.6,23,1,2,0,0,0,0,17,39.2,2.3,1.3%
47,Adam Trautman (DEN),13,22,188,14.5,37,2,2,0,0,0,0,17,37.3,2.2,0.7%
48,Nate Adkins (DEN),14,15,115,8.2,16,0,3,0,0,0,0,17,36.5,2.1,1.0%
49,Johnny Mundt (JAC),19,27,142,7.5,20,1,2,0,0,0,0,15,35.7,2.4,0.1%
50,Darnell Washington (PIT),19,25,200,10.5,29,3,1,0,0,0,0,17,35.5,2.1,2.9%
51,Payne Durham (TB),11,14,115,10.5,31,2,2,0,0,0,0,16,29.0,1.8,0.6%
52,Tanner Hudson (CIN),19,23,154,8.1,19,0,1,1,1,0,1,11,29.0,2.6,1.2%
53,Brock Wright (DET),13,16,100,7.7,16,0,2,0,0,0,0,17,28.5,1.7,0.8%
54,Cade Stover (HOU),15,22,133,8.9,27,1,1,0,0,0,0,15,26.8,1.8,2.6%
55,Stone Smartt (NYJ),16,19,208,13.0,31,4,0,0,0,0,1,9,26.8,3.0,2.1%
56,Mo Alie-Cox (IND),12,22,147,12.3,22,2,1,0,0,0,0,17,26.7,1.6,0.6%
57,Drew Sample (CIN),20,22,109,5.5,12,0,1,1,-4,0,0,17,26.5,1.6,0.6%
58,Michael Mayer (LV),21,32,156,7.4,29,1,0,0,0,0,0,11,26.1,2.4,12.7%
59,Erick All Jr. (CIN),20,22,158,7.9,28,1,0,0,0,0,0,9,25.8,2.9,0.6%
60,Kylen Granson (PHI),14,31,182,13.0,40,3,0,0,0,0,0,16,25.2,1.6,0.7%
61,Lucas Krull (DEN),19,23,152,8.0,23,1,0,0,0,0,0,13,24.7,1.9,1.8%
62,Charlie Kolar (BAL),9,11,131,14.6,55,2,1,1,2,0,0,13,23.8,1.8,0.1%
63,Tyler Higbee (LAR),8,12,66,8.3,17,0,2,0,0,0,0,3,22.6,7.5,16.5%
64,Drew Ogletree (IND),9,14,109,12.1,22,3,1,0,0,0,0,17,21.4,1.3,1.1%
65,Eric Saubert (SEA),11,14,97,8.8,17,0,1,0,0,0,0,13,21.2,1.6,1.8%
66,Daniel Bellinger (NYG),14,17,125,8.9,17,0,0,0,0,0,0,17,19.5,1.1,2.6%
67,Jeremy Ruckert (NYJ),18,28,105,5.8,12,0,0,0,0,0,0,17,19.5,1.1,1.9%
68,Julian Hill (MIA),12,19,100,8.3,17,0,0,0,0,0,0,16,16.0,1.0,0.7%
69,Blake Whiteheart (CLE),6,9,51,8.5,29,1,1,0,0,0,0,11,14.1,1.3,0.0%
70,Brevyn Spann-Ford (DAL),9,14,88,9.8,18,0,0,0,0,0,0,17,13.3,0.8,0.0%
71,Kenny Yeboah (DET),5,8,47,9.4,13,0,1,0,0,0,0,7,13.2,1.9,0.0%
72,Harrison Bryant (PHI),9,12,86,9.6,18,0,0,0,0,0,0,6,13.1,2.2,0.0%
73,Connor Heyward (PIT),6,8,40,6.7,16,0,1,0,0,0,0,17,13.0,0.8,0.1%
74,MyCole Pruitt (FA),6,10,40,6.7,18,0,1,0,0,0,0,8,13.0,1.6,1.0%
75,Luke Farrell (SF),12,17,67,5.6,11,0,0,0,0,0,0,12,12.7,1.1,0.6%
76,Quintin Morris (JAC),5,8,36,7.2,14,0,1,0,0,0,0,10,12.1,1.2,1.4%
77,Devin Culp (TB),5,6,88,17.6,26,2,0,0,0,0,0,5,11.3,2.3,1.2%
78,Hayden Hurst (FA),8,13,73,9.1,27,1,0,0,0,0,0,7,11.3,1.6,1.3%
79,Ben Sinnott (WAS),5,5,28,5.6,12,0,1,0,0,0,0,17,11.3,0.7,8.4%
80,Chris Manhertz (NYG),3,4,30,10.0,16,0,1,0,0,0,0,17,10.5,0.6,0.0%
81,John Bates (WAS),8,13,84,10.5,20,1,0,0,0,0,1,17,10.4,0.6,0.6%
82,Durham Smythe (CHI),9,17,53,5.9,8,0,0,0,0,0,0,14,9.8,0.7,0.6%
83,Hunter Long (JAC),7,9,60,8.6,18,0,0,0,0,0,0,11,9.5,0.9,0.0%
84,Pharaoh Brown (MIA),8,12,65,8.1,17,0,0,0,0,0,1,10,8.5,0.9,0.1%
85,Charlie Woerner (ATL),7,12,46,6.6,13,0,0,0,0,0,0,16,8.1,0.5,0.1%
86,Luke Musgrave (GB),7,10,45,6.4,19,0,0,0,0,0,0,7,8.0,1.1,11.0%
87,Peyton Hendershot (FA),5,5,51,10.2,15,0,0,0,0,0,0,5,7.6,1.5,0.0%
88,Gerald Everett (FA),8,13,36,4.5,17,0,0,0,0,0,0,10,7.6,0.8,1.4%
89,Tucker Fisk (LAC),7,8,39,5.6,10,0,0,0,0,0,0,9,7.4,0.8,1.0%
90,E.J. Jenkins (PHI),1,2,7,7.0,7,0,1,0,0,0,0,8,7.2,0.9,1.0%
91,Davis Allen (LAR),6,13,39,6.5,13,0,0,0,0,0,0,14,6.9,0.5,1.0%
92,Tip Reiman (ARI),6,7,37,6.2,14,0,0,0,0,0,0,17,6.7,0.4,0.0%
93,Ben Sims (GB),4,5,42,10.5,28,1,0,0,0,0,0,17,6.2,0.4,0.0%
94,Greg Dulcich (NYG),5,12,28,5.6,9,0,0,0,0,0,0,9,5.3,0.6,5.8%
95,Cam Grandy (CIN),5,5,28,5.6,9,0,0,0,0,0,0,8,5.3,0.7,0.0%
96,Will Mallory (IND),4,8,29,7.3,10,0,0,0,0,0,0,10,4.9,0.5,1.0%
97,Dallin Holker (FA),3,4,21,7.0,10,0,0,0,0,0,0,12,3.6,0.3,1.0%
98,Tanner Conner (MIA),3,4,16,5.3,11,0,0,0,0,0,0,7,3.1,0.4,1.0%
99,Jaheim Bell (NE),2,3,20,10.0,19,0,0,0,0,0,0,13,3.0,0.2,1.0%
100,Josiah Deguara (ARI),3,3,14,4.7,8,0,0,0,0,0,0,7,2.9,0.4,0.0%
101,Shane Zylstra (DET),1,1,22,22.0,22,1,0,0,0,0,0,12,2.7,0.2,1.1%
102,Ian Thomas (LV),3,6,7,2.3,3,0,0,0,0,0,0,3,2.2,0.7,0.0%
103,Jack Stoll (NO),2,3,10,5.0,6,0,0,0,0,0,0,5,2.0,0.4,0.0%
104,Eric Tomlinson (FA),2,4,9,4.5,7,0,0,0,0,0,0,5,1.9,0.4,0.0%
105,Brevin Jordan (HOU),2,3,7,3.5,4,0,0,0,0,0,0,2,1.7,0.9,0.6%
106,Jared Wiley (KC),1,1,7,7.0,7,0,0,0,0,0,0,7,1.2,0.2,0.6%
107,John Samuel Shenker (FA),1,1,7,7.0,7,0,0,0,0,0,0,3,1.2,0.4,0.1%
108,Geoff Swaim (FA),1,1,7,7.0,7,0,0,0,0,0,0,3,1.2,0.4,0.0%
109,David Martin-Robinson (TEN),1,2,6,6.0,6,0,0,0,0,0,0,5,1.1,0.2,0.0%
110,Ross Dwelley (SF),1,1,5,5.0,5,0,0,0,0,0,0,4,1.0,0.3,0.0%
111,Zach Davidson (BUF),1,2,5,5.0,5,0,0,0,0,0,0,3,1.0,0.3,1.0%
112,Jody Fortson Jr. (FA),1,3,5,5.0,5,0,0,0,0,0,0,3,1.0,0.3,0.0%
113,John FitzPatrick (GB),1,1,2,2.0,2,0,0,0,0,0,0,9,0.7,0.1,0.0%
114,Marcedes Lewis (FA),1,2,2,2.0,2,0,0,0,0,0,0,6,0.7,0.1,0.0%
115,Matt Sokol (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
116,Matt Orzech (GB),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
117,Dominique Dafney (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
118,Mitchell Fraboni (DEN),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
119,Feleipe Franks (ATL),1,3,12,12.0,12,0,0,0,0,0,0,9,0.0,0.0,0.0%
120,Lawrence Cager (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
121,Tyler Mabry (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
122,Sean McKeon (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
123,Giovanni Ricci (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
124,Scotty Washington (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
125,Dalton Keene (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
126,Mitchell Wilcox (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
127,Stephen Sullivan (CAR),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
128,Parker Hesse (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
129,Chris Myarick (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
130,McCallan Castles (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
131,Tanner McLachlan (CIN),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
132,Tyler Warren (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,78.3%
133,Jack Westover (NE),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
134,Neal Johnson (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
135,Mason Pline (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
136,Brenden Bates (CLE),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
137,Treyton Welch (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
138,Colson Yankoff (WAS),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,1.1%
139,Messiah Swinson (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
140,Shawn Bowman (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
141,Brady Russell (SEA),0,0,0,0.0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%
142,Johnny Lumpkin (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
143,Joel Wilson (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
144,Travis Vokolek (ARI),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
145,Colston Loveland (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,77.3%
146,Bryson Nesbit (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
147,Mason Taylor (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.8%
148,Caden Prieskorn (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%
149,Gavin Bartholomew (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%
150,Oronde Gadsden II (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.4%
151,Tanner Taula (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
152,John Stephens Jr. (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
153,Princeton Fant (DAL),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
154,Jordan Murray (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
155,JJ Galbreath (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
156,DJ Thomas-Jones (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
157,Bryce Pierre (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
158,John Copenhaver (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
159,Patrick Herbert (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
160,Tyler Neville (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
161,Stevo Klotz (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
162,Anthony Torres (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
163,Oscar Cardenas (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
164,Caleb Lohner (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%
165,Marshall Lang (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
166,Robbie Ouzts (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
167,Mitch Van Vooren (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
168,Drake Dabney (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
169,Maximilian Mang (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
170,Nick Kallerup (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
171,Jermaine Terry II (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
172,Ben Yurosek (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
173,Tre Watson (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
174,Zach Horton (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
175,Jordan Petaia (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
176,Carter Runyon (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
177,Geor'Quarius Spivey (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%
178,Keleki Latu (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
179,CJ Dippre (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
180,Mitchell Evans (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%
181,Gunnar Helm (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4.2%
182,Harold Fannin Jr. (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,9.8%
183,Hayden Rucci (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
184,Qadir Ismail (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
185,Jackson Hawes (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%
186,Gee Scott Jr. (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
187,Rivaldo Fairweather (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
188,Joshua Simon (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
189,Brayden Willis (SF),0,2,0,0.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%
190,Sal Cannella (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
191,Jelani Woods (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%
192,Cole Turner (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%
193,Michael Jacobson (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
194,Thomas Fidone II (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%
195,Elijah Arroyo (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,15.3%
196,Luke Lachey (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%
197,Jake Briningstool (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
198,Jalin Conyers (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%
199,Jacob Harris (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
200,Mark Redman (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
201,James Mitchell (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
202,Terrance Ferguson (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,11.9%
203,Baylor Cupp (BAL),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
204,Moliki Matavao (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%
205,Justin Shorter (LV),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,1.9%
206,Cole Fotheringham (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%
207,Zaire Mitchell-Paden (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%
208,Rodney Williams (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
209,Jake Tonges (SF),0,0,0,0.0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%
210,Zack Kuntz (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.5%
211,Thomas Odukoya (TEN),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%
212,Cameron Latu (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%
213,Nick Muse (PHI),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
214,Teagan Quitoriano (ATL),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
215,Nikola Kalinic (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
216,Leroy Watson IV (MIN),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,1.0%
217,Ko Kieft (TB),0,0,0,0.0,0,0,0,0,0,0,0,17,0.0,0.0,0.0%
218,Donald Parham Jr. (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%
219,Drake Dunsmore (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
220,Dominique Curry (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
221,Jordan Matthews (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
222,Derek Fine (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
223,J.P. Foschi (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
224,Joey Haynos (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
225,Darnell Dinkins (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
226,Brad Cottam (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
227,Marquez Branson (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
228,James Dearth (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
229,Keith Zinger (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
230,Justin Snow (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
231,Anthony Firkser (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
232,Robert Tonyan (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
233,Albert Okwuegbunam Jr. (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
234,Stephen Carlson (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
235,Andrew Beck (NYJ),0,2,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
236,Irv Smith Jr. (HOU),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
237,Tyree Jackson (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
238,Darren Waller (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,23.6%
239,C.J. Uzomah (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
240,Zach Wood (NO),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,2.5%
241,Andrew DePaola (MIN),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
242,Patrick Scales (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
243,Tyler Ott (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
244,James Winchester (KC),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
245,Thomas Gordon (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
