"Rank","Player","REC","TGT","REC PCT","YDS","Y/R","TD","TGT PCT","ATT","YDS","TD","PCT","FL","G","FPTS","FPTS/G","ROST %"
"26","Adam Thielen (CAR)","9","15","60.0%","60","6.7","4","55.6%","1","6","0","14.3%","0","17","30.6","1.8","39.0%"
"27","Tyler Lockett (TEN)","7","12","58.3%","54","7.7","4","24.5%","0","0","0","0.0%","0","17","29.4","1.7","12.8%"
"28","Chris Olave (NO)","7","12","58.3%","53","7.6","4","37.5%","0","0","0","0%","0","16","29.3","1.8","88.3%"
"29","DJ Chark Jr. (ATL)","4","6","66.7%","44","11.0","4","22.2%","0","0","0","0.0%","0","14","28.4","2.0","1.6%"
"30","Josh Reynolds (NYJ)","5","9","55.6%","28","5.6","4","20.0%","0","0","0","0.0%","0","16","26.8","1.7","1.1%"
"31","Tee Higgins (CIN)","7","12","58.3%","65","9.3","3","23.1%","0","0","0","0%","0","12","24.5","2.0","97.6%"
"32","DeAndre Hopkins (BAL)","6","17","35.3%","49","8.2","3","65.4%","2","9","0","66.7%","0","17","23.8","1.4","20.0%"
"33","Tank Dell (HOU)","5","8","62.5%","44","8.8","3","17.0%","2","6","0","33.3%","0","11","23.0","2.1","18.3%"
"34","Zay Flowers (BAL)","11","15","73.3%","40","3.6","3","40.5%","2","9","0","66.7%","0","16","22.9","1.4","93.7%"
"35","Kendrick Bourne (NE)","6","6","100.0%","45","7.5","3","33.3%","0","0","0","0.0%","0","8","22.5","2.8","2.7%"
"36","Nelson Agholor (FA)","6","7","85.7%","43","7.2","3","18.9%","0","0","0","0.0%","0","16","22.3","1.4","1.0%"
"37","Michael Wilson (ARI)","4","7","57.1%","43","10.8","3","28.0%","0","0","0","0.0%","0","13","22.3","1.7","11.4%"
"38","Michael Pittman Jr. (IND)","14","20","70.0%","102","7.3","2","52.6%","0","0","0","0%","0","16","22.2","1.4","70.2%"
"39","Tyreek Hill (MIA)","13","23","56.5%","43","3.3","3","51.1%","1","-10","0","33.3%","0","16","21.3","1.3","97.6%"
"40","Isaiah Hodgins (SF)","3","5","60.0%","31","10.3","3","22.7%","0","0","0","0.0%","0","14","21.1","1.5","0.0%"
"41","DeVonta Smith (PHI)","4","6","66.7%","27","6.8","3","18.8%","0","0","0","0%","0","16","20.7","1.3","93.2%"
"42","Jake Bobo (SEA)","2","4","50.0%","23","11.5","2","8.2%","1","3","1","100.0%","0","17","20.6","1.2","2.3%"
"43","Diontae Johnson (CLE)","5","10","50.0%","23","4.6","3","45.5%","0","0","0","0.0%","0","13","20.3","1.6","17.5%"
"44","Marquise Brown (KC)","5","9","55.6%","19","3.8","3","36.0%","0","0","0","0.0%","0","13","19.9","1.5","49.2%"
"45","Demarcus Robinson (SF)","4","9","44.4%","17","4.3","3","18.0%","0","0","0","0.0%","0","9","19.7","2.2","9.7%"
"46","Puka Nacua (LAR)","8","15","53.3%","65","8.1","2","30.0%","3","9","0","60.0%","0","17","19.4","1.1","98.9%"
"47","Justin Watson (HOU)","3","6","50.0%","13","4.3","3","12.2%","0","0","0","0.0%","0","15","19.3","1.3","1.0%"
"48","Amari Cooper (FA)","6","14","42.9%","55","9.2","2","37.8%","0","0","0","0.0%","0","15","17.5","1.2","13.3%"
"49","Garrett Wilson (NYJ)","10","19","52.6%","53","5.3","2","57.6%","0","0","0","0.0%","0","17","17.3","1.0","96.4%"
"50","Chris Godwin (TB)","5","16","31.3%","33","6.6","1","41.0%","1","19","1","25.0%","0","17","17.2","1.0","87.8%"
"51","Drake London (ATL)","8","14","57.1%","50","6.3","2","73.7%","0","0","0","0.0%","0","16","17.0","1.1","98.1%"
"52","KaVontae Turpin (DAL)","5","6","83.3%","31","6.2","1","12.0%","2","13","1","28.6%","0","16","16.4","1.0","4.0%"
"53","Jaxon Smith-Njigba (SEA)","4","10","40.0%","37","9.3","2","20.4%","0","0","0","0.0%","0","17","15.7","0.9","97.2%"
"54","Jaylen Waddle (MIA)","4","9","44.4%","36","9.0","2","20.0%","0","0","0","0.0%","0","14","15.6","1.1","89.4%"
"55","Brandon Johnson (PIT)","4","6","66.7%","34","8.5","2","15.4%","0","0","0","0.0%","0","11","15.4","1.4","1.0%"
"56","Parker Washington (JAC)","3","3","100.0%","34","11.3","2","6.5%","0","0","0","0.0%","0","9","15.4","1.7","10.4%"
"57","K.J. Osborn (WAS)","4","11","36.4%","34","8.5","2","23.4%","0","0","0","0.0%","0","15","15.4","1.0","1.4%"
"58","Jahan Dotson (PHI)","5","11","45.5%","32","6.4","2","28.2%","0","0","0","0.0%","0","17","15.2","0.9","7.2%"
"59","Zay Jones (ARI)","4","9","44.4%","30","7.5","2","19.6%","0","0","0","0.0%","0","9","15.0","1.7","2.5%"
"60","Tyler Boyd (FA)","5","9","55.6%","29","5.8","2","17.3%","0","0","0","0%","0","17","14.9","0.9","2.4%"
"61","Julio Jones (FA)","3","4","75.0%","26","8.7","2","12.5%","0","0","0","0%","0","8","14.6","1.8","0.6%"
"62","Elijah Moore (BUF)","8","14","57.1%","44","5.5","2","37.8%","1","-20","0","50.0%","0","16","14.4","0.9","4.9%"
"63","Ronnie Bell (DET)","2","2","100.0%","21","10.5","2","6.1%","0","0","0","0.0%","0","13","14.1","1.1","0.1%"
"64","Nick Westbrook-Ikhine (MIA)","3","6","50.0%","20","6.7","2","23.1%","0","0","0","0.0%","0","13","14.0","1.1","3.4%"
"65","Quentin Johnston (LAC)","4","8","50.0%","17","4.3","2","20.0%","0","0","0","0.0%","0","17","13.7","0.8","32.9%"
"66","Lil'Jordan Humphrey (NYG)","4","4","100.0%","17","4.3","2","10.3%","0","0","0","0.0%","0","11","13.7","1.2","0.7%"
"67","Scotty Miller (PIT)","3","3","100.0%","14","4.7","2","15.8%","0","0","0","0.0%","0","12","13.4","1.1","0.1%"
"68","Cedrick Wilson Jr. (NO)","2","5","40.0%","9","4.5","2","11.1%","0","0","0","0.0%","0","11","12.9","1.2","1.1%"
"69","Trey Palmer (TB)","2","2","100.0%","8","4.0","2","5.1%","0","0","0","0.0%","0","17","12.8","0.8","1.6%"
"70","Andrei Iosivas (CIN)","2","3","66.7%","5","2.5","2","5.8%","0","0","0","0%","0","16","12.5","0.8","8.1%"
"71","Tutu Atwell (LAR)","2","4","50.0%","4","2.0","2","8.0%","1","0","0","20.0%","0","16","12.4","0.8","6.5%"
"72","Jameson Williams (DET)","3","4","75.0%","27","9.0","0","8.9%","1","19","1","33.3%","0","12","10.6","0.9","91.3%"
"73","Jerry Jeudy (CLE)","8","11","72.7%","41","5.1","1","28.2%","0","0","0","0.0%","0","16","10.1","0.6","89.0%"
"74","Xavier Gipson (NYJ)","4","5","80.0%","11","2.8","0","15.2%","2","23","1","100.0%","0","17","9.4","0.6","0.6%"
"75","Josh Downs (IND)","5","10","50.0%","32","6.4","1","26.3%","0","0","0","0%","0","17","9.2","0.5","62.4%"
"76","Deven Thompkins (FA)","2","4","50.0%","10","5.0","1","10.3%","3","21","0","75.0%","0","17","9.1","0.5","0.0%"
"77","Terry McLaurin (WAS)","5","10","50.0%","31","6.2","1","25.6%","0","0","0","0.0%","0","17","9.1","0.5","96.9%"
"78","Odell Beckham Jr. (FA)","5","11","45.5%","30","6.0","1","29.7%","0","0","0","0.0%","0","14","9.0","0.6","1.1%"
"79","Ihmir Smith-Marsette (NYG)","0","0","0%","0","0","0","0.0%","2","29","1","28.6%","0","17","8.9","0.5","0.6%"
"80","Braxton Berrios (HOU)","2","2","100.0%","29","14.5","1","4.4%","0","0","0","0.0%","0","16","8.9","0.6","0.6%"
"81","Rashid Shaheed (NO)","2","6","33.3%","28","14.0","1","18.8%","0","0","0","0%","0","16","8.8","0.6","60.6%"
"82","Randall Cobb (FA)","2","3","66.7%","27","13.5","1","9.1%","0","0","0","0.0%","0","9","8.7","1.0","1.1%"
"83","Jalen Guyton (FA)","2","4","50.0%","26","13.0","1","10.0%","0","0","0","0.0%","0","7","8.6","1.2","0.0%"
"84","Justin Jefferson (MIN)","4","11","36.4%","25","6.3","1","23.4%","0","0","0","0.0%","0","10","8.5","0.9","99.0%"
"85","Tre Tucker (LV)","3","4","75.0%","20","6.7","1","7.5%","1","4","0","25.0%","0","16","8.4","0.5","4.1%"
"86","Wan'Dale Robinson (NYG)","3","3","100.0%","17","5.7","1","13.6%","1","7","0","100.0%","0","15","8.4","0.6","27.5%"
"87","Brandon Powell (FA)","4","6","66.7%","23","5.8","1","12.8%","0","0","0","0.0%","0","17","8.3","0.5","1.4%"
"88","Robert Woods (PIT)","3","11","27.3%","23","7.7","1","23.4%","0","0","0","0.0%","0","14","8.3","0.6","1.3%"
"89","Darnell Mooney (ATL)","2","8","25.0%","19","9.5","1","32.0%","1","3","0","50.0%","0","14","8.2","0.6","64.9%"
"90","Alex Erickson (FA)","2","2","100.0%","22","11.0","1","5.0%","0","0","0","0.0%","0","8","8.2","1.0","0.0%"
"91","Khalil Shakir (BUF)","2","2","100.0%","12","6.0","1","5.9%","1","10","0","33.3%","0","17","8.2","0.5","83.2%"
"92","Allen Lazard (NYJ)","2","4","50.0%","21","10.5","1","12.1%","0","0","0","0.0%","0","14","8.1","0.6","3.9%"
"93","Michael Thomas (FA)","2","9","22.2%","21","10.5","1","28.1%","0","0","0","0%","0","10","8.1","0.8","1.2%"
"94","Ben Skowronek (PIT)","1","3","33.3%","20","20.0","1","6.0%","0","0","0","0.0%","0","13","8.0","0.6","0.1%"
"95","Skyy Moore (KC)","3","7","42.9%","20","6.7","1","14.3%","0","0","0","0.0%","0","14","8.0","0.6","0.1%"
"96","Chase Claypool (FA)","1","2","50.0%","20","20.0","1","4.4%","0","0","0","0.0%","0","11","8.0","0.7","1.1%"
"97","Jauan Jennings (SF)","1","2","50.0%","18","18.0","1","6.1%","0","0","0","0.0%","0","13","7.8","0.6","83.4%"
"98","Bo Melton (GB)","2","3","66.7%","16","8.0","1","4.8%","0","0","0","0.0%","0","5","7.6","1.5","1.6%"
"99","A.T. Perry (DEN)","1","2","50.0%","15","15.0","1","6.3%","0","0","0","0%","0","8","7.5","0.9","1.6%"
"100","Michael Gallup (WAS)","3","5","60.0%","14","4.7","1","10.0%","0","0","0","0.0%","0","17","7.4","0.4","0.6%"
"101","D.J. Montgomery (IND)","1","2","50.0%","14","14.0","1","5.3%","0","0","0","0%","0","7","7.4","1.1","0.0%"
"102","JuJu Smith-Schuster (KC)","2","3","66.7%","14","7.0","1","16.7%","0","0","0","0.0%","0","11","7.4","0.7","1.8%"
"103","Greg Dortch (ARI)","2","3","66.7%","11","5.5","1","12.0%","0","0","0","0.0%","0","16","7.1","0.4","4.6%"
"104","Noah Brown (WAS)","2","7","28.6%","12","6.0","1","14.9%","1","-1","0","16.7%","0","10","7.1","0.7","3.4%"
"105","Rashod Bateman (BAL)","1","3","33.3%","10","10.0","1","8.1%","0","0","0","0.0%","0","16","7.0","0.4","34.2%"
"106","Lawrence Cager (WAS)","1","2","50.0%","10","10.0","1","9.1%","0","0","0","0.0%","0","5","7.0","1.4","0.0%"
"107","Simi Fehoko (ARI)","1","1","100.0%","9","9.0","1","2.5%","0","0","0","0.0%","0","2","6.9","3.5","1.0%"
"108","Jason Brownlee (KC)","1","2","50.0%","8","8.0","1","6.1%","0","0","0","0.0%","0","4","6.8","1.7","0.0%"
"109","Calvin Austin III (PIT)","0","0","0%","0","0","0","0.0%","1","7","1","100.0%","0","17","6.7","0.4","11.2%"
"110","Keith Kirkwood (BAL)","1","3","33.3%","7","7.0","1","9.4%","0","0","0","0%","0","7","6.7","1.0","0.0%"
"111","Malik Heath (GB)","1","4","25.0%","6","6.0","1","6.5%","0","0","0","0.0%","0","13","6.6","0.5","0.6%"
"112","Sterling Shepard (TB)","2","6","33.3%","6","3.0","1","27.3%","0","0","0","0.0%","0","10","6.6","0.7","1.0%"
"113","Jalen Tolbert (DAL)","2","3","66.7%","5","2.5","1","6.0%","0","0","0","0.0%","0","17","6.5","0.4","16.0%"
"114","River Cracraft (FA)","2","4","50.0%","4","2.0","1","8.9%","0","0","0","0.0%","0","6","6.4","1.1","0.0%"
"115","Deonte Harty (FA)","3","3","100.0%","6","2.0","1","8.8%","1","-3","0","33.3%","0","16","6.3","0.4","0.0%"
"116","Kadarius Toney (FA)","3","5","60.0%","6","2.0","1","10.2%","5","-5","0","100.0%","0","13","6.1","0.5","0.6%"
"117","Trenton Irwin (JAC)","5","7","71.4%","23","4.6","0","13.5%","0","0","0","0%","0","12","2.3","0.2","0.0%"
"118","Marvin Mims Jr. (DEN)","1","1","100.0%","4","4.0","0","2.6%","2","19","0","100.0%","0","16","2.3","0.1","49.4%"
"119","Kalif Raymond (DET)","3","4","75.0%","25","8.3","0","8.9%","1","-2","0","33.3%","0","17","2.3","0.1","1.1%"
"120","Cedric Tillman (CLE)","2","7","28.6%","21","10.5","0","18.9%","0","0","0","0.0%","0","14","2.1","0.2","26.0%"
"121","Laviska Shenault Jr. (BUF)","0","0","0%","0","0","0","0.0%","4","18","0","57.1%","0","8","1.8","0.2","0.1%"
"122","Marquise Goodwin (FA)","0","0","0%","0","0","0","0.0%","1","17","0","50.0%","0","10","1.7","0.2","0.0%"
"123","Tyler Scott (CHI)","3","5","60.0%","16","5.3","0","20.0%","0","0","0","0.0%","0","17","1.6","0.1","0.9%"
"124","George Pickens (DAL)","3","8","37.5%","16","5.3","0","36.4%","0","0","0","0.0%","0","17","1.6","0.1","91.9%"
"125","Dontayvion Wicks (GB)","2","6","33.3%","14","7.0","0","9.7%","0","0","0","0.0%","0","15","1.4","0.1","20.4%"
"126","Jamal Agnew (ATL)","1","2","50.0%","14","14.0","0","4.3%","2","-2","0","66.7%","0","11","1.2","0.1","0.0%"
"127","Marquez Valdes-Scantling (SEA)","2","5","40.0%","11","5.5","0","10.2%","0","0","0","0.0%","0","16","1.1","0.1","5.3%"
"128","Erik Ezukanma (MIA)","0","0","0%","0","0","0","0.0%","2","11","0","66.7%","0","2","1.1","0.6","0.0%"
"129","Darius Slayton (NYG)","1","2","50.0%","9","9.0","0","9.1%","0","0","0","0.0%","0","17","0.9","0.1","9.9%"
"130","Terrace Marshall Jr. (PHI)","1","3","33.3%","9","9.0","0","11.1%","0","0","0","0.0%","0","8","0.9","0.1","0.6%"
"131","Trent Sherfield Sr. (DEN)","1","2","50.0%","9","9.0","0","5.9%","0","0","0","0.0%","0","11","0.9","0.1","0.1%"
"132","Xavier Hutchinson (HOU)","1","1","100.0%","0","0.0","0","2.1%","2","8","0","33.3%","0","15","0.8","0.1","0.6%"
"133","Ray-Ray McCloud III (ATL)","1","1","100.0%","8","8.0","0","3.0%","0","0","0","0.0%","0","12","0.8","0.1","3.6%"
"134","Mack Hollins (NE)","1","2","50.0%","7","7.0","0","10.5%","0","0","0","0.0%","0","11","0.7","0.1","2.8%"
"135","Joshua Palmer (BUF)","2","7","28.6%","7","3.5","0","17.5%","0","0","0","0.0%","0","11","0.7","0.1","18.6%"
"136","Mecole Hardman Jr. (GB)","1","2","50.0%","6","6.0","0","4.1%","0","0","0","0.0%","0","7","0.6","0.1","1.0%"
"137","Rondale Moore (MIN)","2","3","66.7%","7","3.5","0","12.0%","1","-1","0","100.0%","0","17","0.6","0.0","0.7%"
"138","Chris Moore (WAS)","1","1","100.0%","6","6.0","0","3.8%","0","0","0","0.0%","0","17","0.6","0.0","0.0%"
"139","Parris Campbell (FA)","2","4","50.0%","5","2.5","0","18.2%","0","0","0","0.0%","0","10","0.5","0.1","0.1%"
"140","Willie Snead IV (FA)","1","1","100.0%","5","5.0","0","3.0%","0","0","0","0.0%","0","2","0.5","0.3","0.0%"
"141","DeMario Douglas (NE)","2","4","50.0%","5","2.5","0","22.2%","0","0","0","0.0%","0","14","0.5","0.0","23.7%"
"142","John Metchie III (HOU)","0","4","0.0%","0","0","0","8.5%","1","4","0","16.7%","0","16","0.4","0.0","4.4%"
"143","Quez Watkins (ARI)","2","2","100.0%","4","2.0","0","6.3%","0","0","0","0%","0","5","0.4","0.1","0.0%"
"144","Richie James Jr. (FA)","1","1","100.0%","4","4.0","0","2.0%","0","0","0","0.0%","0","9","0.4","0.0","0.0%"
"145","DeAndre Carter (CLE)","0","1","0.0%","0","0","0","1.9%","1","3","0","25.0%","0","17","0.3","0.0","0.1%"
"146","Hunter Renfrow (CAR)","5","5","100.0%","23","4.6","0","9.4%","0","0","0","0.0%","1","14","0.3","0.0","1.8%"
"147","Tyquan Thornton (KC)","0","0","0%","0","0","0","0.0%","1","3","0","100.0%","0","9","0.3","0.0","0.0%"
"148","Devin Duvernay (CHI)","1","1","100.0%","3","3.0","0","2.7%","1","0","0","33.3%","0","13","0.3","0.0","0.1%"
"149","Trishton Jackson (ARI)","0","2","0.0%","0","0","0","4.3%","0","0","0","0.0%","0","2","0.0","0.0","0.0%"
"150","Keelan Doss (FA)","0","1","0.0%","0","0","0","2.5%","0","0","0","0.0%","0","2","0.0","0.0","0.0%"
"151","Elijah Cooks (PHI)","0","1","0.0%","0","0","0","2.2%","0","0","0","0.0%","0","4","0.0","0.0","0.0%"
"152","Antoine Green (FA)","0","1","0.0%","0","0","0","2.2%","0","0","0","0.0%","0","2","0.0","0.0","0.0%"
"153","Byron Pringle (FA)","0","0","0%","0","0","0","0.0%","0","0","0","0.0%","0","13","0.0","0.0","0.0%"
"154","Miles Boykin (CHI)","0","0","0%","0","0","0","0.0%","0","0","0","0.0%","0","8","0.0","0.0","0.0%"
"155","Olamide Zaccheaus (CHI)","0","2","0.0%","0","0","0","6.3%","0","0","0","0%","0","11","0.0","0.0","1.6%"
"156","Derius Davis (LAC)","1","1","100.0%","-3","-3.0","0","2.5%","2","3","0","66.7%","0","17","0.0","0.0","0.8%"
"157","Jalen Reagor (LAC)","0","1","0.0%","0","0","0","5.6%","0","0","0","0.0%","0","9","0.0","0.0","0.0%"
"158","Donovan Peoples-Jones (NO)","0","1","0.0%","0","0","0","2.2%","0","0","0","0.0%","0","14","0.0","0.0","0.0%"
"159","Tim Jones (MIN)","0","0","0%","0","0","0","0.0%","0","0","0","0.0%","0","10","0.0","0.0","0.0%"
"160","Jamison Crowder (FA)","0","1","0.0%","0","0","0","2.6%","0","0","0","0.0%","0","16","0.0","0.0","1.0%"
"161","Kayshon Boutte (NE)","0","2","0.0%","0","0","0","11.1%","0","0","0","0.0%","0","5","0.0","0.0","13.2%"
"162","David Bell (CLE)","0","2","0.0%","0","0","0","5.4%","0","0","0","0.0%","0","15","0.0","0.0","0.0%"
"163","Mike Williams (FA)","0","2","0.0%","0","0","0","5.0%","0","0","0","0.0%","0","3","0.0","0.0","13.7%"
"164","Alec Pierce (IND)","0","6","0.0%","0","0","0","15.8%","0","0","0","0%","0","17","0.0","0.0","20.8%"
"165","Jonathan Mingo (DAL)","0","3","0.0%","0","0","0","11.1%","0","0","0","0.0%","0","15","0.0","0.0","0.6%"
"166","Kyle Philips (FA)","0","1","0.0%","0","0","0","3.8%","0","0","0","0.0%","0","8","0.0","0.0","0.0%"
"167","David Moore (CAR)","0","1","0.0%","0","0","0","2.6%","0","0","0","0.0%","0","6","0.0","0.0","0.8%"
"168","Dyami Brown (JAC)","1","2","50.0%","0","0.0","0","5.1%","0","0","0","0.0%","0","16","0.0","0.0","9.5%"
"169","Justyn Ross (FA)","0","1","0.0%","0","0","0","2.0%","0","0","0","0.0%","0","10","0.0","0.0","0.0%"
"170","KhaDarel Hodge (ATL)","0","0","0%","0","0","0","0.0%","1","0","0","100.0%","0","17","0.0","0.0","0.8%"
"171","Allen Robinson II (FA)","1","4","25.0%","-1","-1.0","0","18.2%","0","0","0","0.0%","0","15","-0.1","0.0","1.4%"
"172","Treylon Burks (TEN)","1","1","100.0%","1","1.0","0","3.8%","1","-3","0","33.3%","0","11","-0.2","0.0","2.8%"
"173","Zach Pascal (NYG)","1","3","33.3%","-4","-4.0","0","12.0%","0","0","0","0.0%","0","10","-0.4","0.0","0.0%"
"174","Christian Kirk (HOU)","3","6","50.0%","16","5.3","0","13.0%","0","0","0","0.0%","1","12","-0.4","0.0","38.7%"
"175","Samori Toure (CHI)","1","2","50.0%","-6","-6.0","0","3.2%","0","0","0","0.0%","0","8","-0.6","-0.1","0.0%"
"176","Marvin Jones Jr. (FA)","1","2","50.0%","3","3.0","0","4.4%","0","0","0","0.0%","1","5","-1.7","-0.3","0.0%"
""
""
